STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.991726,4.6e-05,4.2e-05,0.000138,9.5e-05,0.000122,1.6e-05,0.0,1.4e-05,3.7e-05,5.1e-05,0.000129,1.9e-05,0.000568,4.5e-05,2.9e-05,5.1e-05,7e-05,5.3e-05,2.4e-05,1.8e-05,3e-05,3.4e-05,0.000102,5.7e-05,4.1e-05,0.000559,3.7e-05,6e-05,8.2e-05,1.1e-05,2.2e-05,0.000122,8.9e-05,2e-05,3.5e-05,7.6e-05,0.00083,2.6e-05,3.9e-05,3.2e-05,0.000114,2.9e-05,6.1e-05,0.000273,3.3e-05,3.2e-05,0.001858,5.7e-05,2.3e-05,0.000362
AL,0.001198,0.950206,0.022462,0.003234,0.000929,0.002738,0.001126,0.002414,0.001544,0.037348,0.079988,0.000331,0.003485,0.002105,0.005757,0.008393,0.004127,0.021203,0.050867,0.00096,0.002271,0.001174,0.002036,0.001153,0.009536,0.145994,0.003471,0.007202,0.002032,0.003686,0.000865,0.001141,0.009632,0.002486,0.001022,0.004383,0.007919,0.00103,0.002402,0.001007,0.011499,0.00328,0.068465,0.006534,0.002833,0.004986,0.000988,0.000726,0.002008,0.005184,0.010818
AR,0.000726,0.010833,0.961725,0.004861,0.001338,0.004528,0.000859,0.001466,0.001197,0.003008,0.00407,0.00011,0.005618,0.003055,0.007027,0.006011,0.015909,0.007955,0.03101,0.000571,0.001647,0.000758,0.002017,0.001554,0.05244,0.042145,0.003455,0.002227,0.002849,0.006364,0.000641,0.000894,0.016857,0.003504,0.000777,0.003145,0.06852,0.001308,0.002155,0.000671,0.002663,0.004904,0.027555,0.015262,0.003728,0.003196,0.000733,0.000786,0.002397,0.004205,0.016251
AZ,0.004065,0.001766,0.005078,0.98125,0.019835,0.012227,0.000723,0.001035,0.000877,0.001209,0.001627,0.000846,0.004405,0.01152,0.003811,0.003033,0.005251,0.002029,0.00308,0.000671,0.001067,0.000817,0.001372,0.002185,0.004993,0.003221,0.009296,0.001079,0.004782,0.007487,0.000737,0.0008,0.063316,0.061101,0.000695,0.001795,0.008749,0.006768,0.001518,0.000829,0.001163,0.005553,0.003041,0.004916,0.032654,0.001589,0.00086,0.004529,0.00213,0.001651,0.026344
CA,0.007113,0.001917,0.004976,0.061387,0.994917,0.010847,0.001485,0.002931,0.00103,0.001683,0.002171,0.010489,0.004537,0.025864,0.003617,0.0031,0.004489,0.002353,0.003056,0.001403,0.001698,0.001813,0.001414,0.002048,0.004633,0.002962,0.01693,0.001729,0.004523,0.009581,0.001271,0.001301,0.035247,0.166986,0.001247,0.00208,0.007156,0.039994,0.001893,0.001303,0.001643,0.006203,0.00353,0.004351,0.034512,0.002101,0.001274,0.012847,0.001726,0.001651,0.039721
CO,0.00421,0.001355,0.004333,0.010063,0.003304,0.976939,0.000745,0.001681,0.00103,0.001444,0.001444,0.000515,0.008401,0.015712,0.003905,0.003206,0.020861,0.002533,0.002502,0.000631,0.001098,0.001278,0.001442,0.00354,0.007454,0.002108,0.020895,0.001102,0.010342,0.036515,0.000918,0.000778,0.058942,0.012577,0.000674,0.001911,0.008649,0.005599,0.001485,0.000691,0.001086,0.021335,0.002634,0.004978,0.029536,0.001525,0.000892,0.004071,0.002557,0.001636,0.193027
CT,0.000363,0.000574,0.000997,0.00056,0.000258,0.000618,0.961729,0.003793,0.006734,0.001069,0.001159,9.2e-05,0.000928,0.000711,0.001217,0.001724,0.000543,0.001268,0.000501,0.078921,0.004003,0.020695,0.000743,0.000384,0.000912,0.000694,0.000971,0.001877,0.000578,0.001288,0.030483,0.012808,0.001646,0.000668,0.034532,0.001898,0.000681,0.000325,0.005809,0.164778,0.002206,0.001007,0.001246,0.000396,0.000912,0.003865,0.050336,0.000233,0.000708,0.002677,0.003694
DC,7.3e-05,0.000175,0.000129,0.000168,8.5e-05,0.00017,0.000859,0.838096,0.011075,0.000374,0.000437,9.2e-05,0.000146,0.000275,0.000238,0.00033,0.000101,0.000266,0.000184,0.000598,0.096818,0.00055,0.000193,0.000108,0.000208,0.000289,0.000115,0.001349,4e-05,0.000121,0.000534,0.001556,0.000207,0.000216,0.000902,0.000357,0.000102,7e-05,0.002232,0.00077,0.001067,0.000146,0.00043,0.000107,0.000174,0.033322,0.00086,9.8e-05,0.000135,0.004992,0.000266
DE,7.3e-05,0.000393,0.000586,0.000278,0.000126,0.000282,0.003448,0.02138,0.895523,0.000701,0.000855,0.0,0.000503,0.000249,0.000539,0.000844,0.000295,0.000746,0.000383,0.00181,0.087159,0.001634,0.000286,0.000202,0.000431,0.000442,0.000494,0.002798,0.000279,0.000444,0.001698,0.023461,0.000875,0.000273,0.003282,0.001075,0.000342,6.5e-05,0.036647,0.002448,0.001886,0.000438,0.000852,0.000179,0.000296,0.00978,0.002039,8.9e-05,0.000234,0.004799,0.001256
FL,0.003411,0.11283,0.015242,0.004045,0.001691,0.006315,0.007423,0.01013,0.008014,0.978082,0.090535,0.000754,0.005382,0.002878,0.011129,0.014469,0.005382,0.026157,0.030636,0.007185,0.009215,0.00878,0.00708,0.00329,0.010442,0.045114,0.004393,0.01751,0.003168,0.005361,0.00788,0.006982,0.007902,0.004489,0.006901,0.011306,0.006972,0.00179,0.008176,0.009102,0.025802,0.005033,0.036593,0.006488,0.004012,0.012194,0.006977,0.001834,0.005163,0.012321,0.013208
GA,0.003085,0.119285,0.011709,0.003964,0.001603,0.004349,0.004562,0.01,0.006289,0.050811,0.971224,0.000478,0.005445,0.004015,0.008527,0.011541,0.005028,0.024589,0.013087,0.00327,0.00772,0.004828,0.005961,0.003102,0.008551,0.026276,0.005906,0.033559,0.003806,0.006751,0.003726,0.00427,0.010263,0.004305,0.003886,0.009355,0.006016,0.002004,0.006541,0.003988,0.105515,0.005342,0.07574,0.004539,0.005098,0.014001,0.003568,0.001585,0.004163,0.01256,0.017723
HI,0.000907,2e-05,1.1e-05,0.000146,0.000198,0.000131,2.2e-05,4.3e-05,8.3e-05,3.6e-05,2.4e-05,0.997755,1.5e-05,0.000142,2.4e-05,2.5e-05,3.8e-05,9e-06,3.1e-05,4e-05,3.9e-05,3e-05,2.5e-05,4e-05,1.4e-05,3.7e-05,9.9e-05,2.5e-05,2e-05,3.8e-05,7.5e-05,1.8e-05,4.7e-05,0.000413,1.2e-05,1.9e-05,3.2e-05,0.000283,1.6e-05,3.9e-05,2.1e-05,1.6e-05,1.8e-05,3.8e-05,0.00018,3.7e-05,6.4e-05,0.000314,2.7e-05,2.3e-05,9.7e-05
IA,0.000871,0.001724,0.005428,0.003474,0.001268,0.00856,0.000886,0.000819,0.000863,0.001174,0.001759,0.000184,0.962611,0.007185,0.038701,0.007896,0.017589,0.004352,0.001438,0.000614,0.001152,0.002184,0.002823,0.039101,0.025613,0.002698,0.012504,0.001402,0.018312,0.170393,0.001036,0.000762,0.008711,0.006022,0.000789,0.003269,0.007185,0.00263,0.001958,0.000632,0.001399,0.117588,0.004117,0.001819,0.008709,0.001808,0.001529,0.001812,0.027032,0.003125,0.046917
ID,0.003992,0.000431,0.001217,0.003723,0.002271,0.004724,0.000201,0.000259,0.000209,0.000278,0.000497,0.000294,0.002738,0.955919,0.001389,0.001313,0.001941,0.000984,0.000504,0.000134,0.000267,0.000163,0.000403,0.001411,0.001811,0.000939,0.078561,0.000544,0.009704,0.006751,0.000128,0.000223,0.006274,0.013093,0.000199,0.000619,0.001839,0.029506,0.000494,0.000158,0.000453,0.008849,0.000845,0.000829,0.059855,0.000395,0.000319,0.051232,0.000965,0.000447,0.073284
IL,0.003012,0.007897,0.017822,0.008238,0.002742,0.011497,0.003116,0.004526,0.003311,0.006171,0.007297,0.000662,0.108462,0.008917,0.978036,0.109127,0.019291,0.036306,0.004854,0.002861,0.004727,0.00367,0.020897,0.015596,0.105678,0.009627,0.015087,0.004716,0.014725,0.025227,0.002947,0.00325,0.018559,0.010218,0.003127,0.015008,0.011929,0.00392,0.008193,0.003159,0.006249,0.023625,0.019013,0.00556,0.011235,0.006056,0.004078,0.002988,0.121651,0.010778,0.049669
IN,0.00127,0.008773,0.011492,0.005224,0.001607,0.006258,0.003257,0.004052,0.003562,0.00575,0.006995,0.00011,0.016562,0.006066,0.094666,0.96332,0.009256,0.135785,0.003659,0.002323,0.004582,0.003402,0.050664,0.00693,0.017632,0.006031,0.010941,0.005521,0.008608,0.014549,0.002627,0.003123,0.013894,0.006308,0.003178,0.050929,0.008243,0.002324,0.00837,0.00233,0.007538,0.012925,0.021127,0.003165,0.007461,0.006744,0.004014,0.00178,0.018858,0.015854,0.034795
KS,0.001089,0.001907,0.013055,0.004126,0.001023,0.020883,0.000587,0.000603,0.000779,0.001135,0.001571,0.000147,0.014962,0.004761,0.005384,0.004061,0.963752,0.003759,0.00215,0.00049,0.001007,0.000832,0.001098,0.003766,0.143196,0.003541,0.006482,0.001048,0.007711,0.045975,0.00047,0.000609,0.013611,0.004184,0.000473,0.002005,0.044563,0.001939,0.001301,0.000375,0.001175,0.015539,0.003328,0.004163,0.005841,0.001363,0.000637,0.001249,0.002664,0.00206,0.030062
KY,0.002032,0.016332,0.010225,0.002558,0.000802,0.003507,0.001523,0.002285,0.001906,0.008597,0.012121,0.000166,0.007135,0.003189,0.02104,0.087603,0.005937,0.949752,0.003781,0.001121,0.003178,0.00153,0.009629,0.002782,0.015772,0.00887,0.005166,0.00766,0.003427,0.007386,0.001324,0.00171,0.007554,0.002919,0.001719,0.064793,0.004537,0.001475,0.004613,0.001264,0.012918,0.00643,0.080091,0.002484,0.003989,0.009624,0.001752,0.000981,0.006063,0.056975,0.019148
LA,0.001198,0.024782,0.03597,0.00328,0.000933,0.003029,0.000734,0.001164,0.000877,0.007548,0.005977,0.000294,0.001983,0.001732,0.002183,0.002299,0.002661,0.003444,0.968129,0.00048,0.001334,0.000654,0.000743,0.000688,0.004278,0.110811,0.002106,0.002258,0.001594,0.002646,0.000427,0.000706,0.010667,0.00227,0.000562,0.001463,0.008696,0.0009,0.001279,0.000632,0.003337,0.002387,0.006912,0.023948,0.002212,0.002425,0.000573,0.000593,0.000821,0.002268,0.008644
MA,0.000363,0.000659,0.001061,0.000662,0.000349,0.000781,0.107222,0.004569,0.005371,0.001335,0.00115,0.00011,0.001269,0.000604,0.001848,0.001892,0.000787,0.001378,0.000548,0.978398,0.003569,0.095974,0.000938,0.000723,0.001034,0.000846,0.001152,0.001648,0.000797,0.001396,0.346801,0.006149,0.00159,0.00089,0.010611,0.0022,0.000856,0.000478,0.004653,0.424541,0.001783,0.000909,0.001352,0.000504,0.001097,0.003729,0.089745,0.00046,0.001546,0.002199,0.003574
MD,0.000435,0.00201,0.002655,0.001525,0.000632,0.001758,0.009141,0.657571,0.337739,0.003284,0.003811,0.000166,0.002133,0.001412,0.002841,0.00404,0.001604,0.004499,0.001733,0.005755,0.953538,0.006671,0.00156,0.000804,0.002495,0.002438,0.002254,0.011093,0.001215,0.002601,0.006524,0.018496,0.004045,0.001844,0.008113,0.005492,0.001695,0.000552,0.063668,0.008154,0.008495,0.002062,0.004525,0.001202,0.002142,0.093034,0.005989,0.000645,0.001339,0.111488,0.007389
ME,0.000109,0.000151,0.000255,9.5e-05,7e-05,0.000154,0.005063,0.000517,0.000849,0.000243,0.000266,0.0,0.000361,0.000133,0.000296,0.000426,0.000135,0.000266,8.7e-05,0.02047,0.000631,0.965666,0.00016,8.9e-05,0.000217,0.000178,0.000263,0.000415,0.00012,0.000286,0.09982,0.00089,0.000301,0.000203,0.001306,0.000489,0.00024,0.000464,0.000947,0.007423,0.0004,0.000146,0.000321,9.2e-05,0.000168,0.000758,0.011947,0.000171,0.000474,0.000563,0.000483
MI,0.001669,0.002133,0.00388,0.002039,0.000673,0.002562,0.002773,0.003017,0.001364,0.002306,0.002934,0.000478,0.005828,0.002176,0.015952,0.050487,0.002442,0.009489,0.001201,0.001941,0.001956,0.003372,0.986968,0.004105,0.004355,0.001948,0.004064,0.002396,0.004424,0.005171,0.002466,0.001267,0.004449,0.002842,0.001967,0.037002,0.002283,0.000993,0.003983,0.001777,0.002768,0.004108,0.005933,0.001382,0.003118,0.002728,0.003313,0.001165,0.017387,0.006311,0.010576
MN,0.002468,0.000808,0.002454,0.001912,0.000647,0.004048,0.000511,0.00069,0.000668,0.000896,0.001238,0.000313,0.054391,0.004112,0.007194,0.004759,0.005201,0.002595,0.000691,0.000534,0.000743,0.000758,0.002437,0.982713,0.005428,0.00108,0.016716,0.000854,0.265114,0.014079,0.000662,0.000463,0.003518,0.002728,0.000744,0.002134,0.002856,0.001559,0.001276,0.000454,0.000846,0.126518,0.001936,0.001006,0.003786,0.000983,0.000924,0.001853,0.088251,0.001528,0.020186
MO,0.002032,0.007706,0.102966,0.007584,0.002085,0.012643,0.001691,0.001422,0.001503,0.003786,0.004926,0.000294,0.048885,0.007363,0.072728,0.015738,0.269023,0.018086,0.006503,0.001158,0.002444,0.001991,0.004275,0.007322,0.964105,0.015988,0.010743,0.002759,0.008289,0.03944,0.001473,0.001381,0.022068,0.007166,0.001285,0.00625,0.044843,0.003103,0.003514,0.001125,0.003588,0.019842,0.016997,0.006426,0.009394,0.003505,0.002039,0.002121,0.007964,0.005763,0.041942
MS,0.001016,0.078758,0.045161,0.003139,0.00084,0.002488,0.000712,0.000905,0.001183,0.009494,0.009437,0.000184,0.00311,0.00254,0.00379,0.003085,0.00416,0.006531,0.107093,0.000477,0.001395,0.001322,0.000946,0.000866,0.010139,0.945285,0.002599,0.00284,0.001753,0.003325,0.000641,0.000774,0.009585,0.002092,0.000578,0.001941,0.00843,0.000802,0.001619,0.000671,0.004573,0.002793,0.067374,0.007277,0.002311,0.002817,0.000765,0.000539,0.001317,0.003024,0.009176
MT,0.002758,0.000314,0.000681,0.001395,0.000754,0.003603,0.000169,0.000259,0.000167,0.000204,0.000358,5.5e-05,0.001938,0.037837,0.001037,0.000924,0.00107,0.000626,0.000373,0.000141,0.000233,0.000149,0.000362,0.0024,0.001057,0.000367,0.961435,0.000233,0.046487,0.003572,8.5e-05,0.000144,0.002624,0.003796,0.00014,0.000498,0.000938,0.004309,0.000352,0.000158,0.000288,0.016935,0.000532,0.000457,0.010573,0.000272,0.000191,0.008511,0.00128,0.000363,0.068069
