STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.982843,0.000122,0.000195,0.000368,0.000246,0.000478,6.1e-05,4.4e-05,0.000153,0.000105,0.000155,0.000394,0.000152,0.001237,0.000134,0.000139,0.000167,0.000163,0.000129,8.3e-05,6.8e-05,0.00012,0.000156,0.000575,0.000119,9.8e-05,0.001377,0.000111,0.000578,0.000224,2.1e-05,4e-05,0.000247,0.000521,7.6e-05,9.5e-05,0.000208,0.000955,0.000109,2e-05,0.000126,0.000507,0.000143,0.000151,0.000775,0.000132,0.000149,0.002021,0.000278,7.8e-05,0.000552
AL,0.002081,0.958374,0.032775,0.003512,0.00132,0.003138,0.001622,0.004262,0.002376,0.030514,0.074398,0.000825,0.004867,0.002493,0.008246,0.008558,0.005055,0.019861,0.050961,0.001413,0.003165,0.001941,0.002531,0.001801,0.017131,0.136428,0.003418,0.008149,0.002105,0.004428,0.001091,0.001778,0.009094,0.003133,0.001641,0.005807,0.010042,0.001341,0.002749,0.001427,0.012644,0.003692,0.061311,0.008852,0.002748,0.006048,0.001135,0.001228,0.002418,0.005794,0.010889
AR,0.000903,0.010252,0.956605,0.004795,0.001559,0.004685,0.001026,0.002131,0.001445,0.002762,0.004102,0.000225,0.006887,0.003048,0.007694,0.006094,0.017904,0.007881,0.032399,0.000796,0.001938,0.000891,0.002213,0.002012,0.0566,0.039728,0.004313,0.002485,0.003178,0.007652,0.000864,0.001013,0.01518,0.003432,0.000948,0.003255,0.070674,0.001482,0.002273,0.000673,0.002764,0.006687,0.028188,0.016883,0.003541,0.003296,0.001015,0.001135,0.002528,0.003584,0.017162
AZ,0.003808,0.002301,0.005234,0.972148,0.021648,0.011597,0.001104,0.002486,0.001292,0.001704,0.00217,0.00152,0.004583,0.012572,0.003962,0.003403,0.005342,0.002443,0.003453,0.001176,0.00182,0.000971,0.001739,0.002737,0.005125,0.003267,0.009705,0.001832,0.003632,0.007735,0.000905,0.001277,0.058215,0.052852,0.001141,0.002233,0.008868,0.006658,0.001997,0.00106,0.001841,0.006227,0.00333,0.005672,0.029418,0.002256,0.000806,0.00481,0.00204,0.001877,0.025417
CA,0.008127,0.003029,0.005572,0.069526,0.988762,0.01553,0.002908,0.006793,0.002307,0.00297,0.003834,0.014146,0.006119,0.03084,0.005523,0.005317,0.005958,0.003803,0.004157,0.002875,0.003556,0.003072,0.002956,0.004814,0.006012,0.003723,0.023044,0.003307,0.005839,0.011927,0.002274,0.002821,0.037443,0.196996,0.002975,0.003647,0.008643,0.048472,0.003107,0.002304,0.002475,0.008762,0.005302,0.006558,0.042348,0.00385,0.001941,0.018509,0.003195,0.002335,0.04815
CO,0.006125,0.002293,0.007868,0.013353,0.005287,0.961534,0.00192,0.003996,0.001904,0.002588,0.002574,0.001876,0.015471,0.018613,0.007381,0.004831,0.038284,0.003942,0.004242,0.001952,0.002914,0.001662,0.003221,0.007458,0.016209,0.00318,0.030692,0.00227,0.013453,0.054493,0.002037,0.001891,0.067408,0.015592,0.001689,0.003567,0.01531,0.006818,0.002604,0.001183,0.001976,0.033464,0.004208,0.010464,0.03282,0.002837,0.001523,0.005403,0.005074,0.002436,0.204968
CT,0.00055,0.000934,0.001109,0.000744,0.000487,0.001158,0.939713,0.008569,0.012701,0.001383,0.001422,0.000206,0.001451,0.000637,0.001662,0.002185,0.000714,0.001608,0.00088,0.092706,0.006616,0.045159,0.001075,0.000794,0.001094,0.001,0.001477,0.002821,0.000598,0.001506,0.048585,0.021759,0.001272,0.000847,0.043305,0.002399,0.000849,0.000546,0.008872,0.189594,0.002589,0.001442,0.001717,0.000559,0.000763,0.005414,0.068761,0.000556,0.001147,0.003258,0.003563
DC,0.000196,0.000377,0.000327,0.000295,0.000254,0.000455,0.001324,0.809608,0.012937,0.000637,0.000803,0.000169,0.000281,0.000364,0.000587,0.000476,0.000291,0.000469,0.00039,0.001136,0.098975,0.00121,0.000523,0.000361,0.000366,0.000309,0.000498,0.002236,0.000371,0.000372,0.000741,0.002504,0.000266,0.000547,0.001405,0.000713,0.000243,0.000221,0.002964,0.001325,0.001566,0.000206,0.000616,0.000283,0.00049,0.036701,0.000985,0.000291,0.00035,0.005003,0.000652
DE,0.000236,0.000596,0.000572,0.000413,0.000227,0.000676,0.006003,0.028816,0.878241,0.001073,0.001049,5.6e-05,0.000608,0.000309,0.000821,0.000915,0.000393,0.000999,0.000468,0.002572,0.099605,0.002859,0.000555,0.000356,0.000564,0.000479,0.000581,0.004421,0.000351,0.00059,0.002696,0.028065,0.00072,0.000528,0.005155,0.001562,0.000331,0.000202,0.045909,0.003385,0.002561,0.000507,0.001072,0.000305,0.000321,0.014527,0.003463,0.000243,0.000365,0.005888,0.001531
FL,0.004908,0.103795,0.024172,0.005572,0.003105,0.009175,0.006516,0.014475,0.009936,0.981747,0.076627,0.001445,0.00812,0.003657,0.01314,0.012946,0.006907,0.02321,0.040998,0.007003,0.011158,0.007181,0.006562,0.005507,0.018371,0.041165,0.005674,0.020921,0.003982,0.00728,0.005659,0.008214,0.008927,0.007353,0.00679,0.013186,0.011453,0.002856,0.008985,0.007258,0.030671,0.007542,0.029667,0.011708,0.005206,0.014264,0.006598,0.002989,0.005526,0.014001,0.014176
