STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.996904,1.3e-05,1.2e-05,2.7e-05,4.4e-05,3.3e-05,0.0,0.0,0.0,2.3e-05,2.3e-05,2.2e-05,1.2e-05,0.000294,2.4e-05,2.1e-05,2.3e-05,9.3e-05,2.3e-05,7e-06,7e-06,3.4e-05,1.2e-05,1.4e-05,1.4e-05,4.5e-05,0.000337,1.4e-05,0.000103,7e-06,1.2e-05,5e-06,5.4e-05,5.5e-05,1.2e-05,6e-06,1.6e-05,0.000243,1.5e-05,0.0,8e-06,3.9e-05,3.6e-05,1.6e-05,3.2e-05,2.7e-05,0.0,0.000735,2.3e-05,0.0,0.000126
AL,0.000413,0.986022,0.009042,0.00197,0.000668,0.001478,0.001106,0.000809,0.001826,0.014738,0.050505,8.7e-05,0.002791,0.001835,0.003125,0.004262,0.002382,0.008209,0.014195,0.000658,0.001884,0.000927,0.001225,0.001138,0.004181,0.076381,0.001567,0.004195,0.001322,0.002309,0.000794,0.00109,0.006403,0.001245,0.000752,0.002642,0.003835,0.000987,0.002096,0.000962,0.007592,0.001535,0.032969,0.002904,0.001821,0.003914,0.000967,0.000498,0.001743,0.004547,0.006378
AR,0.000454,0.005467,0.979546,0.003146,0.001029,0.002255,0.001041,0.000854,0.001391,0.00107,0.003272,0.0,0.00504,0.00236,0.005517,0.005507,0.008762,0.007123,0.018688,0.000662,0.00172,0.00096,0.001511,0.001659,0.03341,0.024202,0.002598,0.001971,0.002519,0.004651,0.000769,0.001112,0.011041,0.001864,0.000797,0.003017,0.047781,0.001324,0.002361,0.000657,0.002523,0.003828,0.02022,0.009921,0.002473,0.002868,0.000788,0.000686,0.002422,0.004368,0.01128
AZ,0.001156,0.001291,0.003424,0.991925,0.01102,0.005817,0.000635,0.00054,0.0008,0.000687,0.001071,0.000284,0.002856,0.006996,0.0024,0.002208,0.003201,0.001495,0.00172,0.000466,0.000852,0.000606,0.000773,0.001924,0.003185,0.002168,0.004879,0.000755,0.003304,0.004442,0.000496,0.000787,0.039171,0.036655,0.000487,0.001251,0.005694,0.004527,0.001257,0.000446,0.000891,0.003206,0.001957,0.002687,0.017911,0.001193,0.000609,0.002935,0.001498,0.001326,0.017093
CA,0.002477,0.00146,0.003344,0.031959,0.99721,0.005109,0.001188,0.001169,0.001304,0.00098,0.001516,0.004921,0.003279,0.012628,0.002619,0.002545,0.00289,0.001979,0.001667,0.000938,0.001319,0.000893,0.001051,0.001354,0.003135,0.00233,0.008033,0.001267,0.002458,0.006069,0.001017,0.001438,0.02333,0.080007,0.001112,0.00173,0.004807,0.022799,0.001623,0.001127,0.001168,0.003537,0.002609,0.002464,0.016569,0.001683,0.001038,0.00747,0.001589,0.001555,0.027116
CO,0.000908,0.000955,0.002382,0.004188,0.001508,0.990766,0.000435,0.00027,0.000609,0.000591,0.000806,0.000197,0.004207,0.007992,0.002355,0.002012,0.008811,0.001447,0.001485,0.000616,0.000914,0.000354,0.000726,0.001829,0.00351,0.001476,0.009858,0.000646,0.005555,0.017849,0.000446,0.000504,0.030831,0.005357,0.000418,0.001143,0.00459,0.003477,0.000992,0.000423,0.000634,0.00789,0.001414,0.00226,0.014837,0.001021,0.000788,0.002049,0.00166,0.001028,0.113492
CT,4.1e-05,0.00048,0.000732,0.000328,0.000213,0.000418,0.984389,0.001169,0.003861,0.000491,0.000707,4.4e-05,0.000677,0.000388,0.001007,0.001598,0.00041,0.001122,0.000392,0.050135,0.002479,0.009097,0.000642,0.000369,0.000781,0.000569,0.000377,0.000966,0.000268,0.000743,0.01468,0.006856,0.001055,0.000345,0.019093,0.001672,0.000576,0.000285,0.00404,0.097223,0.001088,0.000758,0.000938,0.000275,0.000345,0.002192,0.030076,0.000206,0.000839,0.002431,0.002137
DC,0.0,5.3e-05,6.8e-05,3.6e-05,3.8e-05,4e-05,0.000335,0.912987,0.003183,0.000101,0.000133,2.2e-05,0.000115,6.3e-05,0.000119,0.000136,6.3e-05,0.000122,6.9e-05,0.000287,0.076038,0.000236,9.1e-05,5.8e-05,0.000113,6.5e-05,4e-05,0.000431,2.1e-05,8.1e-05,0.000198,0.000617,5.4e-05,3.1e-05,0.000304,0.000129,5.7e-05,3.7e-05,0.001137,0.000164,0.000239,5.8e-05,0.000136,4.7e-05,8.9e-05,0.024155,0.000286,4.9e-05,6.8e-05,0.002703,6.3e-05
DE,4.1e-05,0.000318,0.000455,0.000134,8.7e-05,0.000138,0.001953,0.006385,0.969423,0.000338,0.000515,2.2e-05,0.000365,9.4e-05,0.00042,0.000744,0.000266,0.000638,0.000222,0.001078,0.041384,0.000927,0.000265,0.000127,0.000341,0.000338,7.9e-05,0.001156,0.000207,0.000432,0.001141,0.011172,0.000527,0.000196,0.001306,0.000959,0.000223,9e-05,0.018265,0.001221,0.000909,7.8e-05,0.000579,0.000111,0.000115,0.00345,0.001003,6.5e-05,0.000234,0.00187,0.00088
FL,0.001238,0.045676,0.004439,0.001845,0.000856,0.002135,0.003106,0.002923,0.003983,0.995927,0.032451,0.000219,0.002516,0.001689,0.003861,0.004728,0.002224,0.006775,0.007916,0.002744,0.003781,0.003723,0.003237,0.001988,0.00321,0.012644,0.001845,0.006662,0.001425,0.002464,0.002777,0.002672,0.004283,0.001629,0.002592,0.003568,0.002476,0.001018,0.003374,0.002559,0.011668,0.002002,0.008371,0.001981,0.001642,0.005636,0.003366,0.000751,0.002547,0.005082,0.006221
GA,0.000619,0.078423,0.008712,0.002394,0.001003,0.002099,0.002718,0.003148,0.004192,0.021082,0.987622,0.000109,0.004088,0.002538,0.005512,0.007957,0.003426,0.014716,0.007633,0.002037,0.004561,0.002931,0.003718,0.002446,0.005504,0.017142,0.002836,0.018034,0.002292,0.003902,0.001934,0.002973,0.007113,0.001966,0.002224,0.005703,0.004263,0.001583,0.004513,0.001713,0.068106,0.003109,0.048202,0.002748,0.002735,0.009483,0.003187,0.001006,0.003323,0.008346,0.01062
HI,0.000454,2.2e-05,8e-06,9.3e-05,0.000141,4e-05,6e-06,0.0,0.0,3.3e-05,1.7e-05,0.9993,1.2e-05,7.3e-05,2.2e-05,1.3e-05,5e-06,1.9e-05,2.9e-05,7e-06,1e-05,3.4e-05,1.2e-05,3.2e-05,1.4e-05,6.9e-05,0.000139,7e-06,6.2e-05,7e-06,0.0,1.4e-05,6.5e-05,0.000157,2.8e-05,2.9e-05,1.9e-05,0.000137,1.2e-05,0.0,5e-06,5.8e-05,1.1e-05,1.6e-05,8.9e-05,3.3e-05,0.0,0.000222,2e-05,0.0,0.0
