STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.997563,1.7e-05,2.6e-05,6.7e-05,3.8e-05,2e-05,2.5e-05,0.0,0.0,2.2e-05,2.5e-05,0.000118,9e-06,0.00014,2.3e-05,2.9e-05,2.4e-05,7e-05,4e-05,5e-05,1.1e-05,7.3e-05,2e-05,3e-05,2.7e-05,1.8e-05,0.000259,1.1e-05,2.3e-05,5.9e-05,0.0,5e-06,5e-05,9.3e-05,1e-05,2.4e-05,4.5e-05,0.000311,1.9e-05,0.0,9e-06,6.4e-05,3.4e-05,2.1e-05,4.9e-05,2.5e-05,0.0,0.001005,7e-05,2.8e-05,0.000243
AL,0.000135,0.986883,0.007436,0.001553,0.000661,0.001292,0.000978,0.000604,0.001938,0.012521,0.045049,0.000213,0.002592,0.001404,0.002927,0.003836,0.002076,0.00712,0.010486,0.000639,0.001591,0.000936,0.001436,0.001333,0.003631,0.06435,0.001702,0.003817,0.001403,0.002238,0.000768,0.000974,0.005153,0.001324,0.000839,0.002507,0.003337,0.00072,0.001861,0.000447,0.006206,0.001731,0.029101,0.002612,0.001951,0.003152,0.000967,0.000599,0.00171,0.003056,0.00608
AR,0.00018,0.00419,0.982525,0.002486,0.000904,0.002029,0.000845,0.000352,0.001624,0.000968,0.002745,4.7e-05,0.004103,0.001872,0.004668,0.004616,0.006775,0.005688,0.016334,0.000578,0.00123,0.001064,0.001652,0.001479,0.028196,0.019943,0.002737,0.001752,0.002806,0.004073,0.000656,0.000933,0.008902,0.001577,0.000712,0.002597,0.041321,0.001042,0.001932,0.000658,0.002153,0.003847,0.017641,0.008962,0.002181,0.002193,0.000696,0.000679,0.002147,0.003417,0.011153
AZ,0.000993,0.001014,0.002795,0.992267,0.008997,0.004822,0.000616,0.000352,0.000842,0.000591,0.001018,0.00052,0.002592,0.007884,0.002098,0.001972,0.002784,0.001391,0.001611,0.000443,0.000693,0.000697,0.000584,0.002023,0.002747,0.001805,0.005344,0.000894,0.00311,0.003647,0.000433,0.000678,0.030519,0.026392,0.000487,0.001197,0.004344,0.00411,0.001152,0.00071,0.000976,0.003356,0.00166,0.002369,0.01597,0.001077,0.000541,0.00309,0.00132,0.001101,0.015496
CA,0.002572,0.00142,0.003375,0.030273,0.997323,0.0053,0.001404,0.001258,0.001801,0.001094,0.00155,0.005551,0.002875,0.011908,0.002516,0.002503,0.003017,0.001729,0.001816,0.000955,0.001219,0.001413,0.001154,0.001353,0.002985,0.002063,0.007994,0.001531,0.002572,0.005709,0.001075,0.001585,0.018896,0.065238,0.001218,0.001835,0.004285,0.020129,0.001674,0.001867,0.001147,0.003505,0.002302,0.002451,0.01504,0.001557,0.001005,0.007554,0.001512,0.001281,0.023348
CO,0.000541,0.00096,0.002442,0.003805,0.001403,0.992344,0.000495,0.000302,0.000568,0.000689,0.000748,0.000189,0.003435,0.006691,0.002244,0.001723,0.007183,0.001358,0.001214,0.000674,0.00074,0.000422,0.000729,0.001893,0.003054,0.001223,0.009072,0.000652,0.005354,0.015791,0.000893,0.00054,0.025152,0.004106,0.000375,0.00124,0.004159,0.002642,0.00112,0.000473,0.000646,0.006968,0.001278,0.002084,0.011956,0.000868,0.000928,0.001691,0.001863,0.000835,0.096102
CT,0.000271,0.00045,0.000637,0.000278,0.000257,0.000442,0.985575,0.001258,0.003816,0.000433,0.000788,2.4e-05,0.000991,0.000304,0.00111,0.001626,0.000529,0.001116,0.00047,0.043779,0.002284,0.0089,0.001068,0.000464,0.000864,0.000574,0.000625,0.000924,0.000842,0.0008,0.01422,0.006008,0.001078,0.000211,0.01642,0.00194,0.000549,0.000374,0.003742,0.090448,0.000901,0.001667,0.000964,0.000293,0.000364,0.002007,0.035069,0.000273,0.001134,0.002126,0.001841
DC,0.0,5.6e-05,6.5e-05,5e-05,4.1e-05,6.5e-05,0.000184,0.910093,0.004169,9.2e-05,0.000147,2.4e-05,0.00013,5.8e-05,0.00014,0.000134,8.2e-05,0.000261,4.8e-05,0.000254,0.073799,0.000477,0.000118,6e-05,7.2e-05,6.2e-05,2.2e-05,0.000463,7e-05,3.7e-05,0.000181,0.00082,3.8e-05,2.5e-05,0.000342,0.000131,0.000108,8.6e-05,0.002029,0.000237,0.000194,2.1e-05,0.000138,4.7e-05,0.000196,0.023661,0.000271,5.7e-05,6.7e-05,0.004518,0.000208
DE,9e-05,0.000256,0.000345,0.000134,0.000113,0.000155,0.001582,0.004833,0.969429,0.000293,0.000432,2.4e-05,0.000287,0.000187,0.000428,0.000665,0.000155,0.000451,0.00015,0.001016,0.034347,0.000844,0.000268,0.000159,0.000275,0.00032,0.000302,0.001265,0.00014,0.000323,0.00173,0.010441,0.000514,0.000186,0.001128,0.001104,0.000143,4e-05,0.016285,0.001315,0.000652,0.000107,0.000621,0.000107,0.000175,0.002829,0.001005,4.3e-05,0.000275,0.001651,0.000591
FL,0.001038,0.036033,0.003349,0.001569,0.000899,0.001824,0.002312,0.002718,0.003758,0.996285,0.025151,0.000425,0.002673,0.001369,0.003903,0.004667,0.002105,0.00545,0.006223,0.002572,0.003034,0.003266,0.003679,0.002248,0.002928,0.009369,0.001702,0.005441,0.001496,0.002179,0.003112,0.002163,0.003561,0.001644,0.002303,0.003635,0.002487,0.000829,0.002951,0.002288,0.008802,0.001924,0.006393,0.001927,0.00151,0.004413,0.003403,0.000776,0.002636,0.003787,0.006462
