STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.995638,2.9e-05,2.3e-05,9.6e-05,6.1e-05,6.8e-05,1.1e-05,4.3e-05,8.1e-05,3.6e-05,1.9e-05,0.0002,4e-06,0.000261,1.1e-05,2.7e-05,5.4e-05,6.7e-05,3.4e-05,0.0,2.2e-05,3.2e-05,1.6e-05,2.1e-05,1e-05,2.3e-05,0.000244,1.2e-05,1.9e-05,4.4e-05,0.0,1.3e-05,5.9e-05,0.000109,1.2e-05,2.1e-05,4.5e-05,0.000246,1.4e-05,0.0,2.4e-05,5.2e-05,2.7e-05,2.6e-05,0.000121,2.2e-05,3.4e-05,0.000674,1e-05,8e-06,0.00011
AL,0.000644,0.982316,0.011795,0.00238,0.000937,0.002178,0.001613,0.001975,0.002126,0.02352,0.068161,0.000272,0.003003,0.002123,0.003989,0.005434,0.003037,0.011698,0.036469,0.000921,0.002545,0.001321,0.002113,0.001442,0.005379,0.116699,0.002594,0.005672,0.001636,0.002592,0.00106,0.001627,0.006062,0.001865,0.001042,0.003225,0.004475,0.001164,0.002525,0.001105,0.009304,0.00236,0.047052,0.004305,0.002621,0.004444,0.001113,0.00074,0.002078,0.004419,0.007394
AR,0.000358,0.007165,0.980946,0.003842,0.001405,0.003069,0.001469,0.001331,0.00153,0.001745,0.003609,7.3e-05,0.005408,0.002766,0.006009,0.005644,0.010765,0.007102,0.023458,0.000908,0.002286,0.001353,0.001971,0.001849,0.039819,0.029742,0.003151,0.002105,0.002972,0.004876,0.001049,0.001525,0.010675,0.00279,0.000971,0.003113,0.05624,0.001562,0.002644,0.001083,0.002764,0.004055,0.02363,0.012115,0.003188,0.003045,0.001653,0.001081,0.002959,0.003785,0.01072
AZ,0.002467,0.001471,0.00379,0.990877,0.015126,0.008206,0.000732,0.000945,0.00058,0.000908,0.001386,0.000781,0.003155,0.008242,0.002784,0.002438,0.003649,0.001658,0.002033,0.000594,0.001099,0.00086,0.001056,0.002344,0.003671,0.002386,0.00712,0.000871,0.004176,0.004301,0.000611,0.000941,0.04072,0.047327,0.000597,0.001515,0.005769,0.005498,0.001512,0.000575,0.001093,0.004457,0.002311,0.003247,0.021688,0.001427,0.000742,0.004045,0.001969,0.001371,0.017537
CA,0.004041,0.001735,0.003798,0.040732,0.996878,0.007321,0.001236,0.002018,0.00124,0.001293,0.001855,0.007534,0.0037,0.015235,0.002911,0.002934,0.003199,0.001966,0.002089,0.001088,0.001499,0.001082,0.001137,0.001876,0.003555,0.00263,0.010184,0.001438,0.003141,0.005734,0.001026,0.001602,0.018764,0.106911,0.001156,0.001816,0.004784,0.0291,0.001977,0.001282,0.001381,0.004125,0.002706,0.002849,0.020161,0.001888,0.001113,0.009841,0.001764,0.001764,0.023062
CO,0.001466,0.001121,0.002917,0.006633,0.00241,0.989675,0.00077,0.001245,0.000725,0.000923,0.001057,0.000635,0.005499,0.009853,0.002731,0.002314,0.012902,0.001792,0.001556,0.000598,0.000981,0.000764,0.001004,0.002538,0.004673,0.00147,0.013613,0.000809,0.007561,0.022892,0.000761,0.000776,0.042317,0.008167,0.000552,0.001402,0.005787,0.004413,0.001311,0.000685,0.000821,0.013458,0.001696,0.003032,0.020433,0.00111,0.000742,0.003288,0.002221,0.001195,0.142221
CT,0.000107,0.000505,0.000653,0.000417,0.000285,0.000493,0.984053,0.002834,0.005201,0.000852,0.000912,3.6e-05,0.000784,0.000559,0.001052,0.001411,0.000475,0.00114,0.000464,0.060948,0.003142,0.014072,0.000848,0.000408,0.000762,0.00063,0.000766,0.001201,0.000621,0.000789,0.020075,0.009547,0.00096,0.000681,0.024652,0.001509,0.000522,0.00032,0.004868,0.120434,0.00134,0.001049,0.000949,0.00033,0.0007,0.002544,0.034746,0.000258,0.000836,0.002374,0.002309
DC,0.0,0.000117,0.00012,6.1e-05,6.1e-05,8.8e-05,0.000488,0.911203,0.004444,0.000222,0.000287,1.8e-05,8.7e-05,2.8e-05,0.000152,0.000149,0.000108,0.000152,0.00014,0.000407,0.085071,0.000414,0.000114,6.1e-05,0.000122,0.000112,5.2e-05,0.000748,5.6e-05,3.1e-05,0.000357,0.000995,9.8e-05,0.000143,0.000591,0.000238,8.6e-05,4.2e-05,0.001361,0.000464,0.000505,7e-05,0.000194,8e-05,8.1e-05,0.028372,0.000573,4e-05,7.5e-05,0.002695,8.2e-05
DE,7.2e-05,0.000328,0.000456,0.000219,0.000123,0.000233,0.002799,0.011035,0.964961,0.000575,0.000633,7.3e-05,0.000337,0.000251,0.00043,0.000622,0.000229,0.000546,0.000246,0.001312,0.054997,0.001735,0.000228,0.00015,0.000311,0.000352,0.0004,0.001736,0.000282,0.000332,0.002074,0.015534,0.000646,0.000265,0.001886,0.000879,0.000234,0.000162,0.025151,0.001547,0.001295,0.000262,0.000678,0.00017,0.000237,0.005053,0.001282,0.000125,0.000281,0.002374,0.0011
FL,0.001752,0.089093,0.006166,0.002444,0.001246,0.003811,0.006136,0.005668,0.00686,0.993745,0.056521,0.00049,0.003321,0.002365,0.006129,0.007924,0.003141,0.011262,0.020716,0.004633,0.005946,0.007243,0.006215,0.003125,0.005037,0.027024,0.003255,0.010256,0.002577,0.002761,0.005347,0.004538,0.004583,0.002709,0.004481,0.006487,0.003469,0.001521,0.00576,0.006762,0.01624,0.002901,0.015617,0.003255,0.00258,0.007666,0.007253,0.001406,0.003927,0.006737,0.008494
