STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.994116,1.7e-05,1.1e-05,0.000106,5e-05,7.9e-05,1.6e-05,4.6e-05,0.0,2.9e-05,1.9e-05,0.00022,7e-06,0.000233,1.4e-05,2.9e-05,3.3e-05,5.8e-05,3.4e-05,1.3e-05,1.5e-05,1.6e-05,2.8e-05,1.6e-05,2.4e-05,1.1e-05,0.000411,1.9e-05,0.000118,5.4e-05,1.1e-05,1.4e-05,5.9e-05,0.000124,1.6e-05,2.1e-05,3.2e-05,0.000261,1.6e-05,2.1e-05,2.4e-05,1.7e-05,3.4e-05,3.1e-05,0.000141,2.2e-05,0.0,0.000744,1.5e-05,8e-06,0.000136
AL,0.000731,0.964717,0.012057,0.002746,0.000809,0.002149,0.00131,0.001764,0.001932,0.027123,0.066297,0.000147,0.00312,0.002456,0.003979,0.005276,0.003413,0.011131,0.031052,0.000623,0.002206,0.001061,0.00177,0.001254,0.005891,0.112348,0.002251,0.00568,0.001498,0.003882,0.00082,0.001221,0.009127,0.001922,0.000876,0.003286,0.005062,0.001035,0.002209,0.000822,0.008956,0.002473,0.048961,0.004416,0.003035,0.004463,0.000796,0.000656,0.001947,0.00425,0.010762
AR,0.000183,0.007204,0.968054,0.004439,0.001208,0.00327,0.000997,0.00116,0.001382,0.001695,0.003694,7.3e-05,0.005577,0.003101,0.00621,0.005631,0.010809,0.007499,0.023361,0.00059,0.001931,0.001061,0.00185,0.001561,0.042359,0.030736,0.003483,0.00238,0.002937,0.005947,0.000643,0.000967,0.015656,0.002875,0.000761,0.003094,0.05757,0.001344,0.002348,0.000506,0.00261,0.005222,0.023765,0.012148,0.003494,0.003278,0.00083,0.000812,0.002376,0.004258,0.016265
AZ,0.002412,0.001592,0.004764,0.982608,0.014055,0.008177,0.000548,0.00065,0.000628,0.000835,0.001379,0.00077,0.003787,0.009059,0.003038,0.002569,0.004001,0.001837,0.002651,0.000439,0.000935,0.000665,0.000972,0.002413,0.004451,0.002779,0.008681,0.000946,0.004416,0.00611,0.000377,0.000665,0.051636,0.04616,0.000503,0.001536,0.007601,0.005232,0.001316,0.000295,0.001127,0.005376,0.002488,0.003781,0.023541,0.001312,0.000431,0.003827,0.001769,0.001494,0.025806
CA,0.003509,0.001827,0.004606,0.048386,0.99483,0.007578,0.001211,0.00232,0.001194,0.001245,0.00198,0.006982,0.004165,0.018072,0.003238,0.002942,0.003922,0.002119,0.002598,0.000961,0.001259,0.000903,0.001114,0.00175,0.004213,0.003064,0.011557,0.001633,0.003391,0.008694,0.001186,0.001554,0.032097,0.111992,0.001268,0.001941,0.006686,0.029203,0.001775,0.001432,0.001521,0.004483,0.003044,0.003438,0.024164,0.001937,0.000796,0.00936,0.001597,0.001742,0.039496
CO,0.001572,0.001214,0.00348,0.006871,0.0022,0.982201,0.00068,0.00065,0.000597,0.000881,0.001066,0.000623,0.005936,0.011133,0.003131,0.002462,0.012673,0.002086,0.001837,0.000559,0.001086,0.000523,0.00086,0.002363,0.005195,0.001728,0.014808,0.000948,0.00761,0.024976,0.00072,0.000566,0.042852,0.008744,0.000489,0.001526,0.005971,0.004202,0.001149,0.000379,0.000882,0.013398,0.002076,0.003101,0.022517,0.001122,0.000431,0.002682,0.001939,0.001318,0.144294
CT,0.00011,0.00054,0.000887,0.000514,0.000234,0.0005,0.971179,0.003481,0.004884,0.0009,0.001073,3.7e-05,0.000979,0.000588,0.001289,0.001793,0.00065,0.00123,0.000477,0.05934,0.003258,0.013588,0.000815,0.000415,0.000992,0.000634,0.000679,0.001588,0.000591,0.001165,0.021107,0.00856,0.001559,0.000594,0.023728,0.001865,0.000712,0.000328,0.004689,0.122117,0.001747,0.001168,0.001284,0.000339,0.000818,0.002994,0.038759,0.000183,0.000751,0.002908,0.003388
DC,3.7e-05,0.000145,0.000116,6.2e-05,6.8e-05,0.000118,0.000592,0.871218,0.005984,0.000227,0.000336,1.8e-05,9.5e-05,5.6e-05,0.000171,0.000138,0.000104,0.00015,0.000143,0.000415,0.085808,0.000301,0.000137,5e-05,0.000128,8e-05,0.000107,0.000885,5.9e-05,0.000103,0.000388,0.000982,0.000118,0.000111,0.000562,0.000244,0.000107,4.7e-05,0.001333,0.000463,0.000608,0.000103,0.000251,8.5e-05,7.1e-05,0.028251,0.000664,4.6e-05,5.3e-05,0.003515,0.000244
DE,7.3e-05,0.000355,0.000576,0.000257,0.000114,0.000217,0.002291,0.008725,0.932326,0.000592,0.000746,5.5e-05,0.000488,0.000271,0.000509,0.000744,0.000257,0.000669,0.000309,0.001022,0.054796,0.001615,0.000209,0.000139,0.000422,0.000383,0.000411,0.001902,0.000315,0.000622,0.001762,0.014922,0.000774,0.000221,0.00161,0.001016,0.000294,0.000133,0.022664,0.001432,0.001523,0.000412,0.000772,0.000162,0.000359,0.005025,0.000962,7.1e-05,0.000279,0.002253,0.001545
FL,0.002266,0.084502,0.00607,0.002686,0.00115,0.003549,0.005234,0.00478,0.006345,0.987531,0.054774,0.000531,0.00371,0.00254,0.006009,0.007774,0.00335,0.011137,0.018739,0.003949,0.005822,0.006224,0.005563,0.002844,0.005508,0.024855,0.003519,0.01121,0.002543,0.003924,0.004886,0.004079,0.006088,0.00253,0.004126,0.006269,0.003632,0.001249,0.005348,0.005772,0.01714,0.00359,0.015816,0.003257,0.002788,0.008291,0.005608,0.001208,0.003701,0.007438,0.011602
