STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.991334,7.5e-05,0.000105,0.000386,0.000162,0.000274,4.1e-05,0.000163,9.5e-05,8.5e-05,7.3e-05,0.000242,8.7e-05,0.00082,0.000106,6.2e-05,0.000148,0.000124,0.000146,4.7e-05,4.4e-05,0.000169,9.4e-05,0.000163,8.8e-05,7.6e-05,0.00088,6e-05,0.000228,0.000197,7.9e-05,5.3e-05,8.7e-05,0.00051,4.1e-05,6.1e-05,0.000129,0.00073,4.2e-05,4.3e-05,9.8e-05,0.000248,9.2e-05,0.000111,0.000483,6.4e-05,6.9e-05,0.001444,0.000166,7.6e-05,0.000667
AL,0.001083,0.965021,0.015469,0.003163,0.001028,0.002641,0.001085,0.007093,0.001907,0.027344,0.069599,0.000322,0.003191,0.002501,0.004384,0.006148,0.003339,0.012567,0.02815,0.000834,0.002237,0.001397,0.001809,0.001215,0.006798,0.112278,0.002732,0.006235,0.001286,0.003604,0.000984,0.001158,0.010079,0.002557,0.000954,0.003586,0.005977,0.001165,0.002242,0.000515,0.00915,0.002654,0.053121,0.005128,0.002986,0.005031,0.001099,0.000776,0.001793,0.004588,0.011565
AR,0.000867,0.007007,0.963671,0.004796,0.001381,0.004167,0.000784,0.003913,0.001494,0.002081,0.003908,0.000222,0.005383,0.003122,0.006793,0.006017,0.01348,0.007871,0.027032,0.000545,0.001878,0.000875,0.001945,0.001814,0.048024,0.033922,0.004754,0.002297,0.002988,0.007258,0.000645,0.001039,0.017854,0.003509,0.000756,0.003362,0.063091,0.001408,0.002295,0.000558,0.002861,0.00483,0.025097,0.014238,0.003992,0.003508,0.000515,0.000798,0.002322,0.003895,0.017792
AZ,0.00325,0.001799,0.005491,0.97621,0.020736,0.012149,0.000825,0.002405,0.001176,0.0015,0.00189,0.00135,0.004049,0.009755,0.003923,0.00318,0.004478,0.002157,0.002999,0.000613,0.001324,0.000737,0.001331,0.002559,0.004943,0.003072,0.008123,0.001402,0.004004,0.007139,0.000498,0.001013,0.060267,0.052593,0.000789,0.001998,0.008272,0.006481,0.001574,0.000601,0.001445,0.005184,0.003025,0.00511,0.028196,0.001723,0.000515,0.005,0.00192,0.001513,0.023853
CA,0.010182,0.002401,0.005422,0.067585,0.993191,0.013492,0.002075,0.007419,0.001954,0.002548,0.002953,0.009329,0.005085,0.025324,0.004533,0.004033,0.004667,0.00281,0.003579,0.001945,0.002603,0.001766,0.002044,0.002996,0.005161,0.003291,0.017218,0.002164,0.004564,0.010012,0.001403,0.002213,0.037302,0.168254,0.001892,0.002788,0.007872,0.040078,0.002286,0.001867,0.00191,0.007024,0.003955,0.005508,0.0378,0.002864,0.001684,0.014927,0.00233,0.00191,0.041255
CO,0.004073,0.001934,0.005864,0.012752,0.004437,0.973543,0.001244,0.00481,0.00143,0.002154,0.002148,0.001088,0.009489,0.016319,0.005107,0.003861,0.022938,0.003342,0.003121,0.001061,0.002131,0.00109,0.002202,0.005084,0.009662,0.002808,0.023526,0.001795,0.009793,0.037302,0.001482,0.001189,0.059393,0.013581,0.000982,0.002762,0.010324,0.006952,0.002076,0.00088,0.00179,0.021426,0.00331,0.006527,0.030437,0.002042,0.001134,0.00479,0.003941,0.002045,0.175836
CT,0.00039,0.000658,0.000863,0.00061,0.000375,0.00087,0.952439,0.007011,0.007627,0.001171,0.00111,8.1e-05,0.000932,0.00055,0.001281,0.001735,0.000752,0.001113,0.000458,0.082438,0.004988,0.027132,0.000631,0.000512,0.000914,0.00071,0.001217,0.00165,0.000602,0.001082,0.036239,0.017131,0.001704,0.000678,0.037875,0.001916,0.000692,0.000336,0.006934,0.165261,0.001684,0.001469,0.001311,0.000393,0.000712,0.003472,0.05834,0.000356,0.000812,0.002594,0.003586
DC,0.00026,0.000261,0.000502,0.000215,0.000187,0.00031,0.001032,0.770993,0.010424,0.000484,0.000634,0.000121,0.000141,0.00019,0.00033,0.000336,0.000152,0.000427,0.000206,0.000783,0.105832,0.000798,0.000318,0.000208,0.000216,0.000315,0.000374,0.001606,0.000124,0.000239,0.000645,0.002011,0.000197,0.000463,0.001193,0.00048,0.000239,0.000135,0.002755,0.000944,0.000819,8.8e-05,0.000393,0.000182,0.000418,0.038976,0.000687,0.000229,0.000136,0.005171,0.000584
DE,0.00039,0.000385,0.000616,0.00035,0.000162,0.000396,0.003419,0.022012,0.90833,0.000832,0.000774,4e-05,0.000419,0.00029,0.000538,0.000689,0.000337,0.000604,0.000328,0.001595,0.083575,0.00215,0.000259,0.000187,0.000412,0.000419,0.000655,0.00268,0.000228,0.000422,0.001991,0.021607,0.000633,0.000443,0.003156,0.001072,0.000308,0.00016,0.036482,0.002189,0.001569,0.000566,0.000824,0.000219,0.000438,0.009874,0.002027,0.000114,0.000242,0.003904,0.001223
FL,0.004029,0.073933,0.010347,0.004195,0.002186,0.006976,0.004368,0.017487,0.008263,0.986661,0.070987,0.000766,0.004753,0.003342,0.007847,0.009284,0.004796,0.01428,0.01996,0.005088,0.008139,0.006572,0.004914,0.003511,0.007578,0.024979,0.005952,0.014443,0.002303,0.005129,0.004854,0.006786,0.007993,0.006146,0.005199,0.007772,0.005757,0.002128,0.006877,0.005495,0.020319,0.003981,0.020395,0.005919,0.004743,0.010634,0.004467,0.002264,0.004066,0.009244,0.013261
GA,0.003683,0.111212,0.012043,0.004802,0.002106,0.005087,0.003802,0.021115,0.00688,0.046237,0.97403,0.000604,0.005561,0.004723,0.007758,0.010326,0.005534,0.019909,0.012997,0.00267,0.00741,0.005697,0.005225,0.003391,0.008345,0.02446,0.007131,0.032549,0.003071,0.006956,0.003145,0.003949,0.011957,0.005985,0.003492,0.009127,0.006465,0.002635,0.005809,0.002533,0.099747,0.005202,0.069759,0.004983,0.006945,0.013811,0.002989,0.002421,0.003982,0.010385,0.020211
HI,0.000477,3.1e-05,1.2e-05,0.00023,0.000263,0.000111,6e-06,8.2e-05,1.6e-05,3.9e-05,3.9e-05,0.997602,1.2e-05,0.00013,3e-05,4.8e-05,3.2e-05,2.3e-05,4.6e-05,2.9e-05,3.4e-05,3.1e-05,1.5e-05,2.7e-05,2.9e-05,5.6e-05,0.000131,2.3e-05,0.0,4.9e-05,4.5e-05,3.3e-05,9.8e-05,0.000382,1.9e-05,2.1e-05,2.8e-05,0.000388,3.3e-05,2.1e-05,3.5e-05,1.8e-05,2.1e-05,5.5e-05,0.000268,3.6e-05,0.0,0.000315,2.2e-05,2.5e-05,0.0
