STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.990481,5.6e-05,5.7e-05,0.000326,0.000394,0.000286,0.000521,5.7e-05,2.6e-05,8.3e-05,9.2e-05,0.002765,7.9e-05,0.001042,7.5e-05,6.2e-05,0.000106,0.000203,0.000104,0.000189,4.8e-05,0.0009,6.6e-05,0.000217,8.9e-05,5.6e-05,0.000526,5.6e-05,0.000341,0.000124,0.000132,3.9e-05,0.000151,0.000689,4.5e-05,0.000107,0.000104,0.001307,7.1e-05,3.3e-05,4.4e-05,0.000109,8.2e-05,8.7e-05,0.000282,0.000137,0.000974,0.003257,0.000349,6e-05,0.000551
AL,0.001511,0.971197,0.015616,0.003404,0.001579,0.003075,0.002283,0.00333,0.002883,0.023146,0.068678,0.001139,0.006656,0.005147,0.005247,0.006539,0.004346,0.013084,0.029251,0.001943,0.003263,0.003175,0.003488,0.002746,0.007187,0.108865,0.004181,0.008309,0.00318,0.004725,0.002939,0.00285,0.00782,0.003264,0.00228,0.005528,0.006182,0.002233,0.003616,0.001528,0.012363,0.004079,0.047289,0.005739,0.00412,0.007761,0.004915,0.001559,0.003306,0.005296,0.007168
AR,0.00074,0.008892,0.968295,0.003975,0.001523,0.003901,0.001625,0.002417,0.003131,0.002262,0.0053,0.000773,0.00759,0.003396,0.007301,0.007508,0.013536,0.009372,0.02439,0.001775,0.003043,0.001971,0.003068,0.003318,0.039096,0.035583,0.003949,0.002913,0.003018,0.005589,0.001987,0.001801,0.012319,0.003573,0.001533,0.003924,0.06211,0.002033,0.003294,0.001544,0.003617,0.006289,0.032779,0.01416,0.003131,0.003803,0.004155,0.001375,0.003178,0.004594,0.012897
AZ,0.004953,0.002501,0.005047,0.979671,0.021023,0.015331,0.001599,0.003311,0.002153,0.00252,0.00295,0.011697,0.008398,0.02,0.005577,0.003815,0.007047,0.002851,0.003911,0.002192,0.002597,0.001627,0.002834,0.00773,0.006008,0.004316,0.010313,0.002365,0.012494,0.00912,0.001686,0.002137,0.064859,0.057726,0.001745,0.002639,0.008518,0.0101,0.002541,0.001345,0.002383,0.008936,0.003642,0.006089,0.030179,0.002685,0.001662,0.008478,0.004238,0.001969,0.023588
CA,0.038849,0.00458,0.007191,0.077398,0.990784,0.022756,0.0081,0.011742,0.007071,0.005857,0.00624,0.061727,0.008305,0.029488,0.009038,0.007047,0.010261,0.005035,0.005855,0.007862,0.007171,0.007382,0.005382,0.007958,0.009718,0.005214,0.018349,0.006077,0.007188,0.011647,0.009014,0.008202,0.038005,0.164953,0.007731,0.005273,0.009668,0.043162,0.006016,0.006741,0.004727,0.007784,0.008171,0.010169,0.047979,0.006896,0.007219,0.029861,0.006703,0.003546,0.033992
CO,0.004985,0.002774,0.005067,0.011894,0.005224,0.976384,0.003052,0.00472,0.002857,0.003826,0.003073,0.008255,0.009805,0.0143,0.005881,0.003943,0.019901,0.00352,0.003439,0.003158,0.003562,0.00176,0.003026,0.006957,0.008971,0.003448,0.028151,0.002708,0.015317,0.03405,0.003127,0.002602,0.056324,0.014885,0.002027,0.003477,0.00911,0.006567,0.003398,0.002092,0.002267,0.021157,0.003549,0.005915,0.02419,0.003992,0.002707,0.00602,0.005196,0.002532,0.208937
CT,0.001576,0.001024,0.001595,0.00085,0.001232,0.001872,0.961179,0.005805,0.010267,0.002345,0.002174,0.000474,0.002682,0.000749,0.002757,0.003695,0.00198,0.002933,0.000838,0.099115,0.006627,0.028192,0.002251,0.001784,0.002221,0.00102,0.001889,0.002272,0.002158,0.00182,0.055393,0.01955,0.001502,0.00114,0.042156,0.004142,0.002959,0.001152,0.008535,0.176491,0.002531,0.003892,0.001917,0.000766,0.00124,0.005349,0.105713,0.000846,0.002428,0.005495,0.00477
DC,0.000675,0.001015,0.000499,0.000669,0.000626,0.00126,0.00246,0.890894,0.016124,0.001607,0.001466,0.000678,0.000947,0.000423,0.001262,0.001251,0.001494,0.001281,0.002861,0.002213,0.164178,0.001349,0.001316,0.000785,0.002036,0.00099,0.000836,0.002768,0.001282,0.001274,0.001997,0.005228,0.000556,0.000806,0.003423,0.001632,0.000566,0.000412,0.007309,0.002009,0.001691,0.000981,0.001335,0.00064,0.000835,0.073133,0.002303,0.000535,0.000695,0.011295,0.000575
DE,0.000161,0.000574,0.0012,0.000396,0.000371,0.000504,0.004492,0.023409,0.933272,0.001173,0.001021,0.000583,0.001036,0.000375,0.000717,0.000922,0.000341,0.001068,0.000443,0.002636,0.067132,0.00209,0.000519,0.000402,0.000659,0.000729,0.000728,0.002941,0.00026,0.000535,0.004069,0.027478,0.000707,0.000537,0.004207,0.001959,0.000371,0.000264,0.03675,0.002989,0.001722,0.000451,0.001365,0.000328,0.000518,0.009626,0.003562,0.00027,0.000372,0.005091,0.001079
FL,0.005178,0.070812,0.01005,0.008166,0.005414,0.013767,0.017785,0.023161,0.020325,0.984229,0.063825,0.006316,0.013739,0.005562,0.015697,0.014513,0.010634,0.016685,0.021073,0.019472,0.019706,0.017979,0.014718,0.016284,0.011886,0.027119,0.007402,0.023715,0.0135,0.0098,0.020562,0.020288,0.009394,0.012017,0.020339,0.015891,0.007685,0.00436,0.015962,0.018415,0.030376,0.009777,0.021485,0.008605,0.008874,0.019913,0.01674,0.005059,0.014664,0.012342,0.01177
