STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.992151,3.1e-05,6.8e-05,0.000215,0.000103,0.00015,1.7e-05,0.0,6.8e-05,4.5e-05,5e-05,0.00061,2e-05,0.000351,3.9e-05,5.3e-05,0.000147,8e-05,5.5e-05,4.2e-05,2.8e-05,0.0,6.2e-05,0.000102,5.9e-05,3.6e-05,0.00064,3.8e-05,0.000186,6.3e-05,4.7e-05,3.4e-05,7.8e-05,0.000266,2.9e-05,4e-05,5.4e-05,0.000697,3e-05,2.2e-05,3.8e-05,0.00013,4.4e-05,6e-05,0.000203,4.4e-05,0.000141,0.001337,7.3e-05,3.3e-05,0.000251
AL,0.000826,0.981782,0.012372,0.002561,0.001125,0.002402,0.001498,0.002542,0.001804,0.02077,0.061054,0.000694,0.002797,0.001951,0.004352,0.006252,0.003688,0.012791,0.025049,0.001067,0.002298,0.001077,0.001825,0.001494,0.005823,0.102939,0.002232,0.005814,0.001222,0.002949,0.001,0.001464,0.007331,0.002523,0.001005,0.003425,0.00473,0.001208,0.002422,0.001061,0.009393,0.002081,0.045711,0.00466,0.002012,0.004645,0.001516,0.000947,0.001937,0.004402,0.006866
AR,0.000689,0.006488,0.978218,0.004257,0.001483,0.003267,0.001075,0.001608,0.001327,0.001561,0.00353,0.00021,0.004567,0.00222,0.006337,0.006068,0.012349,0.00754,0.024926,0.000803,0.001827,0.001045,0.001992,0.001798,0.039091,0.030363,0.003066,0.002272,0.002341,0.005133,0.000744,0.001296,0.013567,0.003032,0.000857,0.003185,0.05991,0.001389,0.002294,0.000995,0.002755,0.004106,0.023244,0.013726,0.002779,0.003068,0.001234,0.000872,0.002259,0.003869,0.01229
AZ,0.003397,0.001784,0.004667,0.985695,0.019507,0.009282,0.001218,0.001712,0.00131,0.001576,0.001936,0.005677,0.003379,0.008517,0.00358,0.003093,0.0047,0.002211,0.002611,0.000904,0.001568,0.00092,0.001438,0.002953,0.004324,0.002564,0.006326,0.001567,0.003916,0.00491,0.000907,0.001374,0.061746,0.04931,0.000942,0.001974,0.007104,0.006604,0.001703,0.000995,0.001599,0.004014,0.002844,0.004882,0.019539,0.001799,0.000635,0.005953,0.002408,0.001718,0.015895
CA,0.007711,0.002122,0.00458,0.047982,0.99467,0.010928,0.001956,0.004307,0.001906,0.002602,0.002974,0.025822,0.003428,0.018551,0.004241,0.003677,0.00413,0.002989,0.003111,0.001832,0.002499,0.001825,0.002028,0.003193,0.004355,0.003168,0.010363,0.002024,0.003812,0.005836,0.001639,0.002337,0.029772,0.11887,0.001888,0.002456,0.006461,0.033238,0.002198,0.001459,0.00205,0.003196,0.00379,0.005065,0.022915,0.00283,0.002468,0.014346,0.002352,0.001951,0.025395
CO,0.002295,0.001708,0.004151,0.008636,0.004056,0.983868,0.000892,0.00275,0.001344,0.001872,0.001732,0.003406,0.006086,0.01181,0.003622,0.002899,0.015711,0.002531,0.002763,0.000893,0.001744,0.00078,0.001696,0.003828,0.007588,0.002205,0.016515,0.001304,0.008308,0.025164,0.000826,0.001111,0.040244,0.010033,0.000725,0.001964,0.00655,0.005486,0.001632,0.000575,0.001242,0.012171,0.002442,0.004554,0.020798,0.001776,0.000846,0.004081,0.002934,0.001793,0.150552
CT,0.000138,0.000619,0.000795,0.000499,0.000341,0.000544,0.978221,0.003684,0.005854,0.001249,0.000979,0.000252,0.000822,0.000475,0.001034,0.001527,0.000513,0.001085,0.000597,0.068221,0.003686,0.014587,0.000604,0.000559,0.000661,0.000625,0.000679,0.001487,0.00058,0.000779,0.024953,0.014184,0.001386,0.000605,0.031493,0.001749,0.000623,0.000271,0.005351,0.137185,0.001653,0.000929,0.001097,0.00048,0.000564,0.002942,0.044464,0.000302,0.000815,0.00226,0.002007
DC,0.000138,0.000244,0.000159,0.000226,0.000206,0.000332,0.000629,0.900534,0.007199,0.000495,0.000509,0.000147,0.000142,0.000268,0.000304,0.000264,0.000152,0.000294,0.00027,0.000644,0.102248,0.000515,0.000282,0.000247,0.000187,0.000274,0.000369,0.001188,0.000186,0.000118,0.000384,0.001765,0.000134,0.000295,0.000946,0.000353,0.000139,0.000133,0.00214,0.000884,0.000705,0.000111,0.000426,0.000215,0.000249,0.034844,0.000529,0.000233,0.000137,0.004019,0.000188
DE,0.000138,0.000356,0.000565,0.000261,0.00016,0.00031,0.00247,0.01733,0.958306,0.00078,0.000664,8.4e-05,0.000338,0.000268,0.000509,0.000669,0.000294,0.000643,0.000286,0.001347,0.066801,0.001061,0.000319,0.000222,0.000338,0.000327,0.000563,0.001532,0.000186,0.000243,0.001291,0.021495,0.000514,0.000376,0.002465,0.000797,0.000294,0.00016,0.030879,0.002122,0.001206,0.000279,0.000695,0.00022,0.000236,0.007041,0.001269,0.000179,0.000207,0.002293,0.000596
FL,0.003259,0.059655,0.007164,0.004483,0.002668,0.006811,0.005941,0.011571,0.010041,0.991141,0.051571,0.001766,0.005467,0.003004,0.008727,0.010353,0.005173,0.012769,0.016476,0.006351,0.009766,0.005273,0.007296,0.005093,0.0077,0.019277,0.004211,0.013054,0.003108,0.004222,0.005814,0.011119,0.006605,0.006949,0.006411,0.008927,0.004715,0.00231,0.007479,0.006611,0.019344,0.003939,0.015606,0.005743,0.00449,0.010965,0.004337,0.00275,0.00582,0.008038,0.008716
GA,0.003121,0.106776,0.011251,0.003729,0.002287,0.004121,0.004014,0.008873,0.006654,0.038974,0.982317,0.001703,0.005198,0.003634,0.007752,0.011073,0.005459,0.021604,0.012573,0.003283,0.007593,0.004197,0.005298,0.00393,0.007353,0.025678,0.004541,0.027185,0.003108,0.005439,0.003349,0.00501,0.008985,0.004965,0.00355,0.008084,0.005885,0.002331,0.006082,0.002543,0.09162,0.003846,0.062683,0.004868,0.004621,0.012971,0.003315,0.002354,0.004421,0.010305,0.012792
HI,0.001056,7.9e-05,5.2e-05,0.000461,0.000719,0.000409,6.9e-05,0.000104,5.1e-05,7e-05,7.3e-05,0.992073,4.5e-05,0.000444,8.3e-05,5.3e-05,7.6e-05,3.2e-05,0.000104,6.9e-05,7.6e-05,3.1e-05,5.8e-05,5.7e-05,0.000103,9.3e-05,0.000155,4.7e-05,0.000124,8.3e-05,4.7e-05,8.8e-05,0.000101,0.001262,5.8e-05,5.1e-05,8.2e-05,0.000623,4.2e-05,2.2e-05,4.8e-05,1.9e-05,5.3e-05,0.000125,0.000537,9.5e-05,7.1e-05,0.0009,7e-05,4.2e-05,0.000125
IA,0.000872,0.001668,0.004727,0.003665,0.001292,0.00557,0.000995,0.000675,0.00131,0.001199,0.001674,0.000231,0.978144,0.005513,0.033321,0.007057,0.015127,0.003978,0.001581,0.000824,0.001533,0.001233,0.002739,0.029668,0.020069,0.002298,0.008325,0.001524,0.013156,0.150681,0.000953,0.001102,0.008538,0.004537,0.000921,0.003233,0.007069,0.002379,0.002157,0.000442,0.001366,0.1011,0.003335,0.001903,0.005611,0.001784,0.001763,0.001986,0.020695,0.003043,0.033233
ID,0.003167,0.000388,0.00093,0.003355,0.002141,0.003358,0.000314,0.000675,0.000289,0.000325,0.000531,0.000904,0.001877,0.980199,0.001018,0.000954,0.001168,0.000845,0.000487,0.000194,0.00045,0.000468,0.000334,0.001085,0.00124,0.000657,0.047545,0.000354,0.005573,0.004465,0.000198,0.000294,0.004671,0.008934,0.000229,0.000545,0.001202,0.023505,0.000472,0.000133,0.000446,0.004292,0.000628,0.000708,0.038495,0.000515,0.000247,0.043685,0.000918,0.0004,0.050226
IL,0.002525,0.005619,0.015028,0.008004,0.003399,0.008449,0.004048,0.005552,0.004544,0.005473,0.006539,0.002481,0.088195,0.007691,0.983951,0.091761,0.015346,0.029109,0.005137,0.003501,0.005326,0.00323,0.016959,0.01442,0.086196,0.007708,0.010964,0.004537,0.012514,0.018404,0.00336,0.004484,0.016306,0.00855,0.003635,0.014452,0.010625,0.003954,0.00832,0.002543,0.005475,0.015162,0.013292,0.005199,0.007675,0.006231,0.004372,0.003581,0.089378,0.010331,0.037215
IN,0.001239,0.005092,0.010448,0.004733,0.001798,0.004665,0.003328,0.003061,0.003608,0.003924,0.005563,0.000631,0.0131,0.0048,0.081436,0.980463,0.008348,0.12014,0.003189,0.002535,0.004717,0.002543,0.036841,0.007306,0.016471,0.005793,0.00751,0.004459,0.007169,0.010217,0.002546,0.003743,0.012383,0.0054,0.003211,0.045859,0.007331,0.002368,0.008184,0.001481,0.005363,0.009365,0.013568,0.003087,0.004805,0.005991,0.003984,0.001784,0.016299,0.013574,0.025646
KS,0.00078,0.001642,0.009613,0.004382,0.001226,0.012556,0.000766,0.000986,0.000919,0.001074,0.001651,0.000378,0.01608,0.003386,0.004975,0.004074,0.97648,0.003226,0.00237,0.000682,0.001069,0.000686,0.001023,0.003903,0.124534,0.00264,0.004153,0.001238,0.004952,0.037823,0.0005,0.00079,0.011623,0.003047,0.000593,0.001903,0.036093,0.001761,0.001482,0.000398,0.001295,0.012375,0.002728,0.003864,0.003605,0.001261,0.000811,0.001215,0.00262,0.00231,0.019187
KY,0.001469,0.009519,0.009645,0.002282,0.000973,0.002938,0.001755,0.002127,0.001974,0.004901,0.008966,0.000463,0.006269,0.002705,0.017666,0.075985,0.00532,0.972978,0.003825,0.001278,0.003305,0.001326,0.00761,0.002938,0.012114,0.008776,0.003338,0.005438,0.003004,0.00523,0.001302,0.002032,0.006493,0.002575,0.001716,0.056795,0.00393,0.001426,0.004757,0.000973,0.007586,0.004237,0.061302,0.002441,0.002694,0.008502,0.001975,0.001092,0.005664,0.051686,0.012603
LA,0.000964,0.013225,0.030954,0.00281,0.001055,0.002369,0.000858,0.001712,0.001157,0.004206,0.005076,0.002019,0.001881,0.001404,0.002383,0.002494,0.00293,0.003767,0.982673,0.00062,0.001319,0.000671,0.000776,0.000848,0.00396,0.081816,0.002057,0.002099,0.000994,0.001836,0.000581,0.000961,0.00865,0.002191,0.000604,0.001511,0.006895,0.000804,0.001391,0.000597,0.003204,0.001561,0.005898,0.019371,0.001514,0.002419,0.000705,0.000755,0.000955,0.002451,0.005487
MA,0.000689,0.000711,0.000954,0.00089,0.000657,0.000982,0.093853,0.00467,0.004969,0.001982,0.001403,0.000799,0.001164,0.000671,0.001682,0.001875,0.000892,0.001402,0.000688,0.983236,0.003751,0.068787,0.001051,0.000878,0.000896,0.000705,0.000912,0.001678,0.000746,0.001085,0.295397,0.007529,0.001419,0.001033,0.010712,0.002127,0.000772,0.000484,0.004694,0.389401,0.001772,0.000929,0.001295,0.000717,0.001009,0.003283,0.068583,0.000699,0.001036,0.002226,0.002477
MD,0.000551,0.002081,0.002831,0.00158,0.000921,0.001986,0.007067,0.663156,0.300824,0.003514,0.003719,0.000862,0.002068,0.001951,0.002862,0.003873,0.001882,0.004384,0.001841,0.004651,0.976457,0.005273,0.001948,0.001437,0.002375,0.002519,0.002678,0.007672,0.001119,0.00176,0.005221,0.01771,0.00314,0.00194,0.006764,0.005164,0.001842,0.000867,0.051863,0.006434,0.006344,0.001524,0.00408,0.001512,0.002156,0.082842,0.004267,0.000931,0.001688,0.096001,0.004765
ME,0.000413,0.000158,0.000239,0.000168,0.000103,0.000186,0.005369,0.001038,0.000885,0.00043,0.000294,8.4e-05,0.000273,0.000248,0.000276,0.000399,0.000205,0.000256,0.000159,0.019042,0.000817,0.980638,0.000157,0.00015,0.000255,0.000157,0.000349,0.000522,0.000269,0.000243,0.092322,0.001471,0.000324,0.000155,0.001477,0.000429,0.00018,0.000202,0.001045,0.007185,0.000362,0.000297,0.000261,0.00013,0.000177,0.000736,0.011354,0.000148,0.000655,0.0006,0.000752
MI,0.001469,0.001995,0.004206,0.002694,0.001077,0.002391,0.001933,0.003476,0.002314,0.003219,0.00274,0.000967,0.004832,0.001672,0.01444,0.043919,0.002569,0.008704,0.00139,0.002005,0.002689,0.001981,0.9908,0.004429,0.004282,0.002265,0.00293,0.00227,0.003709,0.003735,0.001849,0.001909,0.003945,0.003253,0.002593,0.035201,0.002288,0.001032,0.004834,0.001194,0.002636,0.003307,0.004803,0.00167,0.002202,0.002977,0.002468,0.001183,0.015986,0.006403,0.007524
MN,0.003213,0.001086,0.002334,0.003106,0.000962,0.003099,0.001006,0.001764,0.001191,0.001392,0.001507,0.001009,0.042988,0.004047,0.006213,0.005012,0.004816,0.002743,0.001075,0.001025,0.001194,0.001123,0.003161,0.986337,0.005255,0.001447,0.012672,0.001033,0.258961,0.011379,0.000884,0.000891,0.003643,0.003047,0.000971,0.00272,0.002655,0.001666,0.001679,0.000575,0.001194,0.084414,0.002166,0.001264,0.002858,0.001442,0.001551,0.002165,0.063616,0.001893,0.013732
MO,0.001377,0.004943,0.087896,0.007093,0.002309,0.008986,0.001835,0.001764,0.001957,0.002701,0.004269,0.00122,0.042597,0.005915,0.06784,0.015577,0.247718,0.014196,0.006491,0.001361,0.002727,0.001747,0.004362,0.007848,0.978507,0.011065,0.007103,0.00262,0.006837,0.032363,0.001419,0.001967,0.018462,0.0054,0.0016,0.005974,0.035533,0.002964,0.003818,0.001017,0.003272,0.013025,0.012246,0.005685,0.005893,0.0035,0.001728,0.002165,0.009485,0.005987,0.028938
MS,0.000597,0.056701,0.032262,0.0025,0.000892,0.001832,0.000881,0.001297,0.001208,0.004698,0.007983,0.000631,0.002377,0.001827,0.003311,0.003402,0.003256,0.006861,0.082976,0.000651,0.001478,0.000952,0.001038,0.000977,0.006556,0.97645,0.001824,0.002715,0.000994,0.002518,0.000674,0.000927,0.007309,0.001859,0.000657,0.002075,0.005237,0.000883,0.001635,0.000663,0.004357,0.002025,0.057691,0.005156,0.001573,0.002802,0.000882,0.000636,0.001299,0.002952,0.006333
MT,0.001193,0.00027,0.000668,0.001317,0.000656,0.002449,0.000217,0.000259,0.000204,0.000222,0.000355,0.000315,0.001282,0.022371,0.000694,0.000686,0.000763,0.000499,0.000396,0.000132,0.000336,0.000234,0.000349,0.001966,0.000661,0.000391,0.981836,0.000235,0.032259,0.002601,0.00014,0.000209,0.0019,0.002316,0.000171,0.000441,0.000639,0.003278,0.000366,4.4e-05,0.000294,0.009829,0.000404,0.000427,0.006384,0.000396,0.000212,0.006117,0.001159,0.000308,0.045398
NC,0.001331,0.010684,0.006818,0.00323,0.001581,0.003128,0.005443,0.022311,0.013921,0.013197,0.029464,0.001051,0.005003,0.002199,0.004924,0.007364,0.004094,0.012753,0.005394,0.004308,0.016611,0.005866,0.003793,0.002454,0.004513,0.008086,0.002426,0.984715,0.001906,0.00354,0.005104,0.007475,0.00551,0.003253,0.004671,0.008644,0.004199,0.001511,0.00889,0.005262,0.194718,0.002694,0.03221,0.002901,0.002353,0.071481,0.005571,0.00169,0.004493,0.023746,0.007211
ND,0.000367,0.000173,0.000366,0.000792,0.000161,0.000985,0.000172,0.000415,0.00017,0.000132,0.000191,6.3e-05,0.002202,0.002529,0.000891,0.000805,0.000838,0.000451,0.000175,8e-05,0.000163,0.000109,0.000395,0.035546,0.000669,0.000242,0.028585,0.000164,0.979095,0.002671,8.1e-05,0.000137,0.001039,0.000752,0.000134,0.000382,0.000601,0.000644,0.000274,8.8e-05,0.000251,0.026757,0.000293,0.00028,0.001023,0.000219,0.000247,0.000931,0.002478,0.000342,0.008747
NE,0.000321,0.000812,0.002986,0.003303,0.001448,0.012815,0.00072,0.000571,0.000749,0.000606,0.001063,0.000231,0.081779,0.006896,0.004057,0.003255,0.020929,0.002205,0.000935,0.000523,0.0009,0.000655,0.001136,0.005574,0.008591,0.001258,0.007297,0.000747,0.00895,0.979614,0.000593,0.000779,0.008494,0.005326,0.000604,0.001638,0.004547,0.003134,0.001262,0.00042,0.000956,0.077483,0.001694,0.001489,0.007734,0.001046,0.000846,0.001923,0.003228,0.001259,0.070416
NH,0.000321,0.000189,0.000318,0.000273,0.000125,0.000376,0.012173,0.001245,0.001072,0.000583,0.000333,0.000252,0.000346,0.000248,0.000425,0.00054,0.000219,0.00031,0.000149,0.120153,0.001011,0.105108,0.000257,0.000198,0.000299,0.000238,0.000291,0.000489,0.000228,0.000348,0.971466,0.001893,0.000402,0.000266,0.002018,0.000588,0.00024,0.000192,0.001385,0.025093,0.000492,0.000297,0.000346,0.000169,0.000223,0.00097,0.180007,0.000126,0.000333,0.000717,0.000815
