STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.991278,5.2e-05,2e-05,0.000219,0.000129,0.000224,1.7e-05,4.1e-05,6.1e-05,6.1e-05,7.3e-05,0.000167,6.9e-05,0.000694,5.8e-05,7.1e-05,9e-05,0.000103,7.6e-05,6.8e-05,3.9e-05,8.9e-05,0.000104,0.000226,9.2e-05,6.9e-05,0.000789,5.2e-05,7.8e-05,0.000128,9e-05,2.1e-05,8.4e-05,0.000287,2.8e-05,3.5e-05,0.000119,0.000661,2.4e-05,4.2e-05,4.4e-05,0.000138,5.3e-05,9.8e-05,0.000332,8.5e-05,0.0,0.001636,0.000158,8.4e-05,0.000302
AL,0.000916,0.973193,0.030927,0.003048,0.001137,0.003515,0.001657,0.00247,0.002464,0.040487,0.088343,0.000209,0.00397,0.002884,0.007025,0.011862,0.004869,0.028394,0.057946,0.001197,0.002895,0.002086,0.002715,0.001516,0.011064,0.157081,0.004488,0.009029,0.001817,0.003444,0.001346,0.001625,0.008631,0.00261,0.001329,0.006437,0.009811,0.001217,0.003058,0.001325,0.013829,0.003458,0.073972,0.008446,0.003041,0.006159,0.001829,0.000986,0.002962,0.006681,0.009166
AR,0.000956,0.010547,0.969399,0.004577,0.001488,0.005349,0.001145,0.001482,0.001929,0.003894,0.005007,4.2e-05,0.006606,0.00346,0.008107,0.00734,0.01546,0.009324,0.032655,0.000978,0.002086,0.0014,0.002547,0.002165,0.051295,0.038321,0.004698,0.003046,0.003087,0.007098,0.001018,0.001267,0.014891,0.00324,0.001063,0.003798,0.067509,0.00161,0.002789,0.000778,0.003602,0.006345,0.029979,0.01611,0.003515,0.003658,0.001274,0.001063,0.003269,0.004598,0.014078
AZ,0.003943,0.00175,0.004949,0.984892,0.023766,0.012841,0.000997,0.001564,0.001424,0.00146,0.001815,0.000731,0.004489,0.013509,0.003989,0.003366,0.004493,0.002391,0.002711,0.000934,0.001449,0.001222,0.001612,0.002522,0.004708,0.002916,0.012061,0.001417,0.004474,0.007273,0.001097,0.001064,0.058466,0.056823,0.000835,0.002086,0.008004,0.007426,0.001977,0.001177,0.001503,0.006829,0.003081,0.00527,0.03171,0.001848,0.001143,0.006049,0.002583,0.001873,0.024039
CA,0.008722,0.001951,0.004586,0.059477,0.994069,0.013214,0.002563,0.00354,0.002449,0.00209,0.002717,0.009582,0.004502,0.030693,0.004217,0.00397,0.004739,0.003082,0.002988,0.002114,0.002385,0.002652,0.002158,0.003096,0.004918,0.003031,0.022789,0.002419,0.004064,0.008449,0.002035,0.002407,0.029928,0.172692,0.002224,0.002791,0.006713,0.049434,0.002658,0.002544,0.002093,0.006985,0.00436,0.004967,0.034068,0.002637,0.001959,0.017419,0.002785,0.00205,0.037156
CO,0.003664,0.001888,0.006482,0.011852,0.004719,0.974921,0.001549,0.001564,0.001408,0.002053,0.001955,0.000668,0.010358,0.020146,0.005401,0.004255,0.025498,0.003214,0.003264,0.001391,0.002089,0.001743,0.002421,0.005497,0.010755,0.00261,0.031887,0.001738,0.011977,0.039676,0.002205,0.001185,0.068571,0.013356,0.001105,0.002852,0.010938,0.006745,0.002301,0.001072,0.001694,0.027196,0.003318,0.006815,0.030534,0.002093,0.001992,0.0052,0.004214,0.002092,0.205154
CT,0.000279,0.000659,0.000836,0.000643,0.000409,0.000877,0.971784,0.005145,0.010102,0.001341,0.001363,6.3e-05,0.00135,0.000772,0.001399,0.002258,0.000991,0.001594,0.000536,0.092663,0.005527,0.028904,0.001063,0.000571,0.001093,0.000771,0.001157,0.002281,0.000742,0.000979,0.038051,0.01701,0.001327,0.000624,0.042502,0.002794,0.000625,0.000454,0.007711,0.183477,0.002182,0.001418,0.001568,0.000435,0.000776,0.004617,0.057504,0.000526,0.001002,0.003366,0.003266
DC,0.000239,0.000211,0.000261,0.000183,0.000169,0.000269,0.001202,0.889607,0.009567,0.000475,0.00058,0.0,0.000341,0.000176,0.000344,0.000356,0.000215,0.000405,0.000191,0.000941,0.104193,0.000849,0.000324,0.000183,0.000165,0.000163,0.00028,0.001526,0.000195,0.000243,0.000656,0.001798,0.000188,0.000358,0.001192,0.000466,0.000204,0.000157,0.002533,0.001156,0.001129,0.00019,0.000437,0.000169,0.000289,0.036932,0.000882,0.000279,0.000234,0.004125,0.000192
DE,0.000199,0.000491,0.000942,0.000292,0.000156,0.000521,0.005975,0.027866,0.934426,0.0009,0.001035,2.1e-05,0.000491,0.000264,0.000653,0.000966,0.000381,0.000784,0.000349,0.002946,0.096583,0.003069,0.000381,0.000266,0.000466,0.000518,0.000473,0.003831,0.000215,0.000311,0.003053,0.028743,0.000637,0.000265,0.005068,0.001757,0.000361,0.000141,0.049686,0.004416,0.002098,0.000328,0.001147,0.000222,0.000271,0.012846,0.002678,0.00016,0.000335,0.005509,0.001125
FL,0.003704,0.116784,0.023201,0.004568,0.002228,0.009095,0.008543,0.010167,0.00998,0.987795,0.10167,0.000376,0.00702,0.003568,0.013353,0.019162,0.007586,0.035353,0.03792,0.008946,0.011724,0.010697,0.008163,0.004615,0.013769,0.050847,0.006819,0.022374,0.003908,0.005788,0.00891,0.008817,0.007398,0.005463,0.008019,0.016057,0.009867,0.002383,0.010935,0.010745,0.030221,0.00619,0.045385,0.009394,0.004094,0.014997,0.009078,0.002405,0.006699,0.016197,0.011416
