state,date,res_dex,num_devices
IL,2020-02-01,86.583702,1347726
IL,2020-02-02,54.473701,1335739
IL,2020-02-03,71.643303,888976
IL,2020-02-04,75.751099,907992
IL,2020-02-05,72.688301,910066
IL,2020-02-06,75.212502,894786
IL,2020-02-07,89.2407,896059
IL,2020-02-08,76.498596,872715
IL,2020-02-09,47.322399,866482
IL,2020-02-10,78.0504,900659
IL,2020-02-11,82.904297,903401
IL,2020-02-12,74.168297,912307
IL,2020-02-13,70.461304,846811
IL,2020-02-14,89.072998,859288
IL,2020-02-15,81.038498,841622
IL,2020-02-16,67.068199,828461
IL,2020-02-17,63.417099,852146
IL,2020-02-18,81.356796,867466
IL,2020-02-19,81.144302,867464
IL,2020-02-20,85.047096,869726
IL,2020-02-21,93.5765,867851
IL,2020-02-22,76.018303,846274
IL,2020-02-23,52.935299,843210
IL,2020-02-24,80.319901,888940
IL,2020-02-25,80.429497,891875
IL,2020-02-26,79.543297,875653
IL,2020-02-27,87.009201,886819
IL,2020-02-28,97.746498,871041
IL,2020-02-29,86.573601,853972
IL,2020-03-01,58.632801,859504
IL,2020-03-02,74.421898,876761
IL,2020-03-03,82.266197,874390
IL,2020-03-04,81.776604,873051
IL,2020-03-05,83.303596,874510
IL,2020-03-06,91.949799,860328
IL,2020-03-07,79.207703,842765
IL,2020-03-08,54.606201,832880
IL,2020-03-09,71.640198,860175
IL,2020-03-10,74.394997,840984
IL,2020-03-11,66.1651,757318
IL,2020-03-12,66.633003,819673
IL,2020-03-13,70.020401,835412
IL,2020-03-14,39.576099,796813
IL,2020-03-15,36.8325,810005
IL,2020-03-16,61.338799,830844
IL,2020-03-17,50.486599,822803
IL,2020-03-18,40.211498,811685
IL,2020-03-19,36.982601,824699
IL,2020-03-20,38.4049,824024
IL,2020-03-21,22.833099,786875
IL,2020-03-22,15.909,760367
IL,2020-03-23,27.176399,785929
IL,2020-03-24,29.827801,799019
IL,2020-03-25,33.985802,809074
IL,2020-03-26,32.122002,805636
IL,2020-03-27,35.824902,818505
IL,2020-03-28,29.134199,817562
IL,2020-03-29,22.5825,790829
IL,2020-03-30,32.912399,816976
IL,2020-03-31,30.224899,807436
IL,2020-04-01,31.655899,782160
IL,2020-04-02,31.76,778765
IL,2020-04-03,35.325001,796550
IL,2020-04-04,28.0734,758106
IL,2020-04-05,22.9533,762857
IL,2020-04-06,27.9072,777970
IL,2020-04-07,30.512501,808122
IL,2020-04-08,29.120899,788908
IL,2020-04-09,27.938101,776813
IL,2020-04-10,36.5961,774117
IL,2020-04-11,32.015099,773360
IL,2020-04-12,14.5576,744845
IL,2020-04-13,23.638201,745723
IL,2020-04-14,20.9837,659890
IL,2020-04-15,18.620899,629523
IL,2020-04-16,19.6744,638135
IL,2020-04-17,19.775299,632023
IL,2020-04-18,30.133499,664816
IL,2020-04-19,22.400499,730078
IL,2020-04-20,23.4674,739457
IL,2020-04-21,26.7391,726428
IL,2020-04-22,25.445299,716430
IL,2020-04-23,25.2428,706416
IL,2020-04-24,29.6868,723137
IL,2020-04-25,29.231899,738886
IL,2020-04-26,30.7901,747289
IL,2020-04-27,26.877899,713102
IL,2020-04-28,27.902399,741746
IL,2020-04-29,22.429399,699542
IL,2020-04-30,24.376101,700425
IL,2020-05-01,30.683399,708059
IL,2020-05-02,39.680599,750950
IL,2020-05-03,28.309,751154
IL,2020-05-04,30.6418,728252
IL,2020-05-05,30.0522,721971
IL,2020-05-06,31.5798,736960
IL,2020-05-07,35.7948,735216
IL,2020-05-08,41.0448,721626
IL,2020-05-09,58.558899,763370
IL,2020-05-10,31.2799,758482
IL,2020-05-11,27.832001,723767
IL,2020-05-12,31.356199,729505
IL,2020-05-13,35.773998,739805
IL,2020-05-14,31.3421,742212
IL,2020-05-15,40.710999,752033
IL,2020-05-16,54.015099,773981
IL,2020-05-17,25.430599,736881
IL,2020-05-18,39.569401,772606
IL,2020-05-19,34.335201,734319
IL,2020-05-20,36.035301,727591
IL,2020-05-21,42.217098,728508
IL,2020-05-22,47.858101,729843
IL,2020-05-23,54.328701,767854
IL,2020-05-24,44.8055,751448
IL,2020-05-25,30.484501,727354
IL,2020-05-26,48.8134,790594
IL,2020-05-27,38.436699,726319
IL,2020-05-28,34.972401,726083
IL,2020-05-29,48.5751,772540
IL,2020-05-30,39.124901,710477
IL,2020-05-31,38.6679,745881
IL,2020-06-01,34.6436,735135
IL,2020-06-02,38.669601,725297
IL,2020-06-03,47.869301,730541
IN,2020-01-20,61.508598,527102
IN,2020-01-21,91.017998,536789
IN,2020-01-22,88.758301,536132
IN,2020-01-23,91.925499,543590
IN,2020-01-24,99.759102,543254
IN,2020-01-25,87.352501,531607
IN,2020-01-26,54.359699,525257
IN,2020-01-27,99.123199,892619
IN,2020-01-28,105.6816,899034
IN,2020-01-29,104.7771,902543
IN,2020-01-30,110.7332,892857
IN,2020-01-31,126.8265,902183
IN,2020-02-01,99.7323,859538
IN,2020-02-02,65.999802,852667
IN,2020-02-03,87.007698,553117
IN,2020-02-04,89.139702,563693
IN,2020-02-05,87.979897,567382
IN,2020-02-06,82.536201,555249
IN,2020-02-07,101.2799,556113
IN,2020-02-08,83.098503,541009
IN,2020-02-09,52.205601,543975
IN,2020-02-10,88.519402,558301
IN,2020-02-11,97.329399,559418
IN,2020-02-12,87.656097,568320
IN,2020-02-13,76.8526,521453
IN,2020-02-14,106.0255,531800
IN,2020-02-15,87.4133,527806
IN,2020-02-16,63.260502,521243
IN,2020-02-17,76.680199,533871
IN,2020-02-18,96.794197,539662
IN,2020-02-19,95.9981,536216
IN,2020-02-20,97.893501,537208
IN,2020-02-21,108.7802,535320
IN,2020-02-22,90.271896,525493
IN,2020-02-23,58.286999,519171
IN,2020-02-24,92.462997,544132
IN,2020-02-25,96.299698,554272
IN,2020-02-26,88.442802,543613
IN,2020-02-27,97.582603,552157
IN,2020-02-28,116.502,539641
IN,2020-02-29,101.1602,530508
IN,2020-03-01,64.167503,532002
IN,2020-03-02,89.733704,542884
IN,2020-03-03,99.4235,543367
IN,2020-03-04,99.229599,541599
IN,2020-03-05,101.4267,540294
IN,2020-03-06,110.6769,531684
IN,2020-03-07,97.306,519183
IN,2020-03-08,64.249603,514220
IN,2020-03-09,91.927902,533698
IN,2020-03-10,89.906403,520702
IN,2020-03-11,77.959396,458511
IN,2020-03-12,76.636902,501570
IN,2020-03-13,80.124802,519673
IN,2020-03-14,44.7486,488858
IN,2020-03-15,43.104301,500158
IN,2020-03-16,72.760101,512085
IN,2020-03-17,65.752296,510686
IN,2020-03-18,57.568199,504357
IN,2020-03-19,53.517399,516064
IN,2020-03-20,53.0658,518941
IN,2020-03-21,32.064999,492640
IN,2020-03-22,28.864401,489727
IN,2020-03-23,48.588902,499735
IN,2020-03-24,46.421902,502403
IN,2020-03-25,40.0266,504294
IN,2020-03-26,41.470798,510477
IN,2020-03-27,45.969299,512116
IN,2020-03-28,37.521,516300
IN,2020-03-29,28.7026,502780
IN,2020-03-30,42.311501,514342
IN,2020-03-31,38.764099,509226
IN,2020-04-01,38.345501,491208
IN,2020-04-02,42.271599,494426
IN,2020-04-03,48.963299,501627
IN,2020-04-04,37.0882,485563
IN,2020-04-05,26.7024,483040
IN,2020-04-06,39.3937,495460
IN,2020-04-07,41.488098,511769
IN,2020-04-08,42.955898,509440
IN,2020-04-09,38.023602,497254
IN,2020-04-10,48.675499,490791
IN,2020-04-11,43.831001,490789
IN,2020-04-12,17.837999,475349
IN,2020-04-13,32.279499,478055
IN,2020-04-14,28.669001,409760
IN,2020-04-15,27.484501,398563
IN,2020-04-16,28.9515,400187
IN,2020-04-17,28.9828,398479
IN,2020-04-18,40.946301,413465
IN,2020-04-19,26.8878,463245
IN,2020-04-20,36.999599,478996
IN,2020-04-21,40.9855,470920
IN,2020-04-22,41.235699,462096
IN,2020-04-23,36.066502,451666
IN,2020-04-24,50.736401,467022
IN,2020-04-25,50.506802,479338
IN,2020-04-26,37.138,471907
IN,2020-04-27,45.950001,462280
IN,2020-04-28,47.079498,469696
IN,2020-04-29,38.151402,461222
IN,2020-04-30,34.714001,452043
IN,2020-05-01,50.650398,458560
IN,2020-05-02,60.2966,483470
IN,2020-05-03,37.020401,477179
IN,2020-05-04,55.600498,472124
IN,2020-05-05,52.451,469844
IN,2020-05-06,51.762001,471925
IN,2020-05-07,58.706402,473296
IN,2020-05-08,68.864197,465596
IN,2020-05-09,87.9729,485132
IN,2020-05-10,47.840801,490398
IN,2020-05-11,47.033501,469672
IN,2020-05-12,52.862499,470833
IN,2020-05-13,59.423401,475991
IN,2020-05-14,56.535198,486904
IN,2020-05-15,67.396004,485542
IN,2020-05-16,85.623596,496693
IN,2020-05-17,46.693699,486497
IN,2020-05-18,61.9631,499393
IN,2020-05-19,58.929001,479882
IN,2020-05-20,59.620201,473841
IN,2020-05-21,70.376404,474648
IN,2020-05-22,85.417702,475499
IN,2020-05-23,84.685501,500175
IN,2020-05-24,64.185303,490584
IN,2020-05-25,51.008999,471942
IN,2020-05-26,81.991402,501387
IN,2020-05-27,69.078201,475439
IN,2020-05-28,61.765999,473655
IN,2020-05-29,74.640503,502851
IN,2020-05-30,61.004601,464758
IN,2020-05-31,54.667801,478798
IN,2020-06-01,61.795799,476278
IN,2020-06-02,71.090698,467796
IN,2020-06-03,81.822899,472574
IA,2020-01-20,58.176701,270544
IA,2020-01-21,86.434402,279460
IA,2020-01-22,72.867401,282446
IA,2020-01-23,83.763603,283073
IA,2020-01-24,83.666,277972
IA,2020-01-25,69.804604,268595
IA,2020-01-26,42.7113,270199
IA,2020-01-27,99.240501,455722
IA,2020-01-28,107.0859,463595
IA,2020-01-29,101.5829,463010
IA,2020-01-30,112.1733,456863
IA,2020-01-31,121.1293,458958
IA,2020-02-01,98.058998,435752
IA,2020-02-02,55.945599,429857
IA,2020-02-03,85.069,281976
IA,2020-02-04,90.2127,284246
IA,2020-02-05,84.730904,282323
IA,2020-02-06,91.496498,279624
IA,2020-02-07,98.507401,282189
IA,2020-02-08,89.107201,276736
IA,2020-02-09,48.049099,274978
IA,2020-02-10,87.968697,281809
IA,2020-02-11,93.434799,281743
IA,2020-02-12,82.265297,289613
IA,2020-02-13,71.556396,270872
IA,2020-02-14,106.3172,276426
IA,2020-02-15,87.505798,271299
IA,2020-02-16,55.5714,271560
IA,2020-02-17,80.963799,281076
IA,2020-02-18,93.770699,279361
IA,2020-02-19,88.662102,280059
IA,2020-02-20,97.837601,278236
IA,2020-02-21,108.5873,276142
IA,2020-02-22,88.275002,270756
IA,2020-02-23,55.051201,274088
IA,2020-02-24,94.972198,284319
IA,2020-02-25,96.6651,282307
IA,2020-02-26,92.550003,276142
IA,2020-02-27,99.750603,281552
IA,2020-02-28,108.6926,276862
IA,2020-02-29,93.531403,274080
IA,2020-03-01,58.6772,274428
IA,2020-03-02,86.411003,278344
IA,2020-03-03,93.686996,280185
IA,2020-03-04,91.633102,281711
IA,2020-03-05,94.339203,282171
IA,2020-03-06,105.8129,273667
IA,2020-03-07,91.052399,269404
IA,2020-03-08,57.320801,269211
IA,2020-03-09,82.7174,275097
IA,2020-03-10,86.695297,271060
IA,2020-03-11,79.936203,247247
IA,2020-03-12,78.809601,265364
IA,2020-03-13,72.186501,267445
IA,2020-03-14,43.411098,253259
IA,2020-03-15,38.714001,255031
IA,2020-03-16,61.029499,256086
IA,2020-03-17,52.234402,255757
IA,2020-03-18,43.045898,255337
IA,2020-03-19,36.463799,264072
IA,2020-03-20,36.145199,264774
IA,2020-03-21,25.0543,260598
IA,2020-03-22,22.5958,255610
IA,2020-03-23,36.850899,259427
IA,2020-03-24,38.219898,263945
IA,2020-03-25,39.473598,265805
IA,2020-03-26,41.9062,265689
IA,2020-03-27,44.396301,269415
IA,2020-03-28,35.5369,274167
IA,2020-03-29,27.933399,265608
IA,2020-03-30,42.676899,272758
IA,2020-03-31,41.424099,270348
IA,2020-04-01,38.758499,262964
IA,2020-04-02,35.3629,262025
IA,2020-04-03,33.884201,261055
IA,2020-04-04,36.481998,253883
IA,2020-04-05,27.3589,255262
IA,2020-04-06,31.9401,256374
IA,2020-04-07,36.5742,265409
IA,2020-04-08,34.858898,258956
IA,2020-04-09,30.766899,257073
IA,2020-04-10,42.946701,258227
IA,2020-04-11,32.929699,257933
IA,2020-04-12,12.0912,247923
IA,2020-04-13,27.1084,247904
IA,2020-04-14,26.071501,224507
IA,2020-04-15,22.9669,215362
IA,2020-04-16,21.864,218438
IA,2020-04-17,26.185699,215259
IA,2020-04-18,36.589199,226216
IA,2020-04-19,25.9044,244555
IA,2020-04-20,25.7139,246705
IA,2020-04-21,31.2439,240877
IA,2020-04-22,32.012699,241071
IA,2020-04-23,32.997101,238458
IA,2020-04-24,36.850498,242203
IA,2020-04-25,49.7691,251016
IA,2020-04-26,36.058102,246086
IA,2020-04-27,33.341702,236102
IA,2020-04-28,32.095501,242625
IA,2020-04-29,29.4286,233903
IA,2020-04-30,30.251101,232730
IA,2020-05-01,37.351601,234094
IA,2020-05-02,44.645901,248756
IA,2020-05-03,32.508099,248140
IA,2020-05-04,35.997898,242725
IA,2020-05-05,36.182301,239594
IA,2020-05-06,36.974098,244215
IA,2020-05-07,41.900398,242730
IA,2020-05-08,56.934101,237890
IA,2020-05-09,68.313301,254882
IA,2020-05-10,40.175098,251932
IA,2020-05-11,35.3423,238429
IA,2020-05-12,36.964901,239074
IA,2020-05-13,39.884201,245579
IA,2020-05-14,40.0802,246774
IA,2020-05-15,54.558601,243146
IA,2020-05-16,66.254501,260020
IA,2020-05-17,37.2505,247711
IA,2020-05-18,47.8526,251797
IA,2020-05-19,46.442902,241270
IA,2020-05-20,43.261101,239776
IA,2020-05-21,51.716301,240923
IA,2020-05-22,60.046799,243529
IA,2020-05-23,68.950104,255765
IA,2020-05-24,46.469299,256831
IA,2020-05-25,36.091099,246027
IA,2020-05-26,56.095402,265164
IA,2020-05-27,50.067001,240580
IA,2020-05-28,45.549,238572
IA,2020-05-29,60.419701,254226
IA,2020-05-30,43.898499,239311
IA,2020-05-31,41.715199,249997
IA,2020-06-01,43.790199,244535
IA,2020-06-02,47.6502,239736
IA,2020-06-03,60.319901,239130
KS,2020-01-20,69.718102,249885
KS,2020-01-21,98.817596,260314
KS,2020-01-22,84.107498,259920
KS,2020-01-23,94.668701,262474
KS,2020-01-24,82.141998,255578
KS,2020-01-25,92.948097,248717
KS,2020-01-26,54.854301,249872
KS,2020-01-27,103.8224,434365
KS,2020-01-28,104.9401,435378
