state,date,density_dex,num_devices
HI,2020-03-04,150.4821,73989
HI,2020-03-05,163.3645,73490
HI,2020-03-06,180.79559,73589
HI,2020-03-07,180.6407,72921
HI,2020-03-08,154.95599,72366
HI,2020-03-09,84.432404,71096
HI,2020-03-10,147.121,72491
HI,2020-03-11,75.469398,64305
HI,2020-03-12,71.6716,69347
HI,2020-03-13,86.862602,69376
HI,2020-03-14,180.5889,72198
HI,2020-03-15,151.058,71916
HI,2020-03-16,77.937202,70259
HI,2020-03-17,70.507401,69996
HI,2020-03-18,63.0569,69072
HI,2020-03-19,58.312199,68111
HI,2020-03-20,108.5017,69324
HI,2020-03-21,79.960297,65616
HI,2020-03-22,32.325699,60498
HI,2020-03-23,43.355801,62146
HI,2020-03-24,71.123901,62603
HI,2020-03-25,62.3274,61377
HI,2020-03-26,27.376801,58537
HI,2020-03-27,27.5511,58745
HI,2020-03-28,54.475399,58969
HI,2020-03-29,46.028702,58287
HI,2020-03-30,26.258499,58696
HI,2020-03-31,27.872499,57876
HI,2020-04-01,25.8179,56061
HI,2020-04-02,25.566,55471
HI,2020-04-03,64.265701,58346
HI,2020-04-04,54.2248,56295
HI,2020-04-05,47.407902,55635
HI,2020-04-06,22.8459,54631
HI,2020-04-07,24.5105,55924
HI,2020-04-08,24.339199,54490
HI,2020-04-09,23.985201,54973
HI,2020-04-10,28.664801,54811
HI,2020-04-11,62.372002,55129
HI,2020-04-12,36.444901,53335
HI,2020-04-13,21.1306,51862
HI,2020-04-14,18.5256,48495
HI,2020-04-15,23.564501,42589
HI,2020-04-16,23.9037,42615
HI,2020-04-17,25.3906,42719
HI,2020-04-18,49.668098,49489
HI,2020-04-19,46.6894,53357
HI,2020-04-20,26.937201,46973
HI,2020-04-21,27.452499,47630
HI,2020-04-22,27.868299,47346
HI,2020-04-23,28.6222,46607
HI,2020-04-24,30.755199,47084
HI,2020-04-25,64.864403,55467
HI,2020-04-26,52.762299,53989
HI,2020-04-27,29.124001,45884
HI,2020-04-28,29.278099,47135
HI,2020-04-29,29.1028,46122
HI,2020-04-30,32.076401,45342
HI,2020-05-01,34.5924,45467
HI,2020-05-02,70.708199,53847
HI,2020-05-03,57.873699,54270
HI,2020-05-04,31.371,48016
HI,2020-05-05,34.071098,48711
HI,2020-05-06,31.6835,48713
HI,2020-05-07,31.598801,48323
HI,2020-05-08,36.388699,48101
HI,2020-05-09,89.113503,55838
HI,2020-05-10,73.252296,56145
HI,2020-05-11,29.016701,48039
HI,2020-05-12,31.374901,48132
HI,2020-05-13,33.472698,47670
HI,2020-05-14,33.324501,48445
HI,2020-05-15,40.2187,49076
HI,2020-05-16,84.190804,55465
HI,2020-05-17,71.116402,54090
HI,2020-05-18,69.542801,55746
HI,2020-05-19,37.9925,48552
HI,2020-05-20,38.2551,47710
HI,2020-05-21,41.0811,47998
HI,2020-05-22,47.516701,48569
HI,2020-05-23,93.422302,55838
HI,2020-05-24,82.511497,54592
HI,2020-05-25,37.562901,47921
HI,2020-05-26,78.630203,56173
HI,2020-05-27,40.664001,48323
HI,2020-05-28,40.9034,47594
HI,2020-05-29,93.236099,56627
HI,2020-05-30,45.443001,48213
HI,2020-05-31,79.6642,54789
HI,2020-06-01,44.330101,48116
HI,2020-06-02,43.293301,48345
HI,2020-06-03,44.7201,48978
ID,2020-01-20,34.6063,113503
ID,2020-01-21,33.726799,115438
ID,2020-01-22,35.139999,115154
ID,2020-01-23,35.7384,116040
ID,2020-01-24,42.871899,114920
ID,2020-01-25,43.3353,112724
ID,2020-01-26,30.323299,113120
ID,2020-01-27,34.715199,117113
ID,2020-01-28,33.514,117835
ID,2020-01-29,33.986599,117359
ID,2020-01-30,35.534302,115287
ID,2020-01-31,44.757401,114686
ID,2020-02-01,48.831699,114696
ID,2020-02-02,29.0455,114170
ID,2020-02-03,35.0811,118658
ID,2020-02-04,35.249599,120202
ID,2020-02-05,34.8069,121271
ID,2020-02-06,37.860699,118755
ID,2020-02-07,45.389801,119085
ID,2020-02-08,47.264198,116189
ID,2020-02-09,31.6689,114785
ID,2020-02-10,37.838001,118770
ID,2020-02-11,35.715199,117781
ID,2020-02-12,37.525501,117463
ID,2020-02-13,40.7617,113170
ID,2020-02-14,50.055099,115320
ID,2020-02-15,45.043701,114948
ID,2020-02-16,30.531099,113237
ID,2020-02-17,36.585098,114175
ID,2020-02-18,37.4603,115858
ID,2020-02-19,37.939098,115618
ID,2020-02-20,38.345699,116271
ID,2020-02-21,45.788601,115057
ID,2020-02-22,46.225498,112713
ID,2020-02-23,31.6327,112403
ID,2020-02-24,36.047001,116295
ID,2020-02-25,35.200298,115591
ID,2020-02-26,37.083199,113423
ID,2020-02-27,39.1334,116814
ID,2020-02-28,49.449799,114536
ID,2020-02-29,52.890999,114581
ID,2020-03-01,36.990501,112774
ID,2020-03-02,37.902,114274
ID,2020-03-03,40.9534,115502
ID,2020-03-04,38.534698,115840
ID,2020-03-05,42.949501,113889
ID,2020-03-06,50.1633,112871
ID,2020-03-07,52.791302,111584
ID,2020-03-08,32.752899,109096
ID,2020-03-09,26.7136,111874
ID,2020-03-10,32.830002,110116
ID,2020-03-11,24.247,101319
ID,2020-03-12,22.4307,110161
ID,2020-03-13,25.974199,111035
ID,2020-03-14,39.166302,108873
ID,2020-03-15,28.856701,109038
ID,2020-03-16,25.428699,110682
ID,2020-03-17,22.7724,110344
ID,2020-03-18,22.0319,107761
ID,2020-03-19,21.154699,108442
ID,2020-03-20,29.339001,110147
ID,2020-03-21,24.5457,107794
ID,2020-03-22,15.242,102768
ID,2020-03-23,16.7906,106806
ID,2020-03-24,23.2393,107702
ID,2020-03-25,25.5404,107982
ID,2020-03-26,14.4984,106496
ID,2020-03-27,16.7584,106556
ID,2020-03-28,23.505199,106530
ID,2020-03-29,15.5093,106351
ID,2020-03-30,14.6374,108571
ID,2020-03-31,15.1395,107887
ID,2020-04-01,15.2124,102476
ID,2020-04-02,14.2284,101043
ID,2020-04-03,23.732901,102767
ID,2020-04-04,21.5716,100636
ID,2020-04-05,13.6579,100194
ID,2020-04-06,13.3161,101025
ID,2020-04-07,13.2373,102332
ID,2020-04-08,13.8381,99529
ID,2020-04-09,14.5629,101550
ID,2020-04-10,19.2785,101298
ID,2020-04-11,29.695,101058
ID,2020-04-12,12.8547,97677
ID,2020-04-13,12.3709,97741
ID,2020-04-14,10.2106,89497
ID,2020-04-15,12.9959,84195
ID,2020-04-16,13.0448,84123
ID,2020-04-17,15.9518,83092
ID,2020-04-18,22.4317,89606
ID,2020-04-19,16.987,96527
ID,2020-04-20,17.1133,93268
ID,2020-04-21,18.017099,93379
ID,2020-04-22,18.004999,92163
ID,2020-04-23,17.481501,91255
ID,2020-04-24,21.199699,92799
ID,2020-04-25,30.874201,99144
ID,2020-04-26,22.3139,97581
ID,2020-04-27,18.5238,91220
ID,2020-04-28,19.335501,92548
ID,2020-04-29,19.2656,92324
ID,2020-04-30,18.9526,93089
ID,2020-05-01,25.412001,91683
ID,2020-05-02,34.845402,99059
ID,2020-05-03,23.616899,98614
ID,2020-05-04,20.8349,94083
ID,2020-05-05,21.728399,94635
ID,2020-05-06,19.5453,96072
ID,2020-05-07,21.8172,94806
ID,2020-05-08,28.5588,93499
ID,2020-05-09,45.710701,100074
ID,2020-05-10,28.136801,100975
ID,2020-05-11,20.353701,94370
ID,2020-05-12,20.537701,94540
ID,2020-05-13,21.061899,95156
ID,2020-05-14,21.5424,95106
ID,2020-05-15,26.3276,96020
ID,2020-05-16,37.171398,101968
ID,2020-05-17,26.033899,99751
ID,2020-05-18,28.157,102942
ID,2020-05-19,22.775299,96430
ID,2020-05-20,22.892099,95279
ID,2020-05-21,24.719999,95923
ID,2020-05-22,30.6975,96053
ID,2020-05-23,38.9193,102263
ID,2020-05-24,28.227699,100017
ID,2020-05-25,26.424601,95891
ID,2020-05-26,29.501499,103364
ID,2020-05-27,24.196199,93851
ID,2020-05-28,24.253099,92847
ID,2020-05-29,36.857498,104745
ID,2020-05-30,30.2689,97436
ID,2020-05-31,27.7988,101803
ID,2020-06-01,23.944901,96473
ID,2020-06-02,23.521099,94698
ID,2020-06-03,26.176001,94333
IL,2020-01-20,94.600098,841959
IL,2020-01-21,82.966797,868460
IL,2020-01-22,84.558403,877032
IL,2020-01-23,89.5065,880954
IL,2020-01-24,93.456299,879192
IL,2020-01-25,83.3013,848041
IL,2020-01-26,84.402802,838154
IL,2020-01-27,87.8955,875703
IL,2020-01-28,78.164803,876275
IL,2020-01-29,83.302498,880364
IL,2020-01-30,87.741203,866315
IL,2020-01-31,96.981003,866105
IL,2020-02-01,90.2948,842512
IL,2020-02-02,75.762398,847918
IL,2020-02-03,88.108498,888976
IL,2020-02-04,83.522598,907992
IL,2020-02-05,85.677597,910066
IL,2020-02-06,94.103302,894786
IL,2020-02-07,103.0684,896059
IL,2020-02-08,94.335602,872715
IL,2020-02-09,79.661697,866482
IL,2020-02-10,96.818497,900659
IL,2020-02-11,89.163902,903401
IL,2020-02-12,89.726097,912307
IL,2020-02-13,93.335999,846811
IL,2020-02-14,110.5274,859288
IL,2020-02-15,98.970596,841622
IL,2020-02-16,92.278397,828461
IL,2020-02-17,107.195,852146
IL,2020-02-18,94.693604,867466
IL,2020-02-19,93.9011,867464
IL,2020-02-20,99.475601,869726
IL,2020-02-21,102.7685,867851
IL,2020-02-22,94.266296,846274
IL,2020-02-23,91.335899,843210
IL,2020-02-24,94.732101,888940
IL,2020-02-25,85.2696,891875
IL,2020-02-26,87.257797,875653
IL,2020-02-27,102.0121,886819
IL,2020-02-28,110.9798,871041
IL,2020-02-29,106.1967,853972
IL,2020-03-01,97.358299,859504
IL,2020-03-02,93.396797,876761
IL,2020-03-03,84.7882,874390
IL,2020-03-04,89.301598,873051
IL,2020-03-05,96.9263,874510
IL,2020-03-06,99.553101,860328
IL,2020-03-07,103.9287,842765
IL,2020-03-08,90.856102,832880
IL,2020-03-09,72.599602,860175
IL,2020-03-10,76.608398,840984
IL,2020-03-11,55.573898,757318
IL,2020-03-12,54.579601,819673
IL,2020-03-13,72.827499,835412
IL,2020-03-14,70.428398,796813
IL,2020-03-15,66.702103,810005
IL,2020-03-16,51.133598,830844
IL,2020-03-17,41.967499,822803
IL,2020-03-18,37.674702,811685
IL,2020-03-19,37.620602,824699
IL,2020-03-20,48.006302,824024
IL,2020-03-21,33.8311,786875
IL,2020-03-22,17.261801,760367
IL,2020-03-23,20.7141,785929
IL,2020-03-24,25.6528,799019
IL,2020-03-25,27.4513,809074
IL,2020-03-26,22.054501,805636
IL,2020-03-27,25.597401,818505
IL,2020-03-28,27.606501,817562
IL,2020-03-29,22.536301,790829
IL,2020-03-30,21.437,816976
IL,2020-03-31,21.911699,807436
IL,2020-04-01,21.854099,782160
IL,2020-04-02,22.241301,778765
IL,2020-04-03,29.3873,796550
IL,2020-04-04,26.247999,758106
IL,2020-04-05,20.8619,762857
IL,2020-04-06,19.0844,777970
IL,2020-04-07,20.3396,808122
IL,2020-04-08,20.543699,788908
IL,2020-04-09,21.2215,776813
IL,2020-04-10,27.0238,774117
IL,2020-04-11,30.809299,773360
IL,2020-04-12,15.002,744845
IL,2020-04-13,17.8454,745723
IL,2020-04-14,13.8607,659890
IL,2020-04-15,16.036699,629523
IL,2020-04-16,17.187401,638135
IL,2020-04-17,17.7894,632023
IL,2020-04-18,23.884399,664816
IL,2020-04-19,20.594299,730078
IL,2020-04-20,22.207899,739457
IL,2020-04-21,23.923901,726428
IL,2020-04-22,23.402599,716430
IL,2020-04-23,24.0441,706416
IL,2020-04-24,27.812201,723137
IL,2020-04-25,30.049101,738886
IL,2020-04-26,28.1047,747289
IL,2020-04-27,24.0902,713102
IL,2020-04-28,24.9196,741746
IL,2020-04-29,23.268999,699542
IL,2020-04-30,26.9916,700425
IL,2020-05-01,31.2815,708059
IL,2020-05-02,35.652,750950
IL,2020-05-03,29.2005,751154
IL,2020-05-04,26.0891,728252
IL,2020-05-05,25.901501,721971
IL,2020-05-06,27.006901,736960
IL,2020-05-07,29.519501,735216
IL,2020-05-08,35.0849,721626
IL,2020-05-09,45.362301,763370
IL,2020-05-10,28.8116,758482
IL,2020-05-11,25.355301,723767
IL,2020-05-12,26.788799,729505
IL,2020-05-13,28.9879,739805
IL,2020-05-14,27.451099,742212
IL,2020-05-15,35.0532,752033
IL,2020-05-16,40.704601,773981
IL,2020-05-17,28.075001,736881
IL,2020-05-18,32.424599,772606
IL,2020-05-19,29.049999,734319
IL,2020-05-20,31.501699,727591
IL,2020-05-21,33.9077,728508
IL,2020-05-22,39.122002,729843
IL,2020-05-23,42.962002,767854
IL,2020-05-24,38.874401,751448
IL,2020-05-25,32.170898,727354
IL,2020-05-26,35.478401,790594
IL,2020-05-27,32.966301,726319
IL,2020-05-28,33.333199,726083
IL,2020-05-29,43.331299,772540
IL,2020-05-30,40.884102,710477
IL,2020-05-31,36.163799,745881
IL,2020-06-01,31.468201,735135
IL,2020-06-02,32.604099,725297
IL,2020-06-03,37.405998,730541
IN,2020-01-20,43.128101,527102
IN,2020-01-21,41.2561,536789
IN,2020-01-22,41.496799,536132
IN,2020-01-23,43.528301,543590
IN,2020-01-24,52.432701,543254
IN,2020-01-25,63.394798,531607
IN,2020-01-26,46.778301,525257
IN,2020-01-27,40.2449,542375
IN,2020-01-28,40.787998,544118
IN,2020-01-29,42.761398,546276
IN,2020-01-30,44.306702,538533
IN,2020-01-31,55.519001,539700
IN,2020-02-01,65.417397,527624
IN,2020-02-02,45.892799,529908
IN,2020-02-03,42.933701,553117
IN,2020-02-04,41.995201,563693
IN,2020-02-05,42.373199,567382
IN,2020-02-06,42.626701,555249
IN,2020-02-07,56.953999,556113
IN,2020-02-08,66.902603,541009
IN,2020-02-09,49.293598,543975
IN,2020-02-10,45.158699,558301
IN,2020-02-11,46.6166,559418
IN,2020-02-12,47.2402,568320
IN,2020-02-13,41.596401,521453
IN,2020-02-14,58.774101,531800
IN,2020-02-15,64.058601,527806
IN,2020-02-16,47.425598,521243
IN,2020-02-17,48.252602,533871
IN,2020-02-18,44.0383,539662
IN,2020-02-19,45.144402,536216
IN,2020-02-20,45.7258,537208
IN,2020-02-21,54.959999,535320
IN,2020-02-22,63.945499,525493
IN,2020-02-23,47.558899,519171
IN,2020-02-24,43.1511,544132
IN,2020-02-25,44.317501,554272
IN,2020-02-26,41.856602,543613
IN,2020-02-27,49.0784,552157
IN,2020-02-28,58.488499,539641
IN,2020-02-29,74.468498,530508
IN,2020-03-01,52.834499,532002
IN,2020-03-02,44.839001,542884
IN,2020-03-03,45.2281,543367
IN,2020-03-04,45.465801,541599
IN,2020-03-05,48.807999,540294
IN,2020-03-06,55.763199,531684
IN,2020-03-07,70.377403,519183
IN,2020-03-08,52.747101,514220
IN,2020-03-09,39.124802,533698
IN,2020-03-10,41.1628,520702
IN,2020-03-11,31.0049,458511
IN,2020-03-12,29.9925,501570
IN,2020-03-13,40.430199,519673
IN,2020-03-14,41.522499,488858
IN,2020-03-15,39.114601,500158
IN,2020-03-16,38.509399,512085
IN,2020-03-17,31.2813,510686
IN,2020-03-18,28.741699,504357
IN,2020-03-19,31.143299,516064
IN,2020-03-20,35.8414,518941
IN,2020-03-21,28.7292,492640
IN,2020-03-22,19.9795,489727
IN,2020-03-23,25.919701,499735
IN,2020-03-24,26.088499,502403
IN,2020-03-25,19.377399,504294
IN,2020-03-26,19.1012,510477
IN,2020-03-27,23.659599,512116
IN,2020-03-28,25.8409,516300
IN,2020-03-29,19.813101,502780
IN,2020-03-30,19.572701,514342
IN,2020-03-31,20.023001,509226
IN,2020-04-01,19.990999,491208
IN,2020-04-02,21.0383,494426
IN,2020-04-03,29.056101,501627
IN,2020-04-04,24.879601,485563
IN,2020-04-05,18.2463,483040
IN,2020-04-06,18.444799,495460
IN,2020-04-07,18.8414,511769
IN,2020-04-08,19.5303,509440
IN,2020-04-09,20.837999,497254
IN,2020-04-10,27.562,490791
IN,2020-04-11,31.506001,490789
IN,2020-04-12,13.6719,475349
IN,2020-04-13,17.869699,478055
IN,2020-04-14,13.659,409760
IN,2020-04-15,16.409201,398563
IN,2020-04-16,17.0807,400187
IN,2020-04-17,18.250099,398479
IN,2020-04-18,24.635401,413465
IN,2020-04-19,19.2561,463245
IN,2020-04-20,23.5868,478996
IN,2020-04-21,25.223,470920
IN,2020-04-22,24.8659,462096
IN,2020-04-23,24.2985,451666
IN,2020-04-24,31.224501,467022
IN,2020-04-25,35.120602,479338
IN,2020-04-26,28.023899,471907
IN,2020-04-27,26.880199,462280
IN,2020-04-28,27.530899,469696
IN,2020-04-29,26.078199,461222
IN,2020-04-30,27.714001,452043
IN,2020-05-01,36.254002,458560
IN,2020-05-02,41.046902,483470
IN,2020-05-03,30.828699,477179
IN,2020-05-04,30.5326,472124
IN,2020-05-05,30.674601,469844
IN,2020-05-06,30.1721,471925
IN,2020-05-07,32.535599,473296
IN,2020-05-08,40.936798,465596
IN,2020-05-09,53.1544,485132
IN,2020-05-10,33.333801,490398
IN,2020-05-11,29.491199,469672
IN,2020-05-12,30.633301,470833
IN,2020-05-13,32.294701,475991
IN,2020-05-14,31.727301,486904
IN,2020-05-15,40.592499,485542
IN,2020-05-16,48.775902,496693
IN,2020-05-17,35.916401,486497
IN,2020-05-18,35.037899,499393
IN,2020-05-19,34.373299,479882
IN,2020-05-20,35.112701,473841
IN,2020-05-21,38.694599,474648
IN,2020-05-22,48.142399,475499
IN,2020-05-23,51.368301,500175
IN,2020-05-24,43.1535,490584
IN,2020-05-25,38.7178,471942
IN,2020-05-26,40.260201,501387
IN,2020-05-27,37.7374,475439
IN,2020-05-28,38.1978,473655
IN,2020-05-29,48.361401,502851
IN,2020-05-30,48.636398,464758
IN,2020-05-31,40.999699,478798
IN,2020-06-01,36.239399,476278
IN,2020-06-02,38.030602,467796
IN,2020-06-03,41.73,472574
IA,2020-01-20,38.544998,270544
IA,2020-01-21,33.9599,279460
IA,2020-01-22,30.4499,282446
IA,2020-01-23,34.492699,283073
IA,2020-01-24,41.458401,277972
IA,2020-01-25,56.885899,268595
IA,2020-01-26,43.4837,270199
IA,2020-01-27,34.635899,278648
IA,2020-01-28,33.373798,282666
IA,2020-01-29,34.149899,282499
IA,2020-01-30,36.598999,277807
IA,2020-01-31,46.249401,276549
IA,2020-02-01,63.5163,269397
IA,2020-02-02,44.979099,271785
IA,2020-02-03,34.7728,281976
IA,2020-02-04,34.829102,284246
IA,2020-02-05,35.798698,282323
IA,2020-02-06,38.0308,279624
IA,2020-02-07,45.895802,282189
IA,2020-02-08,62.326199,276736
IA,2020-02-09,42.378799,274978
IA,2020-02-10,36.913101,281809
IA,2020-02-11,37.068199,281743
IA,2020-02-12,36.984798,289613
IA,2020-02-13,33.254299,270872
IA,2020-02-14,50.419701,276426
IA,2020-02-15,59.580399,271299
IA,2020-02-16,44.701,271560
IA,2020-02-17,37.563202,281076
IA,2020-02-18,34.522999,279361
IA,2020-02-19,35.945099,280059
IA,2020-02-20,39.208801,278236
IA,2020-02-21,50.473,276142
IA,2020-02-22,59.2934,270756
IA,2020-02-23,46.722301,274088
IA,2020-02-24,35.7869,284319
IA,2020-02-25,35.263302,282307
IA,2020-02-26,38.283501,276142
IA,2020-02-27,41.2416,281552
IA,2020-02-28,52.794899,276862
IA,2020-02-29,66.7201,274080
IA,2020-03-01,51.844101,274428
IA,2020-03-02,37.006802,278344
IA,2020-03-03,37.422699,280185
IA,2020-03-04,40.293301,281711
IA,2020-03-05,39.994701,282171
IA,2020-03-06,51.741699,273667
IA,2020-03-07,65.055397,269404
IA,2020-03-08,49.617599,269211
IA,2020-03-09,31.5406,275097
IA,2020-03-10,35.9739,271060
IA,2020-03-11,27.637199,247247
IA,2020-03-12,27.0186,265364
IA,2020-03-13,35.8176,267445
IA,2020-03-14,45.0569,253259
IA,2020-03-15,41.8741,255031
IA,2020-03-16,34.555302,256086
IA,2020-03-17,28.8269,255757
IA,2020-03-18,24.577499,255337
IA,2020-03-19,23.030399,264072
IA,2020-03-20,29.707899,264774
IA,2020-03-21,26.1124,260598
IA,2020-03-22,18.9041,255610
IA,2020-03-23,17.637501,259427
IA,2020-03-24,21.656,263945
IA,2020-03-25,21.4126,265805
IA,2020-03-26,19.315701,265689
IA,2020-03-27,23.540199,269415
IA,2020-03-28,29.1623,274167
IA,2020-03-29,22.618299,265608
IA,2020-03-30,18.922501,272758
IA,2020-03-31,20.421301,270348
IA,2020-04-01,20.2043,262964
IA,2020-04-02,20.202299,262025
IA,2020-04-03,26.5919,261055
IA,2020-04-04,28.2472,253883
IA,2020-04-05,21.120001,255262
IA,2020-04-06,16.495701,256374
IA,2020-04-07,17.2857,265409
IA,2020-04-08,17.630899,258956
IA,2020-04-09,18.5534,257073
IA,2020-04-10,27.1432,258227
IA,2020-04-11,31.9678,257933
IA,2020-04-12,11.7734,247923
IA,2020-04-13,15.657,247904
IA,2020-04-14,13.0152,224507
IA,2020-04-15,16.247,215362
IA,2020-04-16,16.341299,218438
IA,2020-04-17,19.523199,215259
IA,2020-04-18,26.3228,226216
IA,2020-04-19,21.8251,244555
IA,2020-04-20,19.0035,246705
IA,2020-04-21,21.368099,240877
IA,2020-04-22,21.2374,241071
IA,2020-04-23,22.9506,238458
IA,2020-04-24,28.290001,242203
IA,2020-04-25,37.207802,251016
IA,2020-04-26,29.1819,246086
IA,2020-04-27,22.9503,236102
IA,2020-04-28,22.559401,242625
IA,2020-04-29,22.8155,233903
IA,2020-04-30,25.5515,232730
IA,2020-05-01,33.314899,234094
IA,2020-05-02,40.325901,248756
IA,2020-05-03,32.325001,248140
IA,2020-05-04,24.083401,242725
IA,2020-05-05,25.511101,239594
IA,2020-05-06,25.1598,244215
IA,2020-05-07,27.0867,242730
IA,2020-05-08,36.8866,237890
IA,2020-05-09,48.016102,254882
IA,2020-05-10,34.993099,251932
IA,2020-05-11,23.577101,238429
IA,2020-05-12,24.8426,239074
IA,2020-05-13,25.641399,245579
IA,2020-05-14,26.7164,246774
IA,2020-05-15,36.580502,243146
IA,2020-05-16,44.7901,260020
IA,2020-05-17,34.8316,247711
IA,2020-05-18,30.2556,251797
IA,2020-05-19,28.9634,241270
IA,2020-05-20,29.2833,239776
IA,2020-05-21,31.616699,240923
IA,2020-05-22,40.187199,243529
IA,2020-05-23,47.731701,255765
IA,2020-05-24,38.101799,256831
IA,2020-05-25,33.002201,246027
IA,2020-05-26,32.344799,265164
IA,2020-05-27,31.1555,240580
IA,2020-05-28,31.0396,238572
IA,2020-05-29,43.499699,254226
IA,2020-05-30,43.008499,239311
IA,2020-05-31,38.041,249997
IA,2020-06-01,29.3643,244535
IA,2020-06-02,31.767,239736
IA,2020-06-03,34.693501,239130
KS,2020-01-20,46.286701,249885
KS,2020-01-21,47.764999,260314
KS,2020-01-22,41.684101,259920
KS,2020-01-23,48.576,262474
KS,2020-01-24,52.873501,255578
KS,2020-01-25,63.638802,248717
KS,2020-01-26,49.776901,249872
KS,2020-01-27,47.380402,262816
KS,2020-01-28,45.0383,264683
KS,2020-01-29,47.463799,262093
KS,2020-01-30,52.1651,258038
KS,2020-01-31,62.589901,255823
KS,2020-02-01,73.311096,251808
KS,2020-02-02,46.297901,252877
KS,2020-02-03,47.172401,267745
KS,2020-02-04,47.293201,271164
KS,2020-02-05,52.146099,264017
KS,2020-02-06,52.0923,260966
KS,2020-02-07,58.671902,261551
KS,2020-02-08,65.067802,255417
KS,2020-02-09,50.196301,255615
KS,2020-02-10,50.7313,264939
KS,2020-02-11,51.255402,265348
KS,2020-02-12,46.677601,268851
KS,2020-02-13,46.313801,246698
KS,2020-02-14,63.105,251821
KS,2020-02-15,63.565498,249330
KS,2020-02-16,48.803398,247932
KS,2020-02-17,53.0173,256702
KS,2020-02-18,48.944099,257909
KS,2020-02-19,48.601501,261045
KS,2020-02-20,50.449501,258253
KS,2020-02-21,57.178398,255772
KS,2020-02-22,62.569099,251877
KS,2020-02-23,48.9883,253281
KS,2020-02-24,49.848499,265015
KS,2020-02-25,47.493999,265160
KS,2020-02-26,51.148201,257459
KS,2020-02-27,55.1017,262806
KS,2020-02-28,63.829201,256422
KS,2020-02-29,67.909302,252675
KS,2020-03-01,53.687599,253345
KS,2020-03-02,49.886002,258120
KS,2020-03-03,50.6077,256648
KS,2020-03-04,50.931099,257893
KS,2020-03-05,53.063801,256415
KS,2020-03-06,59.767601,251959
KS,2020-03-07,67.611702,247060
KS,2020-03-08,49.7728,245082
KS,2020-03-09,36.7453,250346
KS,2020-03-10,42.609402,246132
KS,2020-03-11,32.8899,224777
KS,2020-03-12,35.191399,242213
KS,2020-03-13,42.501999,245345
KS,2020-03-14,47.103699,230507
KS,2020-03-15,39.743698,232995
KS,2020-03-16,35.930901,239500
KS,2020-03-17,32.630501,239409
KS,2020-03-18,30.9869,242714
KS,2020-03-19,29.9526,249811
KS,2020-03-20,38.127701,246710
KS,2020-03-21,28.2463,240864
KS,2020-03-22,23.4326,235354
KS,2020-03-23,24.321301,244131
KS,2020-03-24,23.3577,244851
KS,2020-03-25,24.105,244663
KS,2020-03-26,20.363199,246577
KS,2020-03-27,23.6598,249582
KS,2020-03-28,31.391001,245568
KS,2020-03-29,24.0821,241875
KS,2020-03-30,17.8319,250753
KS,2020-03-31,20.320101,247160
KS,2020-04-01,19.9659,239268
KS,2020-04-02,19.4342,239977
KS,2020-04-03,24.5284,237678
KS,2020-04-04,24.312901,229276
KS,2020-04-05,17.983601,230029
KS,2020-04-06,16.299299,232078
KS,2020-04-07,17.8519,238406
KS,2020-04-08,19.071899,234348
KS,2020-04-09,19.4554,235510
KS,2020-04-10,25.8249,235376
KS,2020-04-11,33.407101,238008
KS,2020-04-12,12.8472,225603
KS,2020-04-13,16.4795,229157
KS,2020-04-14,14.0523,206488
KS,2020-04-15,17.834,197288
KS,2020-04-16,17.083,200845
KS,2020-04-17,19.9949,198057
KS,2020-04-18,27.202,206058
KS,2020-04-19,21.973301,225143
KS,2020-04-20,21.0355,223146
KS,2020-04-21,23.7542,220624
KS,2020-04-22,22.5359,218064
KS,2020-04-23,25.879101,215591
KS,2020-04-24,27.469601,220248
KS,2020-04-25,40.383301,224801
KS,2020-04-26,30.158899,221262
KS,2020-04-27,25.307199,213342
KS,2020-04-28,24.8533,220532
KS,2020-04-29,26.183001,211763
KS,2020-04-30,27.651699,208450
KS,2020-05-01,34.961102,208319
KS,2020-05-02,42.259102,220342
KS,2020-05-03,32.840698,223809
KS,2020-05-04,23.436899,222910
KS,2020-05-05,30.784599,215558
KS,2020-05-06,28.180201,217659
KS,2020-05-07,29.0772,223289
KS,2020-05-08,39.136398,216019
KS,2020-05-09,52.3638,225461
KS,2020-05-10,37.886501,227293
KS,2020-05-11,24.688101,220125
KS,2020-05-12,26.822599,217705
KS,2020-05-13,27.0884,223679
KS,2020-05-14,30.2873,227348
KS,2020-05-15,35.908699,228096
KS,2020-05-16,47.757401,229717
KS,2020-05-17,38.611401,220066
KS,2020-05-18,36.055901,226410
KS,2020-05-19,33.916199,217202
KS,2020-05-20,33.731998,217773
KS,2020-05-21,36.213001,225783
KS,2020-05-22,43.355202,223867
KS,2020-05-23,50.868698,224787
KS,2020-05-24,40.033298,229937
KS,2020-05-25,34.129902,218694
KS,2020-05-26,37.184799,234471
KS,2020-05-27,35.013802,216261
KS,2020-05-28,32.8479,215138
KS,2020-05-29,47.6502,226757
KS,2020-05-30,45.903801,212400
KS,2020-05-31,41.6292,221336
KS,2020-06-01,35.711498,215155
KS,2020-06-02,35.847,212473
KS,2020-06-03,38.9977,213865
KY,2020-01-20,49.521301,330448
KY,2020-01-21,50.615601,339519
KY,2020-01-22,51.555599,339688
KY,2020-01-23,55.602699,343039
KY,2020-01-24,60.855202,341719
KY,2020-01-25,61.964199,333447
