STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.99546,3.9e-05,5.7e-05,0.000455,0.00014,0.000219,1.9e-05,0.0,8.1e-05,0.000119,7.4e-05,0.004247,4.1e-05,0.000516,5.4e-05,5.2e-05,8.1e-05,8.8e-05,4.1e-05,4.2e-05,3.1e-05,0.0,3.5e-05,0.00012,7e-05,2.1e-05,0.000679,2.1e-05,0.000128,4.9e-05,4.2e-05,1.3e-05,0.000173,0.000594,2.3e-05,4.3e-05,7.6e-05,0.000479,4.3e-05,0.0,3.6e-05,0.000171,7e-05,7.4e-05,0.000253,4.1e-05,0.000142,0.001335,3.2e-05,4.6e-05,0.000307
AL,0.001216,0.985509,0.014232,0.003677,0.001047,0.003251,0.00159,0.002289,0.002524,0.031321,0.072677,0.001019,0.004051,0.002273,0.005005,0.007095,0.003656,0.014487,0.028832,0.001132,0.003038,0.001699,0.002758,0.002406,0.006523,0.130151,0.003531,0.006585,0.001435,0.003306,0.001244,0.001609,0.011573,0.002783,0.000998,0.004013,0.005729,0.001324,0.002934,0.001258,0.011084,0.002541,0.055897,0.005042,0.003172,0.005589,0.001629,0.000877,0.003352,0.004756,0.011119
AR,0.001459,0.007077,0.983334,0.005152,0.001504,0.004144,0.001287,0.001384,0.001826,0.002208,0.003984,0.00051,0.006383,0.003289,0.007783,0.007874,0.013997,0.01021,0.024197,0.000948,0.002293,0.001348,0.002515,0.002447,0.047453,0.032537,0.004584,0.002407,0.003124,0.005974,0.000844,0.001456,0.019179,0.003684,0.000957,0.004307,0.067699,0.001738,0.002927,0.00085,0.002835,0.004626,0.028099,0.015183,0.004203,0.003598,0.001133,0.001072,0.003618,0.004244,0.016345
AZ,0.008594,0.001864,0.005046,0.985663,0.021906,0.014609,0.001268,0.001917,0.001746,0.002304,0.002233,0.013031,0.006736,0.01322,0.005094,0.004256,0.005571,0.002728,0.002675,0.001007,0.001894,0.001406,0.002531,0.008791,0.005508,0.003003,0.013446,0.001628,0.011924,0.009526,0.001033,0.001596,0.07417,0.065775,0.000992,0.002584,0.008813,0.009551,0.002019,0.000952,0.001665,0.010336,0.00349,0.005673,0.036044,0.002078,0.001629,0.009141,0.004646,0.00165,0.025875
CA,0.010135,0.001923,0.004452,0.06031,0.996685,0.012096,0.001618,0.003461,0.00188,0.002813,0.002719,0.04198,0.003898,0.022232,0.004449,0.003606,0.004222,0.002543,0.002622,0.001675,0.002445,0.000937,0.00214,0.004257,0.004292,0.002926,0.013717,0.00191,0.004304,0.006985,0.001455,0.002191,0.037994,0.137452,0.001638,0.002477,0.00694,0.040648,0.002259,0.00119,0.00199,0.004454,0.003654,0.005063,0.026209,0.002724,0.001204,0.016016,0.002616,0.001661,0.032638
CO,0.004297,0.002111,0.004421,0.011408,0.004281,0.981932,0.001249,0.002556,0.001477,0.003269,0.002547,0.007644,0.008238,0.01646,0.004422,0.003566,0.018517,0.003056,0.002732,0.001281,0.002167,0.000908,0.001974,0.005224,0.006291,0.00209,0.025227,0.001827,0.012147,0.032992,0.002025,0.001507,0.058074,0.01321,0.000998,0.002226,0.007662,0.006993,0.002017,0.001054,0.00173,0.017104,0.003033,0.005453,0.027843,0.002091,0.002266,0.005024,0.003776,0.001695,0.203976
CT,0.000324,0.000509,0.000688,0.000718,0.000268,0.000722,0.984933,0.004046,0.006982,0.001724,0.000947,0.000534,0.000648,0.000645,0.001073,0.001558,0.000417,0.001235,0.000449,0.082955,0.003977,0.018192,0.000474,0.000439,0.000698,0.000506,0.000951,0.001512,0.000319,0.000863,0.028176,0.015178,0.001992,0.000733,0.041458,0.001772,0.000612,0.00039,0.006177,0.152263,0.001784,0.000514,0.001011,0.000411,0.000905,0.003083,0.033706,0.000307,0.000686,0.002082,0.003177
DC,0.000162,0.0002,0.000141,0.000221,0.000177,0.000348,0.001088,0.919071,0.008513,0.000738,0.000535,0.00017,0.000135,6.4e-05,0.000279,0.000248,0.000131,0.000282,0.000212,0.000787,0.131567,0.000293,0.000262,0.000162,0.00014,0.000217,0.00017,0.001463,0.000223,0.000196,0.000717,0.002032,0.000225,0.000297,0.001236,0.000392,0.000123,8.9e-05,0.002259,0.000646,0.000921,8.6e-05,0.000382,0.00019,0.000302,0.046963,0.000637,0.000171,0.000149,0.004096,0.000461
DE,0.000405,0.000326,0.000422,0.000323,0.000135,0.00031,0.003208,0.021563,0.962404,0.0011,0.000673,0.00017,0.000283,0.00021,0.000476,0.000868,0.00023,0.000592,0.000327,0.001877,0.082928,0.001641,0.00022,0.000167,0.000323,0.000413,0.00034,0.001613,0.000128,0.000324,0.001729,0.021898,0.000745,0.000238,0.003368,0.000865,0.000225,0.000146,0.038626,0.001701,0.001459,5.7e-05,0.000672,0.000195,0.000292,0.007814,0.003116,0.000127,0.000307,0.002548,0.000922
FL,0.005675,0.074632,0.008294,0.005721,0.003037,0.012989,0.012398,0.015547,0.016139,0.987607,0.067826,0.00347,0.013125,0.004853,0.01623,0.016664,0.007182,0.018903,0.015927,0.015473,0.015597,0.012216,0.021387,0.020719,0.009986,0.022603,0.008319,0.018437,0.008831,0.008348,0.023368,0.016371,0.009148,0.008675,0.013104,0.015909,0.005266,0.003192,0.014098,0.014522,0.025191,0.00888,0.019874,0.007199,0.010974,0.013936,0.010409,0.003952,0.016263,0.01132,0.012707
