STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.992116,5e-05,6.1e-05,0.000116,9.5e-05,0.000155,1.1e-05,0.0,4.6e-05,5.9e-05,5.4e-05,0.00017,3.3e-05,0.000463,3.8e-05,3.1e-05,5.3e-05,9.4e-05,4.2e-05,1e-05,3.8e-05,3.2e-05,4.7e-05,0.000101,5.9e-05,4.1e-05,0.000497,3.4e-05,5.7e-05,8.7e-05,5.9e-05,1.5e-05,0.000146,0.000122,2.4e-05,2.1e-05,5.3e-05,0.000458,2.9e-05,6.5e-05,3.4e-05,0.000104,4.4e-05,6.8e-05,0.000248,4.5e-05,0.0,0.001127,8.1e-05,1.7e-05,0.000387
AL,0.001294,0.979724,0.021264,0.002938,0.001032,0.002834,0.001616,0.002839,0.002277,0.035107,0.080927,0.000255,0.003478,0.002175,0.005847,0.009362,0.004425,0.021162,0.048639,0.001013,0.002781,0.001434,0.002293,0.001362,0.009003,0.142187,0.003106,0.007605,0.00193,0.003254,0.00108,0.001534,0.007625,0.00242,0.001207,0.004891,0.007572,0.001228,0.002884,0.001322,0.012558,0.003185,0.062843,0.006432,0.00249,0.005486,0.00174,0.000891,0.002226,0.006064,0.008505
AR,0.000526,0.00947,0.976647,0.004264,0.001547,0.004274,0.001192,0.001822,0.001874,0.003077,0.004388,0.000149,0.005795,0.002844,0.007305,0.006757,0.016362,0.008817,0.030694,0.000776,0.002076,0.001009,0.002163,0.001704,0.048985,0.036564,0.003941,0.002566,0.003077,0.005985,0.000752,0.001474,0.012202,0.00358,0.001006,0.003627,0.065642,0.001535,0.002831,0.000976,0.003081,0.004735,0.028329,0.015238,0.003407,0.003705,0.001392,0.00103,0.002693,0.005007,0.012453
AZ,0.003922,0.001801,0.00458,0.987566,0.021142,0.0119,0.000905,0.001441,0.001069,0.001313,0.001788,0.000935,0.003568,0.010983,0.003508,0.002956,0.004553,0.002269,0.002343,0.000807,0.001512,0.000977,0.001446,0.002242,0.004364,0.002738,0.008858,0.001196,0.003402,0.00579,0.000916,0.001094,0.052169,0.057663,0.000821,0.001863,0.006692,0.006861,0.001736,0.000932,0.001397,0.00517,0.002823,0.004517,0.029466,0.001795,0.001253,0.004694,0.002327,0.00181,0.021676
CA,0.0057,0.001925,0.004536,0.051377,0.996149,0.010613,0.001673,0.003433,0.001611,0.001897,0.002404,0.010133,0.003856,0.024485,0.003375,0.003071,0.00401,0.002454,0.002303,0.001638,0.001964,0.001655,0.001504,0.002205,0.004241,0.002722,0.017023,0.001918,0.003478,0.006863,0.001445,0.001732,0.024686,0.145751,0.001469,0.002216,0.005462,0.039654,0.002166,0.001387,0.00188,0.005936,0.003345,0.003895,0.029714,0.002367,0.001496,0.012496,0.001982,0.001852,0.028745
CO,0.004002,0.001326,0.004251,0.009618,0.003565,0.983194,0.001054,0.001568,0.001177,0.001532,0.001499,0.000595,0.007733,0.01485,0.003865,0.003214,0.018998,0.002519,0.002574,0.000841,0.00131,0.001261,0.001545,0.003805,0.007135,0.002016,0.022082,0.001192,0.009441,0.031768,0.001174,0.001034,0.057412,0.011639,0.000756,0.002014,0.008418,0.005965,0.001671,0.000867,0.00113,0.018747,0.002544,0.004949,0.027441,0.001507,0.001357,0.004373,0.002932,0.001548,0.178103
CT,0.000162,0.000653,0.000833,0.000505,0.00026,0.000635,0.977581,0.003306,0.007281,0.001123,0.00103,8.5e-05,0.000841,0.00063,0.001074,0.001734,0.000477,0.001331,0.000476,0.081812,0.004047,0.01961,0.00081,0.000409,0.000792,0.000575,0.000941,0.00168,0.000554,0.000772,0.02861,0.014001,0.001217,0.00067,0.037212,0.002046,0.000598,0.000423,0.006273,0.156493,0.001977,0.000836,0.001187,0.00039,0.000669,0.003603,0.040189,0.000274,0.000862,0.002952,0.002237
DC,0.0,0.000166,0.000163,0.000146,9.9e-05,0.000183,0.000894,0.894605,0.007652,0.000397,0.000411,8.5e-05,0.000171,0.000305,0.000249,0.000296,8.8e-05,0.000257,0.000163,0.000673,0.097748,0.00041,0.000216,0.00014,0.000205,0.000306,0.000142,0.001079,7.6e-05,0.000141,0.000517,0.001616,0.000135,0.000216,0.000893,0.000349,0.000138,7e-05,0.002284,0.001106,0.000868,0.000122,0.000436,0.000122,0.000211,0.033913,0.000835,8e-05,0.000111,0.00444,0.000359
DE,8.1e-05,0.000388,0.000667,0.00027,0.000134,0.00029,0.00435,0.024452,0.945922,0.000756,0.000835,0.0,0.000451,0.000177,0.000544,0.000864,0.000309,0.000762,0.00031,0.002088,0.091878,0.001639,0.000271,0.000179,0.000412,0.000449,0.000408,0.002695,0.000191,0.000436,0.002196,0.025298,0.000603,0.000266,0.003723,0.001185,0.000316,0.000131,0.04313,0.002883,0.001895,0.000487,0.00086,0.000181,0.00031,0.009976,0.001879,0.000124,0.000301,0.004812,0.001077
FL,0.00287,0.106776,0.013851,0.003964,0.001817,0.006715,0.007823,0.009493,0.008055,0.991041,0.086266,0.000765,0.005287,0.003031,0.011154,0.014555,0.005533,0.023743,0.029169,0.00724,0.00892,0.008717,0.007004,0.003553,0.0103,0.0416,0.004757,0.01617,0.002848,0.00428,0.007763,0.007298,0.006803,0.004134,0.006939,0.012037,0.006984,0.002064,0.008196,0.009907,0.024202,0.004822,0.032333,0.006548,0.004002,0.011351,0.007238,0.00193,0.005147,0.012043,0.010355
