STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.98136,9.4e-05,8.2e-05,0.000209,0.000215,0.000173,0.000115,0.000131,0.000105,9.4e-05,0.000161,0.001037,7.7e-05,0.000416,0.000109,0.00012,0.000119,0.000143,0.000129,0.000173,0.00012,5.5e-05,0.000151,0.000188,6.7e-05,8.3e-05,0.000394,9.6e-05,0.000171,0.000142,0.000121,8.8e-05,9.7e-05,0.000236,8.9e-05,0.000115,0.000113,0.000452,0.000118,0.000123,8e-05,0.000201,0.000119,0.00014,0.000264,7.8e-05,9e-05,0.001074,0.000126,0.000132,0.000244
AL,0.001799,0.965205,0.013336,0.00372,0.00156,0.003593,0.002372,0.005501,0.002304,0.021834,0.058823,0.001492,0.00382,0.002858,0.004949,0.006647,0.004738,0.012104,0.025735,0.002072,0.003269,0.001616,0.00309,0.002464,0.007132,0.09763,0.004079,0.006671,0.00275,0.004465,0.001961,0.002064,0.009837,0.002812,0.001849,0.004269,0.005939,0.001503,0.002859,0.001934,0.00964,0.00334,0.044162,0.005972,0.003299,0.005235,0.001702,0.001503,0.002451,0.00462,0.008462
AR,0.001431,0.0064,0.958817,0.004886,0.001608,0.00422,0.001775,0.002969,0.001705,0.001947,0.004367,0.000709,0.0046,0.00313,0.006639,0.005913,0.011335,0.007658,0.02525,0.001381,0.00224,0.001438,0.002742,0.002243,0.041333,0.031172,0.00425,0.002386,0.003262,0.00533,0.001398,0.001567,0.015325,0.003354,0.001353,0.003418,0.055732,0.001722,0.002506,0.001049,0.002852,0.003742,0.024046,0.014247,0.003651,0.003679,0.001642,0.00117,0.002691,0.003866,0.013426
AZ,0.005232,0.002222,0.005442,0.973447,0.017816,0.009523,0.0016,0.003318,0.001646,0.002,0.00261,0.006803,0.004443,0.012021,0.004482,0.003732,0.005148,0.002721,0.003572,0.001623,0.002126,0.001534,0.002312,0.004186,0.005283,0.003162,0.0085,0.001811,0.006278,0.006176,0.001438,0.001608,0.065271,0.045206,0.001469,0.002547,0.008529,0.006525,0.002149,0.001255,0.001865,0.005437,0.003299,0.005918,0.021863,0.002527,0.001612,0.005508,0.002683,0.002211,0.01763
CA,0.022483,0.003375,0.006497,0.053573,0.989871,0.011757,0.004056,0.006942,0.002618,0.003653,0.004655,0.029432,0.00516,0.021275,0.005602,0.005434,0.006477,0.004487,0.004926,0.003698,0.004181,0.00311,0.003857,0.004724,0.006087,0.004457,0.013659,0.003125,0.005861,0.00856,0.00362,0.003332,0.036061,0.114708,0.003152,0.004059,0.009204,0.034585,0.003674,0.00321,0.003402,0.006797,0.004898,0.007187,0.028214,0.004592,0.005015,0.01696,0.003523,0.003851,0.02951
CO,0.003924,0.00209,0.005135,0.008957,0.003789,0.969833,0.001945,0.004148,0.00172,0.00257,0.00269,0.003765,0.006459,0.013342,0.004223,0.003616,0.015825,0.003451,0.003155,0.001855,0.00244,0.001534,0.002679,0.003982,0.008566,0.002605,0.018972,0.002075,0.009256,0.026533,0.00183,0.001594,0.037587,0.009999,0.001438,0.003084,0.007101,0.005136,0.002317,0.001934,0.001985,0.013443,0.003007,0.005631,0.022696,0.002664,0.00203,0.004106,0.002981,0.002562,0.134341
CT,0.001226,0.000959,0.001557,0.000977,0.000678,0.001458,0.964741,0.005894,0.004742,0.001669,0.001868,0.000691,0.001299,0.001113,0.001817,0.002268,0.001338,0.001696,0.000989,0.059039,0.004323,0.012151,0.001527,0.001246,0.001403,0.001187,0.00156,0.001726,0.00146,0.001427,0.020374,0.010121,0.002193,0.001161,0.025644,0.002292,0.001281,0.000699,0.005176,0.126088,0.0019,0.001628,0.001703,0.001085,0.001297,0.003533,0.058242,0.000659,0.001277,0.002819,0.003011
DC,0.000204,0.000294,0.000271,0.000186,0.000196,0.000406,0.000767,0.775454,0.006687,0.000584,0.000602,0.000218,0.000227,0.000226,0.000318,0.000286,0.000183,0.000327,0.000249,0.000585,0.082813,0.000534,0.000296,0.000249,0.000251,0.000213,0.00024,0.001066,0.000493,0.000241,0.000503,0.001439,0.000271,0.000363,0.000914,0.000356,0.000184,0.000124,0.001732,0.000679,0.000773,0.000285,0.000458,0.000242,0.000335,0.028626,0.000507,0.00016,0.000186,0.003939,0.000353
DE,0.000409,0.000398,0.000641,0.000371,0.000209,0.000438,0.001961,0.014583,0.927747,0.000833,0.000883,0.000218,0.000531,0.000289,0.000654,0.000817,0.000545,0.00068,0.000438,0.001205,0.056587,0.000973,0.000474,0.000403,0.000538,0.000488,0.000583,0.001574,0.000588,0.0005,0.001207,0.017056,0.001073,0.000415,0.002202,0.000938,0.00049,0.0002,0.024168,0.001543,0.001258,0.00042,0.000813,0.000395,0.00054,0.00585,0.001373,0.000171,0.000369,0.002145,0.001248
FL,0.006663,0.059843,0.01011,0.007124,0.004194,0.011623,0.01064,0.021874,0.012312,0.982913,0.056055,0.004311,0.008453,0.005617,0.012633,0.013117,0.008217,0.016235,0.020002,0.011233,0.013259,0.008123,0.012403,0.010115,0.010032,0.022768,0.007661,0.016738,0.008251,0.007819,0.009453,0.012437,0.01144,0.008711,0.009917,0.012472,0.007634,0.003719,0.010606,0.010411,0.023654,0.008274,0.019102,0.008935,0.009045,0.014426,0.008239,0.004605,0.008645,0.011443,0.012287
