STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.994979,3.4e-05,1.9e-05,0.000122,7.3e-05,9e-05,3.2e-05,0.0,4.6e-05,3.7e-05,2.3e-05,0.000126,1.4e-05,0.000359,2.2e-05,1.5e-05,5.6e-05,6.9e-05,3e-05,1e-05,2.1e-05,4.6e-05,2.1e-05,5.5e-05,3.8e-05,5.7e-05,0.000401,2.6e-05,0.000185,1.9e-05,1.1e-05,1.4e-05,3.9e-05,0.000148,1.9e-05,2.6e-05,3.2e-05,0.000387,3.1e-05,2.1e-05,2.1e-05,0.000153,3.8e-05,2.9e-05,0.000114,4.1e-05,0.0,0.000749,5.1e-05,2.4e-05,0.000134
AL,0.000538,0.975954,0.015799,0.00278,0.001125,0.002568,0.001741,0.002072,0.002584,0.031106,0.080178,0.000198,0.003131,0.002331,0.004973,0.007069,0.003541,0.015179,0.04694,0.001129,0.002856,0.001275,0.002426,0.001561,0.006697,0.139096,0.002459,0.00717,0.001808,0.002661,0.001028,0.00187,0.006426,0.00241,0.001223,0.004266,0.005827,0.001262,0.002956,0.001599,0.011402,0.002214,0.057147,0.005202,0.0023,0.005397,0.001036,0.000911,0.002503,0.005827,0.006962
AR,0.00043,0.00843,0.975248,0.004185,0.001593,0.003687,0.001682,0.001533,0.002107,0.002295,0.004251,1.8e-05,0.005853,0.003022,0.007155,0.006546,0.014768,0.008496,0.026491,0.001258,0.002331,0.001199,0.002385,0.002104,0.045407,0.034811,0.002826,0.002492,0.003008,0.00521,0.000994,0.001836,0.011033,0.003161,0.001144,0.003549,0.061269,0.00187,0.003195,0.001347,0.003184,0.004259,0.02739,0.013647,0.003244,0.003294,0.001263,0.001171,0.003136,0.004717,0.010672
AZ,0.002726,0.001627,0.004264,0.987575,0.019857,0.00982,0.001105,0.000953,0.000969,0.001088,0.001697,0.000667,0.003536,0.009435,0.003115,0.002944,0.003537,0.002046,0.002238,0.000789,0.001386,0.000922,0.001256,0.002422,0.003854,0.002626,0.00743,0.001221,0.004706,0.004698,0.000681,0.001267,0.045816,0.057531,0.000748,0.001749,0.005847,0.006259,0.001869,0.000715,0.001375,0.00511,0.002527,0.003644,0.026405,0.001668,0.000874,0.004701,0.002212,0.001796,0.019355
CA,0.003336,0.00184,0.003978,0.046137,0.995518,0.008301,0.001832,0.0029,0.001645,0.001475,0.002127,0.007882,0.003941,0.017893,0.003279,0.003265,0.0034,0.002471,0.002328,0.001362,0.002002,0.00146,0.001412,0.002213,0.003675,0.002657,0.010535,0.001933,0.003451,0.005883,0.00153,0.002158,0.020101,0.125741,0.00144,0.002217,0.004906,0.034449,0.002402,0.001431,0.001728,0.00477,0.002954,0.003209,0.024584,0.0022,0.00149,0.011755,0.002122,0.002299,0.024624
CO,0.002511,0.001345,0.003427,0.008301,0.002954,0.986476,0.000932,0.001077,0.000907,0.001183,0.001378,0.000505,0.006592,0.012033,0.003102,0.002538,0.016149,0.002073,0.001781,0.000647,0.001209,0.000661,0.001233,0.003209,0.005616,0.001693,0.016186,0.001102,0.008876,0.027371,0.000916,0.000948,0.052194,0.011055,0.000683,0.001585,0.00723,0.00508,0.001617,0.000652,0.001084,0.016455,0.001943,0.003866,0.024658,0.001286,0.001295,0.003772,0.002638,0.001668,0.156371
CT,0.000179,0.00061,0.000756,0.000558,0.000302,0.000608,0.978123,0.00261,0.005874,0.001001,0.001149,1.8e-05,0.000932,0.000654,0.001057,0.001496,0.000554,0.001244,0.000538,0.070589,0.003759,0.016841,0.000841,0.00054,0.000845,0.00085,0.000715,0.00157,0.000535,0.000685,0.024116,0.011506,0.001103,0.000812,0.029064,0.00191,0.000597,0.000438,0.005791,0.136407,0.001767,0.001022,0.001045,0.000374,0.000797,0.002923,0.040124,0.000356,0.000909,0.00281,0.002419
DC,3.6e-05,0.000144,0.000107,9.3e-05,6.2e-05,0.000103,0.000771,0.90375,0.005675,0.000309,0.000361,0.0,0.000115,6.4e-05,0.000241,0.000238,9.6e-05,0.00022,0.000159,0.000518,0.08797,0.000323,0.000181,0.0001,0.000149,0.000128,0.000122,0.001007,0.000129,6.8e-05,0.000391,0.00145,8.7e-05,7.4e-05,0.000789,0.000337,0.000106,7.4e-05,0.001684,0.000589,0.00072,5.1e-05,0.000288,9.4e-05,0.00012,0.030615,0.00068,4.5e-05,0.000115,0.002778,0.000188
DE,0.000251,0.000442,0.00043,0.000239,0.000123,0.000206,0.003676,0.012679,0.952204,0.000619,0.000744,3.6e-05,0.000351,0.000249,0.000448,0.000627,0.000229,0.000675,0.000277,0.001676,0.064417,0.00189,0.000303,0.000194,0.000359,0.000491,0.000349,0.002175,0.000277,0.000185,0.002614,0.01886,0.000571,0.000235,0.002737,0.001172,0.000264,0.000175,0.029437,0.002041,0.001447,0.00029,0.000834,0.00017,0.000211,0.006683,0.001522,0.00013,0.000298,0.002977,0.000806
FL,0.001973,0.10448,0.008783,0.002648,0.001412,0.004421,0.007594,0.005884,0.007458,0.991535,0.074135,0.000595,0.003837,0.002506,0.007683,0.009607,0.003842,0.01432,0.027017,0.005943,0.006949,0.00693,0.006898,0.003396,0.006322,0.037694,0.002791,0.013101,0.00227,0.003105,0.006456,0.005355,0.004413,0.003249,0.005484,0.007753,0.004338,0.001893,0.006777,0.008395,0.020089,0.002828,0.022332,0.004027,0.002829,0.009068,0.008323,0.001673,0.004848,0.008437,0.008091
GA,0.001865,0.106476,0.010876,0.003365,0.001692,0.003453,0.005056,0.006754,0.007212,0.042121,0.981098,0.000361,0.005103,0.003971,0.007544,0.010757,0.004656,0.021506,0.011131,0.003429,0.007539,0.005009,0.006566,0.003418,0.007086,0.024551,0.004116,0.029806,0.003192,0.004414,0.003396,0.005188,0.00693,0.00339,0.003926,0.008712,0.005133,0.002607,0.006729,0.003787,0.101524,0.003594,0.066456,0.004026,0.004332,0.012844,0.004178,0.002034,0.004686,0.012228,0.01121
HI,0.000681,2.4e-05,1.1e-05,9.3e-05,0.000197,9.3e-05,1.6e-05,4.1e-05,1.5e-05,1.9e-05,7e-06,0.998503,3.2e-05,0.000147,2.7e-05,2.6e-05,2.4e-05,3e-05,2.1e-05,1.3e-05,2.4e-05,1.5e-05,2.1e-05,3e-05,1.8e-05,3.8e-05,0.000105,1.8e-05,3.7e-05,3.1e-05,0.0,1.8e-05,8.7e-05,0.000208,3e-05,1.8e-05,2.6e-05,0.000124,4e-06,0.0,9e-06,1.7e-05,2.3e-05,1.9e-05,0.000233,2.7e-05,3.2e-05,0.000215,1.7e-05,8e-06,0.000108
