STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.995434,3.7e-05,7.8e-05,0.000274,0.000132,0.000132,3.1e-05,8.8e-05,2.1e-05,6.2e-05,5.9e-05,0.000612,4.7e-05,0.000586,4.6e-05,7.1e-05,0.000109,0.000127,7.2e-05,6.7e-05,7e-05,4.5e-05,6.3e-05,0.000149,6.9e-05,4.2e-05,0.00046,4.9e-05,0.000167,7.1e-05,3.2e-05,2.7e-05,0.000119,0.000328,3e-05,5.6e-05,0.0001,0.000852,3.7e-05,0.0,5e-05,9.4e-05,6.3e-05,6.5e-05,0.000254,4.5e-05,9.8e-05,0.001546,0.000111,7.6e-05,0.000283
AL,0.00105,0.974825,0.01363,0.003437,0.001275,0.002863,0.001472,0.003844,0.002206,0.027791,0.073128,0.000781,0.003158,0.002163,0.004856,0.008685,0.004342,0.014471,0.031244,0.001543,0.003086,0.00146,0.002193,0.001932,0.006325,0.121174,0.002733,0.007294,0.001555,0.003916,0.001175,0.001584,0.010796,0.003035,0.001551,0.004165,0.00529,0.001355,0.002584,0.000988,0.009976,0.003414,0.058345,0.005363,0.002306,0.004989,0.000886,0.001238,0.002182,0.004352,0.008559
AR,0.001102,0.006476,0.968837,0.00494,0.00137,0.003613,0.000916,0.000928,0.001371,0.001902,0.003627,0.000338,0.004837,0.003128,0.006947,0.006125,0.014294,0.00796,0.029551,0.000822,0.002017,0.001033,0.002038,0.001928,0.049248,0.035026,0.003856,0.00235,0.002943,0.006607,0.000667,0.001154,0.019428,0.002916,0.000997,0.003397,0.068444,0.001362,0.002267,0.000756,0.002556,0.004921,0.026129,0.015528,0.003181,0.003317,0.001083,0.000844,0.002289,0.003654,0.016231
AZ,0.003936,0.001816,0.005379,0.982483,0.020392,0.010876,0.001088,0.002209,0.001242,0.001871,0.001991,0.006015,0.004428,0.010491,0.004066,0.003774,0.005195,0.002406,0.003062,0.001005,0.001718,0.001235,0.001771,0.003302,0.004938,0.002772,0.007381,0.001628,0.005914,0.007207,0.000747,0.001342,0.072268,0.058875,0.001075,0.002389,0.008474,0.00677,0.001971,0.001308,0.001824,0.005769,0.003207,0.005447,0.026964,0.002167,0.000886,0.005876,0.002775,0.001985,0.022287
CA,0.008187,0.002859,0.005663,0.074289,0.994495,0.013975,0.002834,0.007468,0.003212,0.003542,0.003936,0.02938,0.005052,0.024748,0.005404,0.004589,0.005056,0.003558,0.004303,0.003225,0.003875,0.002875,0.002899,0.004829,0.005301,0.003724,0.013817,0.003018,0.00447,0.009535,0.002303,0.003116,0.039537,0.165519,0.003028,0.00354,0.007772,0.03942,0.003009,0.002296,0.002753,0.005839,0.00458,0.006358,0.031528,0.003686,0.003299,0.016494,0.003069,0.002072,0.034036
CO,0.002624,0.001987,0.005251,0.011,0.004704,0.981821,0.00101,0.004154,0.001756,0.002391,0.002183,0.005023,0.008059,0.015065,0.004629,0.003848,0.019091,0.003148,0.003198,0.001178,0.002499,0.001235,0.002327,0.00485,0.009737,0.002493,0.020381,0.001675,0.010385,0.03194,0.001287,0.001334,0.048005,0.012589,0.001011,0.002696,0.007799,0.005931,0.002104,0.00093,0.001427,0.016788,0.003199,0.005416,0.026498,0.00229,0.001133,0.004661,0.003424,0.002018,0.179869
CT,5.2e-05,0.000642,0.000922,0.000659,0.000397,0.000809,0.960714,0.006098,0.007581,0.001636,0.001119,0.000443,0.001023,0.000599,0.00141,0.001758,0.000639,0.001232,0.000717,0.078556,0.004783,0.022682,0.000849,0.00064,0.000813,0.000825,0.000741,0.001796,0.000611,0.001076,0.032116,0.017586,0.001824,0.000791,0.038144,0.002061,0.000725,0.000323,0.006843,0.155657,0.001941,0.000753,0.001414,0.000508,0.00072,0.0037,0.053476,0.000347,0.00081,0.002192,0.003432
DC,0.000262,0.000556,0.000397,0.000404,0.000398,0.000586,0.001088,0.797923,0.016682,0.000973,0.001007,0.000169,0.000388,0.000352,0.000709,0.000644,0.000357,0.000633,0.000608,0.001101,0.13455,0.000876,0.000677,0.000516,0.000459,0.000471,0.000664,0.002418,0.000416,0.000335,0.000778,0.002805,0.000489,0.000619,0.00165,0.000809,0.000471,0.000303,0.004586,0.001395,0.001483,0.000259,0.000854,0.000485,0.000662,0.049771,0.000936,0.000413,0.000306,0.007962,0.000404
DE,0.000105,0.000374,0.000451,0.000328,0.00016,0.000336,0.002991,0.020681,0.911217,0.000954,0.000764,6.3e-05,0.000441,0.000378,0.00056,0.000743,0.000322,0.000536,0.000348,0.001413,0.079028,0.001303,0.000323,0.000243,0.00036,0.00041,0.000332,0.002145,0.000222,0.000494,0.001366,0.021923,0.000667,0.000373,0.00288,0.000896,0.000282,0.000155,0.036663,0.001831,0.001697,0.000283,0.000733,0.000247,0.000352,0.009618,0.001625,0.000193,0.000241,0.003163,0.00113
FL,0.003779,0.069237,0.008428,0.005458,0.003098,0.00819,0.006725,0.015996,0.012891,0.987752,0.059846,0.002258,0.00659,0.003701,0.010312,0.016024,0.005793,0.014906,0.019403,0.007863,0.012498,0.006266,0.009035,0.006437,0.008638,0.022842,0.003805,0.016226,0.004165,0.005883,0.006957,0.011251,0.008438,0.008129,0.007462,0.010796,0.005514,0.002665,0.009319,0.007789,0.022537,0.005298,0.02024,0.006411,0.005152,0.012552,0.004776,0.003127,0.007066,0.008463,0.010174
