county,device_count_t,date
4019,66133,2020-02-15
4021,37830,2020-02-15
4023,2752,2020-02-15
4025,21368,2020-02-15
4027,11888,2020-02-15
5001,2286,2020-02-15
5003,2616,2020-02-15
5005,4132,2020-02-15
5007,33406,2020-02-15
5009,4202,2020-02-15
5015,3713,2020-02-15
5019,4003,2020-02-15
5021,2203,2020-02-15
5023,3782,2020-02-15
5027,2341,2020-02-15
5029,3964,2020-02-15
5031,16084,2020-02-15
5033,9024,2020-02-15
5035,6653,2020-02-15
5037,2518,2020-02-15
5043,2363,2020-02-15
5045,17711,2020-02-15
5047,2981,2020-02-15
5051,16897,2020-02-15
5055,4866,2020-02-15
5057,3000,2020-02-15
5059,5324,2020-02-15
5061,1889,2020-02-15
5063,3583,2020-02-15
5067,2276,2020-02-15
5069,7561,2020-02-15
5071,3589,2020-02-15
5083,2674,2020-02-15
5085,12293,2020-02-15
5087,2492,2020-02-15
5091,7872,2020-02-15
5093,6167,2020-02-15
5103,2132,2020-02-15
5111,3233,2020-02-15
5113,2251,2020-02-15
5115,9344,2020-02-15
5119,47521,2020-02-15
5121,2011,2020-02-15
5125,19166,2020-02-15
5131,16896,2020-02-15
5133,1941,2020-02-15
5135,2459,2020-02-15
5139,4125,2020-02-15
5141,2496,2020-02-15
5143,28220,2020-02-15
5145,11642,2020-02-15
6001,78872,2020-02-15
6005,3434,2020-02-15
6007,12204,2020-02-15
6009,4702,2020-02-15
6013,58783,2020-02-15
6015,1718,2020-02-15
6017,16042,2020-02-15
6019,51261,2020-02-15
6021,2445,2020-02-15
6023,6679,2020-02-15
6025,10962,2020-02-15
6029,50261,2020-02-15
6031,9613,2020-02-15
6033,3907,2020-02-15
6035,1694,2020-02-15
6037,447553,2020-02-15
6039,10034,2020-02-15
6041,11556,2020-02-15
6045,4543,2020-02-15
6047,16814,2020-02-15
6051,2552,2020-02-15
6053,18866,2020-02-15
6055,8138,2020-02-15
6057,8395,2020-02-15
6059,194456,2020-02-15
6061,37487,2020-02-15
6065,153374,2020-02-15
6067,93751,2020-02-15
6069,4055,2020-02-15
6071,148525,2020-02-15
6073,163890,2020-02-15
6075,32550,2020-02-15
6077,44322,2020-02-15
6079,19344,2020-02-15
6081,40985,2020-02-15
6083,19808,2020-02-15
6085,86972,2020-02-15
6087,13173,2020-02-15
6089,12535,2020-02-15
6093,3836,2020-02-15
6095,28170,2020-02-15
6097,23456,2020-02-15
6099,33294,2020-02-15
6101,7023,2020-02-15
6103,5561,2020-02-15
6107,24502,2020-02-15
6109,4617,2020-02-15
6111,45958,2020-02-15
6113,14722,2020-02-15
6115,6138,2020-02-15
8001,49133,2020-02-15
8005,60094,2020-02-15
8013,21431,2020-02-15
8014,9335,2020-02-15
8029,2187,2020-02-15
8031,64062,2020-02-15
8035,36532,2020-02-15
8037,5860,2020-02-15
8039,2962,2020-02-15
8041,54801,2020-02-15
8043,3546,2020-02-15
8045,4025,2020-02-15
8049,3708,2020-02-15
8059,51088,2020-02-15
8067,3517,2020-02-15
8069,31459,2020-02-15
8075,2501,2020-02-15
8077,12146,2020-02-15
8083,1714,2020-02-15
8085,3163,2020-02-15
8087,3370,2020-02-15
8089,1844,2020-02-15
8097,2052,2020-02-15
8101,13487,2020-02-15
8107,2880,2020-02-15
8117,8259,2020-02-15
8119,3003,2020-02-15
8123,31128,2020-02-15
9001,57115,2020-02-15
9003,64863,2020-02-15
9005,14712,2020-02-15
9007,14667,2020-02-15
9009,61570,2020-02-15
9011,23296,2020-02-15
9013,13645,2020-02-15
9015,10726,2020-02-15
10001,18225,2020-02-15
10003,45509,2020-02-15
10005,22507,2020-02-15
11001,46290,2020-02-15
12001,30079,2020-02-15
12003,4235,2020-02-15
12005,23309,2020-02-15
12007,4182,2020-02-15
12009,63894,2020-02-15
12011,171064,2020-02-15
12015,25487,2020-02-15
12017,18850,2020-02-15
12019,27066,2020-02-15
12021,37445,2020-02-15
12023,11246,2020-02-15
12027,4635,2020-02-15
12031,92437,2020-02-15
12033,37483,2020-02-15
12035,14020,2020-02-15
12039,5302,2020-02-15
12041,2589,2020-02-15
12045,2256,2020-02-15
12049,3552,2020-02-15
12051,4609,2020-02-15
12053,23850,2020-02-15
12055,12335,2020-02-15
12057,152780,2020-02-15
12059,3026,2020-02-15
12061,17977,2020-02-15
12063,7124,2020-02-15
12069,48539,2020-02-15
12071,80444,2020-02-15
12073,30169,2020-02-15
12075,6366,2020-02-15
12079,2528,2020-02-15
12081,45060,2020-02-15
12083,43800,2020-02-15
12085,20665,2020-02-15
12086,185679,2020-02-15
12087,11526,2020-02-15
12089,11972,2020-02-15
12091,25418,2020-02-15
12093,6289,2020-02-15
12095,182491,2020-02-15
12097,60674,2020-02-15
12099,119766,2020-02-15
12101,67668,2020-02-15
12103,93562,2020-02-15
12105,78778,2020-02-15
12107,10143,2020-02-15
12109,35394,2020-02-15
12111,33579,2020-02-15
12113,23831,2020-02-15
12115,51613,2020-02-15
12117,55365,2020-02-15
12119,18078,2020-02-15
12121,6869,2020-02-15
12123,3931,2020-02-15
12127,64616,2020-02-15
12129,4643,2020-02-15
12131,13749,2020-02-15
12133,3923,2020-02-15
13001,2594,2020-02-15
13005,1811,2020-02-15
13009,6492,2020-02-15
13011,5737,2020-02-15
13013,13523,2020-02-15
13015,17325,2020-02-15
13017,2364,2020-02-15
13019,2743,2020-02-15
13021,21854,2020-02-15
13023,1774,2020-02-15
13025,2472,2020-02-15
13027,2027,2020-02-15
13029,7158,2020-02-15
13031,10301,2020-02-15
13033,4194,2020-02-15
13035,5133,2020-02-15
13039,6699,2020-02-15
13045,17378,2020-02-15
13047,12952,2020-02-15
13051,33337,2020-02-15
13055,3189,2020-02-15
13057,34322,2020-02-15
13059,17125,2020-02-15
13063,42158,2020-02-15
13067,82345,2020-02-15
13069,5810,2020-02-15
13071,5927,2020-02-15
13073,18787,2020-02-15
13075,3540,2020-02-15
13077,20125,2020-02-15
13081,3671,2020-02-15
13083,3357,2020-02-15
13085,7405,2020-02-15
13087,4224,2020-02-15
13089,72625,2020-02-15
13091,2520,2020-02-15
13095,10393,2020-02-15
13097,19810,2020-02-15
13103,8484,2020-02-15
13105,2724,2020-02-15
13107,3295,2020-02-15
13111,5383,2020-02-15
13113,16949,2020-02-15
13115,13421,2020-02-15
13117,31637,2020-02-15
13119,5162,2020-02-15
13121,131449,2020-02-15
13123,5067,2020-02-15
13127,11763,2020-02-15
13129,8593,2020-02-15
13131,3475,2020-02-15
13133,3282,2020-02-15
13135,94755,2020-02-15
13137,7244,2020-02-15
13139,25984,2020-02-15
13143,5234,2020-02-15
13145,5509,2020-02-15
13147,4282,2020-02-15
13151,31843,2020-02-15
13153,19489,2020-02-15
13157,14610,2020-02-15
13159,2839,2020-02-15
13161,2010,2020-02-15
13163,2278,2020-02-15
13169,4075,2020-02-15
13171,2899,2020-02-15
13175,7184,2020-02-15
13177,5213,2020-02-15
13179,6173,2020-02-15
13183,2137,2020-02-15
13185,15987,2020-02-15
13187,5735,2020-02-15
13189,3331,2020-02-15
13195,4362,2020-02-15
13199,3085,2020-02-15
13205,2902,2020-02-15
13207,5559,2020-02-15
13211,4149,2020-02-15
13213,5064,2020-02-15
13215,24455,2020-02-15
13217,14161,2020-02-15
13219,8823,2020-02-15
13221,2075,2020-02-15
13223,22039,2020-02-15
13225,5259,2020-02-15
13227,5861,2020-02-15
13229,2965,2020-02-15
13231,3319,2020-02-15
13233,6288,2020-02-15
13237,3745,2020-02-15
13241,3064,2020-02-15
13245,24703,2020-02-15
13247,13174,2020-02-15
13251,1785,2020-02-15
13255,9136,2020-02-15
13257,4127,2020-02-15
13261,3413,2020-02-15
13267,2961,2020-02-15
13275,6673,2020-02-15
13277,7551,2020-02-15
13279,4301,2020-02-15
13285,10141,2020-02-15
13291,3923,2020-02-15
13293,3632,2020-02-15
13295,9146,2020-02-15
13297,14430,2020-02-15
13299,5361,2020-02-15
13303,1960,2020-02-15
13305,3809,2020-02-15
13311,6041,2020-02-15
13313,12559,2020-02-15
13321,2783,2020-02-15
15001,11229,2020-02-15
15003,48774,2020-02-15
15007,5291,2020-02-15
15009,11849,2020-02-15
16001,35744,2020-02-15
16005,7046,2020-02-15
16011,3846,2020-02-15
16017,4141,2020-02-15
16019,11188,2020-02-15
16027,18263,2020-02-15
16031,2323,2020-02-15
16039,3014,2020-02-15
16045,1658,2020-02-15
16051,2846,2020-02-15
16053,3273,2020-02-15
16055,14695,2020-02-15
16057,2970,2020-02-15
16065,3819,2020-02-15
16067,2455,2020-02-15
16069,3824,2020-02-15
16075,2431,2020-02-15
16083,7473,2020-02-15
17001,6921,2020-02-15
17005,2695,2020-02-15
17007,6511,2020-02-15
17011,4463,2020-02-15
17015,1797,2020-02-15
17017,1794,2020-02-15
17019,20115,2020-02-15
17021,3999,2020-02-15
17023,2657,2020-02-15
17025,1916,2020-02-15
17027,5770,2020-02-15
17029,6003,2020-02-15
17031,310509,2020-02-15
17033,2243,2020-02-15
17037,11521,2020-02-15
17039,2438,2020-02-15
17041,3181,2020-02-15
17043,90788,2020-02-15
17045,2220,2020-02-15
17049,6342,2020-02-15
17051,3092,2020-02-15
17053,1966,2020-02-15
17055,5736,2020-02-15
17057,3845,2020-02-15
17063,8478,2020-02-15
17067,1901,2020-02-15
17073,6540,2020-02-15
17075,4122,2020-02-15
17077,6991,2020-02-15
17081,6516,2020-02-15
17083,3032,2020-02-15
17085,3419,2020-02-15
17089,50505,2020-02-15
17091,12618,2020-02-15
17093,17287,2020-02-15
17095,5969,2020-02-15
17097,60628,2020-02-15
17099,13492,2020-02-15
17103,4244,2020-02-15
17105,4565,2020-02-15
17109,2941,2020-02-15
17111,32770,2020-02-15
17113,19808,2020-02-15
17115,10481,2020-02-15
17117,5623,2020-02-15
17119,33060,2020-02-15
17121,5211,2020-02-15
17125,1862,2020-02-15
17127,2023,2020-02-15
17131,2582,2020-02-15
17133,5443,2020-02-15
17135,4416,2020-02-15
17137,4069,2020-02-15
17139,2007,2020-02-15
17141,6894,2020-02-15
17143,19370,2020-02-15
17145,3287,2020-02-15
17147,2588,2020-02-15
17157,4066,2020-02-15
17159,2066,2020-02-15
17161,14928,2020-02-15
17163,31155,2020-02-15
17165,2807,2020-02-15
17167,22028,2020-02-15
17173,3044,2020-02-15
17179,17424,2020-02-15
17181,2179,2020-02-15
17183,8365,2020-02-15
17189,3004,2020-02-15
17191,1960,2020-02-15
17193,1980,2020-02-15
17195,2621,2020-02-15
17197,74588,2020-02-15
17199,10301,2020-02-15
17201,28318,2020-02-15
17203,5511,2020-02-15
18001,3566,2020-02-15
18003,40158,2020-02-15
18005,10199,2020-02-15
18011,9449,2020-02-15
18015,2806,2020-02-15
18017,3754,2020-02-15
18019,16773,2020-02-15
18021,4160,2020-02-15
18023,4294,2020-02-15
18027,3839,2020-02-15
18029,7869,2020-02-15
18031,3978,2020-02-15
18033,6028,2020-02-15
18035,12812,2020-02-15
18037,4696,2020-02-15
18039,19103,2020-02-15
18041,2296,2020-02-15
18043,11014,2020-02-15
18045,2580,2020-02-15
18047,3138,2020-02-15
18049,2547,2020-02-15
18051,5613,2020-02-15
18053,8221,2020-02-15
18055,3962,2020-02-15
18057,38471,2020-02-15
18059,11667,2020-02-15
18061,5653,2020-02-15
18063,24024,2020-02-15
18065,6546,2020-02-15
18067,10526,2020-02-15
18069,5349,2020-02-15
18071,6096,2020-02-15
18073,5435,2020-02-15
18075,2619,2020-02-15
18077,3775,2020-02-15
18079,3422,2020-02-15
18081,23129,2020-02-15
18083,4942,2020-02-15
18085,8231,2020-02-15
18087,3955,2020-02-15
18089,46887,2020-02-15
18091,12323,2020-02-15
18093,5787,2020-02-15
18095,15201,2020-02-15
18097,90935,2020-02-15
18099,5472,2020-02-15
18103,4111,2020-02-15
18105,14933,2020-02-15
18107,5013,2020-02-15
18109,9463,2020-02-15
18113,5442,2020-02-15
18117,3361,2020-02-15
18119,2503,2020-02-15
18123,2383,2020-02-15
18127,19347,2020-02-15
18129,3308,2020-02-15
18133,5263,2020-02-15
18135,2906,2020-02-15
18137,4221,2020-02-15
18139,2206,2020-02-15
18141,24366,2020-02-15
18143,3323,2020-02-15
18145,6925,2020-02-15
18147,2830,2020-02-15
18149,2536,2020-02-15
18151,5528,2020-02-15
18153,2520,2020-02-15
18157,19059,2020-02-15
18159,3271,2020-02-15
18163,22589,2020-02-15
18165,2475,2020-02-15
18167,13349,2020-02-15
18169,3692,2020-02-15
18173,8029,2020-02-15
18175,3575,2020-02-15
18177,8333,2020-02-15
18179,3478,2020-02-15
18181,3778,2020-02-15
18183,4600,2020-02-15
19011,4328,2020-02-15
19013,12789,2020-02-15
19015,4144,2020-02-15
19017,3719,2020-02-15
19019,2825,2020-02-15
19021,2258,2020-02-15
19023,1781,2020-02-15
19027,3102,2020-02-15
19029,2346,2020-02-15
19031,2941,2020-02-15
19033,6068,2020-02-15
19041,2338,2020-02-15
19045,5398,2020-02-15
19047,1896,2020-02-15
19049,15875,2020-02-15
19055,2237,2020-02-15
19057,4744,2020-02-15
19059,2574,2020-02-15
19061,10667,2020-02-15
19065,2456,2020-02-15
19067,2180,2020-02-15
19077,1665,2020-02-15
19079,2565,2020-02-15
19081,1878,2020-02-15
19083,2197,2020-02-15
19085,2235,2020-02-15
19087,2760,2020-02-15
19095,2974,2020-02-15
19097,2799,2020-02-15
19099,5518,2020-02-15
19101,1846,2020-02-15
19103,16200,2020-02-15
19105,2591,2020-02-15
19109,2087,2020-02-15
19111,3949,2020-02-15
19113,24446,2020-02-15
19121,2456,2020-02-15
19123,2683,2020-02-15
19125,5016,2020-02-15
19127,4242,2020-02-15
19129,2471,2020-02-15
19139,4840,2020-02-15
19141,2022,2020-02-15
19145,1868,2020-02-15
19149,3800,2020-02-15
19153,55900,2020-02-15
19155,14955,2020-02-15
19157,3601,2020-02-15
19163,21060,2020-02-15
19167,4203,2020-02-15
19169,12712,2020-02-15
19171,2397,2020-02-15
19175,1731,2020-02-15
19179,4292,2020-02-15
19181,7450,2020-02-15
19183,3042,2020-02-15
19187,4267,2020-02-15
19191,1764,2020-02-15
19193,12085,2020-02-15
19197,1676,2020-02-15
20001,1678,2020-02-15
20009,3021,2020-02-15
20011,2112,2020-02-15
20015,9275,2020-02-15
20021,2761,2020-02-15
20035,3911,2020-02-15
20037,4846,2020-02-15
20041,2703,2020-02-15
20045,13582,2020-02-15
20051,4451,2020-02-15
20055,3760,2020-02-15
20057,3333,2020-02-15
20059,4366,2020-02-15
20061,3914,2020-02-15
20079,4408,2020-02-15
20087,2391,2020-02-15
20091,68769,2020-02-15
20099,2366,2020-02-15
20103,8260,2020-02-15
20111,4107,2020-02-15
20113,4366,2020-02-15
20121,5371,2020-02-15
20125,3578,2020-02-15
20133,2054,2020-02-15
20139,2188,2020-02-15
20149,4701,2020-02-15
20155,7134,2020-02-15
20161,7379,2020-02-15
20169,6958,2020-02-15
20173,50099,2020-02-15
20175,2324,2020-02-15
20177,18845,2020-02-15
20191,4414,2020-02-15
20209,21601,2020-02-15
21003,2540,2020-02-15
21005,2768,2020-02-15
21009,5722,2020-02-15
21015,22966,2020-02-15
21017,2238,2020-02-15
21019,7223,2020-02-15
21021,3916,2020-02-15
21027,2064,2020-02-15
21029,11840,2020-02-15
21035,4919,2020-02-15
21037,11897,2020-02-15
21043,3087,2020-02-15
21047,8363,2020-02-15
21049,4175,2020-02-15
21059,12062,2020-02-15
21067,33714,2020-02-15
21071,3504,2020-02-15
21073,5864,2020-02-15
21079,2055,2020-02-15
21081,3717,2020-02-15
21083,5117,2020-02-15
21085,2883,2020-02-15
21089,4537,2020-02-15
21093,14005,2020-02-15
21095,1830,2020-02-15
21097,2015,2020-02-15
21099,2635,2020-02-15
21101,5114,2020-02-15
21103,2389,2020-02-15
21107,5167,2020-02-15
21111,73085,2020-02-15
21113,6793,2020-02-15
21115,2797,2020-02-15
21117,18325,2020-02-15
21119,1772,2020-02-15
21121,3730,2020-02-15
21125,8684,2020-02-15
21133,1578,2020-02-15
21137,2514,2020-02-15
21141,3420,2020-02-15
21145,10207,2020-02-15
21151,10518,2020-02-15
21155,1870,2020-02-15
21157,4855,2020-02-15
21161,2807,2020-02-15
21163,3399,2020-02-15
21167,2365,2020-02-15
21173,3337,2020-02-15
21177,3627,2020-02-15
21179,4999,2020-02-15
21183,3106,2020-02-15
21185,8030,2020-02-15
21199,7399,2020-02-15
21205,2827,2020-02-15
21207,2039,2020-02-15
21209,6708,2020-02-15
21211,6578,2020-02-15
21213,3797,2020-02-15
21215,2670,2020-02-15
21217,3271,2020-02-15
21227,15611,2020-02-15
21235,4468,2020-02-15
21239,3896,2020-02-15
22001,8069,2020-02-15
22005,17631,2020-02-15
22009,3978,2020-02-15
22011,4844,2020-02-15
22015,19769,2020-02-15
22017,28496,2020-02-15
22019,25508,2020-02-15
22029,2778,2020-02-15
22031,4083,2020-02-15
22033,45446,2020-02-15
22037,2093,2020-02-15
22045,7846,2020-02-15
22047,4467,2020-02-15
22051,40562,2020-02-15
22055,31114,2020-02-15
22057,13139,2020-02-15
22061,6529,2020-02-15
22063,20283,2020-02-15
22067,3145,2020-02-15
22069,4811,2020-02-15
22071,38985,2020-02-15
22073,20704,2020-02-15
22075,3561,2020-02-15
22077,2924,2020-02-15
22079,15039,2020-02-15
22085,2932,2020-02-15
22087,4808,2020-02-15
22089,7312,2020-02-15
22093,3309,2020-02-15
22095,4940,2020-02-15
22097,3621,2020-02-15
22099,7178,2020-02-15
22101,5628,2020-02-15
22103,26707,2020-02-15
22105,18312,2020-02-15
22109,15160,2020-02-15
22111,2752,2020-02-15
22113,7135,2020-02-15
22115,5037,2020-02-15
22117,5047,2020-02-15
22119,2289,2020-02-15
22121,5028,2020-02-15
23001,9323,2020-02-15
23003,3545,2020-02-15
23005,21516,2020-02-15
23007,2384,2020-02-15
23009,4032,2020-02-15
23011,8978,2020-02-15
23013,3166,2020-02-15
23015,2592,2020-02-15
23017,5319,2020-02-15
23019,9273,2020-02-15
23023,3076,2020-02-15
23025,2753,2020-02-15
23027,2495,2020-02-15
23029,1753,2020-02-15
23031,15031,2020-02-15
24001,6211,2020-02-15
24003,48882,2020-02-15
24005,63458,2020-02-15
24009,9218,2020-02-15
24011,3868,2020-02-15
24013,16802,2020-02-15
24015,11436,2020-02-15
24017,14859,2020-02-15
24019,3605,2020-02-15
24021,25119,2020-02-15
24023,4518,2020-02-15
24025,23848,2020-02-15
24027,27554,2020-02-15
24029,2212,2020-02-15
24031,66739,2020-02-15
24033,69715,2020-02-15
24035,6905,2020-02-15
24037,10630,2020-02-15
24039,2010,2020-02-15
24041,4433,2020-02-15
24043,15441,2020-02-15
24045,9796,2020-02-15
24047,7985,2020-02-15
24510,35792,2020-02-15
25001,15949,2020-02-15
25003,9046,2020-02-15
25005,41857,2020-02-15
25009,49146,2020-02-15
25011,5246,2020-02-15
25013,33115,2020-02-15
25015,11540,2020-02-15
25017,94142,2020-02-15
25021,49118,2020-02-15
25023,37952,2020-02-15
25025,50783,2020-02-15
25027,59450,2020-02-15
26005,14824,2020-02-15
26007,2398,2020-02-15
26009,3553,2020-02-15
26015,7269,2020-02-15
26017,10187,2020-02-15
26021,7031,2020-02-15
26023,5063,2020-02-15
26025,13945,2020-02-15
26027,6203,2020-02-15
26029,3687,2020-02-15
26031,2694,2020-02-15
26035,4289,2020-02-15
26037,10101,2020-02-15
26041,2967,2020-02-15
26045,13961,2020-02-15
26047,4496,2020-02-15
26049,39798,2020-02-15
26051,2951,2020-02-15
26055,10021,2020-02-15
26057,5026,2020-02-15
26059,4871,2020-02-15
26061,2765,2020-02-15
26063,2858,2020-02-15
26065,28349,2020-02-15
26067,7866,2020-02-15
26069,2665,2020-02-15
26073,8957,2020-02-15
26075,15766,2020-02-15
26077,22461,2020-02-15
26079,2869,2020-02-15
26081,61063,2020-02-15
26087,10957,2020-02-15
26089,2367,2020-02-15
26091,9036,2020-02-15
26093,23705,2020-02-15
26099,78802,2020-02-15
26101,2631,2020-02-15
26103,4576,2020-02-15
26105,2873,2020-02-15
26107,5492,2020-02-15
26111,9501,2020-02-15
26115,19029,2020-02-15
26117,8731,2020-02-15
26121,17111,2020-02-15
26123,5894,2020-02-15
26125,115822,2020-02-15
26127,2556,2020-02-15
26129,3140,2020-02-15
26133,3628,2020-02-15
26137,4178,2020-02-15
26139,29778,2020-02-15
26143,3755,2020-02-15
26145,21892,2020-02-15
26147,17387,2020-02-15
26149,6634,2020-02-15
26151,4593,2020-02-15
26155,8336,2020-02-15
26157,6078,2020-02-15
26159,9185,2020-02-15
26161,29877,2020-02-15
26163,120954,2020-02-15
26165,4936,2020-02-15
27003,39448,2020-02-15
27005,3850,2020-02-15
27007,3935,2020-02-15
27009,5584,2020-02-15
27013,8790,2020-02-15
27015,3208,2020-02-15
27017,4392,2020-02-15
27019,11773,2020-02-15
27021,4484,2020-02-15
27025,7835,2020-02-15
27027,6567,2020-02-15
27035,8288,2020-02-15
27037,44017,2020-02-15
27039,2867,2020-02-15
27041,5073,2020-02-15
27045,2380,2020-02-15
27047,3681,2020-02-15
27049,6184,2020-02-15
27053,113709,2020-02-15
27055,1902,2020-02-15
27057,2569,2020-02-15
27059,5812,2020-02-15
27061,4178,2020-02-15
27067,4503,2020-02-15
27079,4560,2020-02-15
27083,3044,2020-02-15
27085,4182,2020-02-15
27091,2105,2020-02-15
27093,2792,2020-02-15
27095,4511,2020-02-15
27097,4211,2020-02-15
27099,3610,2020-02-15
27103,4111,2020-02-15
27105,2144,2020-02-15
27109,15503,2020-02-15
27111,6389,2020-02-15
27115,3984,2020-02-15
27119,3566,2020-02-15
27123,48715,2020-02-15
27127,2391,2020-02-15
27129,1985,2020-02-15
27131,7077,2020-02-15
27135,1643,2020-02-15
27137,15727,2020-02-15
27139,17701,2020-02-15
27141,13354,2020-02-15
27145,18500,2020-02-15
27147,5015,2020-02-15
27153,2927,2020-02-15
27157,2718,2020-02-15
27161,2466,2020-02-15
27163,29904,2020-02-15
27169,4550,2020-02-15
27171,19264,2020-02-15
28001,3346,2020-02-15
28003,6460,2020-02-15
28013,1966,2020-02-15
28017,2580,2020-02-15
28023,2549,2020-02-15
28027,2166,2020-02-15
28029,3865,2020-02-15
28031,3233,2020-02-15
28033,27720,2020-02-15
28035,13002,2020-02-15
28039,3579,2020-02-15
28043,3637,2020-02-15
28045,7606,2020-02-15
28047,30241,2020-02-15
28049,25836,2020-02-15
28057,4127,2020-02-15
28059,18613,2020-02-15
28061,2435,2020-02-15
28067,9031,2020-02-15
28071,8835,2020-02-15
28073,12115,2020-02-15
28075,11164,2020-02-15
28079,2858,2020-02-15
28081,16483,2020-02-15
28083,2906,2020-02-15
28085,5170,2020-02-15
28087,8004,2020-02-15
28089,15631,2020-02-15
28093,5017,2020-02-15
28095,5555,2020-02-15
28099,4470,2020-02-15
28101,3674,2020-02-15
28105,7523,2020-02-15
28107,5344,2020-02-15
28109,7961,2020-02-15
28113,5604,2020-02-15
28115,5004,2020-02-15
28117,4384,2020-02-15
28121,23505,2020-02-15
28123,3964,2020-02-15
28127,4770,2020-02-15
28129,2429,2020-02-15
28131,3157,2020-02-15
28133,2459,2020-02-15
28137,4894,2020-02-15
28139,3274,2020-02-15
28141,3142,2020-02-15
28145,5277,2020-02-15
28149,6453,2020-02-15
28151,4601,2020-02-15
28153,2200,2020-02-15
28159,2519,2020-02-15
28163,2486,2020-02-15
29001,2580,2020-02-15
29003,2924,2020-02-15
29007,2780,2020-02-15
29009,4714,2020-02-15
29013,2275,2020-02-15
29015,2521,2020-02-15
29019,17112,2020-02-15
29021,11544,2020-02-15
29023,5461,2020-02-15
29027,5667,2020-02-15
29029,6997,2020-02-15
29031,10863,2020-02-15
29037,16442,2020-02-15
29043,12917,2020-02-15
29047,34892,2020-02-15
29049,3989,2020-02-15
29051,9908,2020-02-15
29053,3080,2020-02-15
29055,3052,2020-02-15
29059,2217,2020-02-15
29065,1658,2020-02-15
29069,3932,2020-02-15
29071,5859,2020-02-15
29077,38575,2020-02-15
29083,3212,2020-02-15
29095,80888,2020-02-15
29097,17409,2020-02-15
29099,28590,2020-02-15
29101,6331,2020-02-15
29105,5211,2020-02-15
29109,5217,2020-02-15
29113,7596,2020-02-15
29117,2261,2020-02-15
29119,3842,2020-02-15
29121,2384,2020-02-15
29127,3886,2020-02-15
29131,4201,2020-02-15
29135,2197,2020-02-15
29141,2891,2020-02-15
29143,3970,2020-02-15
29145,11276,2020-02-15
29147,2889,2020-02-15
29151,1880,2020-02-15
29155,2302,2020-02-15
29157,2838,2020-02-15
29159,5046,2020-02-15
29161,6391,2020-02-15
29163,2041,2020-02-15
29165,18884,2020-02-15
29167,4596,2020-02-15
29169,4710,2020-02-15
29175,2853,2020-02-15
29183,47681,2020-02-15
29186,2740,2020-02-15
29187,9297,2020-02-15
29189,100886,2020-02-15
29195,2745,2020-02-15
29201,5351,2020-02-15
29207,3751,2020-02-15
29209,4756,2020-02-15
29213,10160,2020-02-15
29215,2327,2020-02-15
29221,2764,2020-02-15
29225,5392,2020-02-15
29510,34983,2020-02-15
30013,5065,2020-02-15
30029,6146,2020-02-15
30031,8088,2020-02-15
30047,2110,2020-02-15
30049,4926,2020-02-15
30063,8176,2020-02-15
30081,2772,2020-02-15
30093,2336,2020-02-15
30111,13040,2020-02-15
31001,4015,2020-02-15
31019,7189,2020-02-15
31025,4837,2020-02-15
31043,2722,2020-02-15
31047,3209,2020-02-15
31053,5314,2020-02-15
31055,58604,2020-02-15
31067,3381,2020-02-15
31079,9337,2020-02-15
31109,33175,2020-02-15
31111,5037,2020-02-15
31119,4706,2020-02-15
31131,2837,2020-02-15
31141,4404,2020-02-15
31153,26282,2020-02-15
31155,3931,2020-02-15
31157,4129,2020-02-15
31159,2851,2020-02-15
31177,3106,2020-02-15
31185,2876,2020-02-15
32001,2058,2020-02-15
32003,150867,2020-02-15
32005,6002,2020-02-15
32007,4064,2020-02-15
32019,5044,2020-02-15
32023,4111,2020-02-15
32031,31510,2020-02-15
32510,4812,2020-02-15
33001,7670,2020-02-15
33003,7067,2020-02-15
33005,6972,2020-02-15
33007,3249,2020-02-15
33009,11414,2020-02-15
33011,37198,2020-02-15
33013,16014,2020-02-15
33015,32923,2020-02-15
33017,11879,2020-02-15
33019,3513,2020-02-15
34001,28203,2020-02-15
34003,73695,2020-02-15
34005,43204,2020-02-15
34007,47117,2020-02-15
34009,9992,2020-02-15
34011,11834,2020-02-15
34013,60656,2020-02-15
34015,33206,2020-02-15
34017,37779,2020-02-15
34019,13119,2020-02-15
34021,30189,2020-02-15
34023,68503,2020-02-15
34025,61398,2020-02-15
34027,48067,2020-02-15
34029,43985,2020-02-15
34031,38052,2020-02-15
34033,7165,2020-02-15
34035,31308,2020-02-15
34037,15320,2020-02-15
34039,43952,2020-02-15
34041,13147,2020-02-15
35001,43042,2020-02-15
35005,4866,2020-02-15
35009,4407,2020-02-15
35013,14086,2020-02-15
35015,7186,2020-02-15
35025,7644,2020-02-15
35027,2926,2020-02-15
35031,3462,2020-02-15
35035,4419,2020-02-15
35039,1904,2020-02-15
35041,2017,2020-02-15
35043,11841,2020-02-15
35045,6089,2020-02-15
35049,9080,2020-02-15
35055,2536,2020-02-15
35061,5072,2020-02-15
36001,23549,2020-02-15
36003,4013,2020-02-15
36005,59022,2020-02-15
36007,14387,2020-02-15
36009,7331,2020-02-15
36011,6308,2020-02-15
36013,10145,2020-02-15
36015,8029,2020-02-15
36017,4602,2020-02-15
36019,4714,2020-02-15
36021,4732,2020-02-15
36023,4749,2020-02-15
36025,4049,2020-02-15
36027,22215,2020-02-15
36029,51400,2020-02-15
36031,3747,2020-02-15
36033,3160,2020-02-15
36035,4364,2020-02-15
36037,6020,2020-02-15
36039,5416,2020-02-15
