county,device_count_t,date
17181,2048,2020-04-08
17183,7763,2020-04-08
17189,2686,2020-04-08
17191,1897,2020-04-08
17193,1798,2020-04-08
17195,1933,2020-04-08
17197,65229,2020-04-08
17199,8782,2020-04-08
17201,23251,2020-04-08
17203,4982,2020-04-08
18001,3112,2020-04-08
18003,31497,2020-04-08
18005,8014,2020-04-08
18011,9307,2020-04-08
18015,2869,2020-04-08
18017,3875,2020-04-08
18019,12779,2020-04-08
18021,3863,2020-04-08
18023,4061,2020-04-08
18027,3254,2020-04-08
18029,5589,2020-04-08
18031,3218,2020-04-08
18033,5483,2020-04-08
18035,9964,2020-04-08
18037,4065,2020-04-08
18039,17337,2020-04-08
18041,2141,2020-04-08
18043,8782,2020-04-08
18045,2479,2020-04-08
18047,2625,2020-04-08
18049,2224,2020-04-08
18051,4204,2020-04-08
18053,6337,2020-04-08
18055,3447,2020-04-08
18057,32275,2020-04-08
18059,10816,2020-04-08
18061,4356,2020-04-08
18063,20033,2020-04-08
18065,5599,2020-04-08
18067,8765,2020-04-08
18069,4395,2020-04-08
18071,4840,2020-04-08
18073,4861,2020-04-08
18075,2150,2020-04-08
18077,3004,2020-04-08
18079,2919,2020-04-08
18081,17851,2020-04-08
18083,4014,2020-04-08
18085,7503,2020-04-08
18087,3860,2020-04-08
18089,38859,2020-04-08
18091,10019,2020-04-08
18093,4579,2020-04-08
18095,12549,2020-04-08
18097,66731,2020-04-08
18099,4854,2020-04-08
18103,3822,2020-04-08
18105,9289,2020-04-08
18107,4560,2020-04-08
18109,8335,2020-04-08
18113,5106,2020-04-08
18117,2172,2020-04-08
18119,2255,2020-04-08
18123,1924,2020-04-08
18127,16928,2020-04-08
18129,3166,2020-04-08
18133,4455,2020-04-08
18135,2841,2020-04-08
18137,3350,2020-04-08
18139,1940,2020-04-08
18141,18892,2020-04-08
18143,2811,2020-04-08
18145,5586,2020-04-08
18147,2480,2020-04-08
18149,2389,2020-04-08
18151,4460,2020-04-08
18153,2410,2020-04-08
18157,14193,2020-04-08
18159,2820,2020-04-08
18163,15661,2020-04-08
18165,2314,2020-04-08
18167,10751,2020-04-08
18169,3465,2020-04-08
18173,7292,2020-04-08
18175,2932,2020-04-08
18177,6959,2020-04-08
18179,3494,2020-04-08
18181,3809,2020-04-08
18183,4259,2020-04-08
19011,3339,2020-04-08
19013,9829,2020-04-08
19015,3111,2020-04-08
19017,2713,2020-04-08
19019,2380,2020-04-08
19021,1806,2020-04-08
19023,1557,2020-04-08
19027,2855,2020-04-08
19029,1892,2020-04-08
19031,2565,2020-04-08
19033,4498,2020-04-08
19041,1998,2020-04-08
19045,4656,2020-04-08
19047,1699,2020-04-08
19049,10477,2020-04-08
19055,2114,2020-04-08
19057,3785,2020-04-08
19059,2191,2020-04-08
19061,8124,2020-04-08
19065,1916,2020-04-08
19067,1861,2020-04-08
19077,1570,2020-04-08
19079,2441,2020-04-08
19081,1648,2020-04-08
19083,2021,2020-04-08
19085,2068,2020-04-08
19087,2444,2020-04-08
19095,2404,2020-04-08
19097,2183,2020-04-08
19099,4939,2020-04-08
19101,1771,2020-04-08
19103,11233,2020-04-08
19105,2061,2020-04-08
19109,1953,2020-04-08
19111,3686,2020-04-08
19113,19855,2020-04-08
19121,2226,2020-04-08
19123,2437,2020-04-08
19125,4083,2020-04-08
19127,3292,2020-04-08
19129,2183,2020-04-08
19139,4256,2020-04-08
19141,1712,2020-04-08
19145,1664,2020-04-08
19149,3193,2020-04-08
19153,42158,2020-04-08
19155,10490,2020-04-08
19157,2771,2020-04-08
19163,16701,2020-04-08
19167,3572,2020-04-08
19169,7772,2020-04-08
19171,1993,2020-04-08
19175,1657,2020-04-08
19179,3535,2020-04-08
19181,6299,2020-04-08
19183,2423,2020-04-08
19187,3437,2020-04-08
19191,1495,2020-04-08
19193,9157,2020-04-08
19197,1724,2020-04-08
20001,1486,2020-04-08
20009,2507,2020-04-08
20011,1735,2020-04-08
20015,7587,2020-04-08
20021,2462,2020-04-08
20035,3426,2020-04-08
20037,3616,2020-04-08
20041,2267,2020-04-08
20045,8185,2020-04-08
20051,3430,2020-04-08
20055,3054,2020-04-08
20057,2647,2020-04-08
20059,3620,2020-04-08
20061,3190,2020-04-08
20079,3504,2020-04-08
20087,2171,2020-04-08
20091,56383,2020-04-08
20099,1988,2020-04-08
20103,7239,2020-04-08
20111,2979,2020-04-08
20113,3533,2020-04-08
20121,4911,2020-04-08
20125,3036,2020-04-08
20133,1798,2020-04-08
20139,1954,2020-04-08
20149,3170,2020-04-08
20155,5729,2020-04-08
20161,4707,2020-04-08
20169,4851,2020-04-08
20173,38821,2020-04-08
20175,1799,2020-04-08
20177,15011,2020-04-08
20191,2950,2020-04-08
20209,15310,2020-04-08
21003,2275,2020-04-08
21005,2477,2020-04-08
21009,4542,2020-04-08
21015,17731,2020-04-08
21017,2039,2020-04-08
21019,4882,2020-04-08
21021,2980,2020-04-08
21027,1831,2020-04-08
21029,9930,2020-04-08
21035,3325,2020-04-08
21037,8362,2020-04-08
21043,2292,2020-04-08
21047,6905,2020-04-08
21049,3577,2020-04-08
21059,9519,2020-04-08
21067,22454,2020-04-08
21071,2784,2020-04-08
21073,4647,2020-04-08
21079,1837,2020-04-08
21081,2721,2020-04-08
21083,4152,2020-04-08
21085,2451,2020-04-08
21089,3458,2020-04-08
21093,10557,2020-04-08
21095,1456,2020-04-08
21097,1794,2020-04-08
21099,2244,2020-04-08
21101,4238,2020-04-08
21103,2224,2020-04-08
21107,4285,2020-04-08
21111,56974,2020-04-08
21113,5297,2020-04-08
21115,2323,2020-04-08
21117,14719,2020-04-08
21119,1150,2020-04-08
21121,2968,2020-04-08
21125,6453,2020-04-08
21133,1294,2020-04-08
21137,2107,2020-04-08
21141,2937,2020-04-08
21145,7370,2020-04-08
21151,8417,2020-04-08
21155,1655,2020-04-08
21157,4234,2020-04-08
21161,2138,2020-04-08
21163,2867,2020-04-08
21167,2171,2020-04-08
21173,2882,2020-04-08
21177,2806,2020-04-08
21179,4190,2020-04-08
21183,2291,2020-04-08
21185,7193,2020-04-08
21199,5952,2020-04-08
21205,2025,2020-04-08
21207,1736,2020-04-08
21209,5420,2020-04-08
21211,5176,2020-04-08
21213,2917,2020-04-08
21215,2313,2020-04-08
21217,2379,2020-04-08
21227,10834,2020-04-08
21235,3323,2020-04-08
21239,3124,2020-04-08
22001,6483,2020-04-08
22005,13447,2020-04-08
22009,3274,2020-04-08
22011,3963,2020-04-08
22015,13411,2020-04-08
22017,19364,2020-04-08
22019,19111,2020-04-08
22029,2086,2020-04-08
22031,3465,2020-04-08
22033,30288,2020-04-08
22037,1773,2020-04-08
22045,6521,2020-04-08
22047,3756,2020-04-08
22051,25271,2020-04-08
22055,22043,2020-04-08
22057,10248,2020-04-08
22061,4666,2020-04-08
22063,15842,2020-04-08
22067,2451,2020-04-08
22069,3324,2020-04-08
22071,17854,2020-04-08
22073,15005,2020-04-08
22075,2849,2020-04-08
22077,2569,2020-04-08
22079,11778,2020-04-08
22085,2471,2020-04-08
22087,3319,2020-04-08
22089,5768,2020-04-08
22093,2599,2020-04-08
22095,3652,2020-04-08
22097,2436,2020-04-08
22099,5708,2020-04-08
22101,4408,2020-04-08
22103,18328,2020-04-08
22105,13440,2020-04-08
22109,11129,2020-04-08
22111,2315,2020-04-08
22113,6186,2020-04-08
22115,4388,2020-04-08
22117,4113,2020-04-08
22119,1668,2020-04-08
22121,3584,2020-04-08
23001,7007,2020-04-08
23003,2643,2020-04-08
23005,15708,2020-04-08
23007,1366,2020-04-08
23009,3112,2020-04-08
23011,6518,2020-04-08
23013,2264,2020-04-08
23015,2089,2020-04-08
23017,3328,2020-04-08
23019,6735,2020-04-08
23023,2292,2020-04-08
23025,2006,2020-04-08
23027,2063,2020-04-08
23029,1646,2020-04-08
23031,11284,2020-04-08
24001,4851,2020-04-08
24003,34912,2020-04-08
24005,48179,2020-04-08
24009,7781,2020-04-08
24011,3211,2020-04-08
24013,14344,2020-04-08
24015,8977,2020-04-08
24017,11185,2020-04-08
24019,2555,2020-04-08
24021,20425,2020-04-08
24023,2805,2020-04-08
24025,19303,2020-04-08
24027,21302,2020-04-08
24029,1694,2020-04-08
24031,51536,2020-04-08
24033,47168,2020-04-08
24035,5149,2020-04-08
24037,8923,2020-04-08
24039,1457,2020-04-08
24041,3511,2020-04-08
24043,12330,2020-04-08
24045,6943,2020-04-08
24047,4616,2020-04-08
24510,24371,2020-04-08
25001,12611,2020-04-08
25003,5621,2020-04-08
25005,31717,2020-04-08
25009,37505,2020-04-08
25011,3687,2020-04-08
25013,24782,2020-04-08
25015,7890,2020-04-08
25017,69242,2020-04-08
25021,36260,2020-04-08
25023,29613,2020-04-08
25025,25199,2020-04-08
25027,45722,2020-04-08
26005,12675,2020-04-08
26007,2078,2020-04-08
26009,2158,2020-04-08
26015,7082,2020-04-08
26017,7838,2020-04-08
26021,4545,2020-04-08
26023,4475,2020-04-08
26025,11375,2020-04-08
26027,5505,2020-04-08
26029,2242,2020-04-08
26031,1783,2020-04-08
26035,3280,2020-04-08
26037,8322,2020-04-08
26041,2443,2020-04-08
26045,10758,2020-04-08
26047,2654,2020-04-08
26049,33328,2020-04-08
26051,2496,2020-04-08
26055,7452,2020-04-08
26057,4046,2020-04-08
26059,4126,2020-04-08
26061,1577,2020-04-08
26063,2690,2020-04-08
26065,18666,2020-04-08
26067,6344,2020-04-08
26069,2287,2020-04-08
26073,5414,2020-04-08
26075,13131,2020-04-08
26077,17935,2020-04-08
26079,2046,2020-04-08
26081,47523,2020-04-08
26087,9422,2020-04-08
26089,1745,2020-04-08
26091,7863,2020-04-08
26093,19720,2020-04-08
26099,64802,2020-04-08
26101,1772,2020-04-08
26103,3298,2020-04-08
26105,2512,2020-04-08
26107,4195,2020-04-08
26111,7649,2020-04-08
26115,16537,2020-04-08
26117,7747,2020-04-08
26121,14484,2020-04-08
26123,5226,2020-04-08
26125,91359,2020-04-08
26127,2340,2020-04-08
26129,2426,2020-04-08
26133,2646,2020-04-08
26137,2463,2020-04-08
26139,25407,2020-04-08
26143,2593,2020-04-08
26145,16299,2020-04-08
26147,15747,2020-04-08
26149,5921,2020-04-08
26151,4083,2020-04-08
26155,7051,2020-04-08
26157,5137,2020-04-08
26159,7672,2020-04-08
26161,21797,2020-04-08
26163,89139,2020-04-08
26165,3441,2020-04-08
27003,32375,2020-04-08
27005,2784,2020-04-08
27007,3020,2020-04-08
27009,4536,2020-04-08
27013,6085,2020-04-08
27015,2465,2020-04-08
27017,3078,2020-04-08
27019,10155,2020-04-08
27021,2932,2020-04-08
27025,6379,2020-04-08
27027,4858,2020-04-08
27035,6018,2020-04-08
27037,35256,2020-04-08
27039,2352,2020-04-08
27041,3976,2020-04-08
27045,1905,2020-04-08
27047,3219,2020-04-08
27049,4823,2020-04-08
27053,77944,2020-04-08
27055,1345,2020-04-08
27057,1902,2020-04-08
27059,4942,2020-04-08
27061,3418,2020-04-08
27067,3780,2020-04-08
27079,3514,2020-04-08
27083,2536,2020-04-08
27085,3758,2020-04-08
27091,1990,2020-04-08
27093,2352,2020-04-08
27095,2790,2020-04-08
27097,3181,2020-04-08
27099,3170,2020-04-08
27103,3370,2020-04-08
27105,1749,2020-04-08
27109,11468,2020-04-08
27111,5058,2020-04-08
27115,2678,2020-04-08
27119,2639,2020-04-08
27123,34471,2020-04-08
27127,1764,2020-04-08
27129,1747,2020-04-08
27131,5950,2020-04-08
27135,1267,2020-04-08
27137,11594,2020-04-08
27139,14544,2020-04-08
27141,11376,2020-04-08
27145,13847,2020-04-08
27147,4136,2020-04-08
27153,2293,2020-04-08
27157,2182,2020-04-08
27161,2108,2020-04-08
27163,23641,2020-04-08
27169,3487,2020-04-08
27171,15413,2020-04-08
28001,2168,2020-04-08
28003,4691,2020-04-08
28013,1457,2020-04-08
28017,1972,2020-04-08
28023,2130,2020-04-08
28027,1601,2020-04-08
28029,2621,2020-04-08
28031,2581,2020-04-08
28033,22193,2020-04-08
28035,8062,2020-04-08
28039,2901,2020-04-08
28043,2776,2020-04-08
28045,5260,2020-04-08
28047,19652,2020-04-08
28049,18232,2020-04-08
28057,3165,2020-04-08
28059,14558,2020-04-08
28061,1928,2020-04-08
28067,6895,2020-04-08
28071,5130,2020-04-08
28073,7098,2020-04-08
28075,8500,2020-04-08
28079,2090,2020-04-08
28081,11780,2020-04-08
28083,2537,2020-04-08
28085,4145,2020-04-08
28087,6273,2020-04-08
28089,11116,2020-04-08
28093,3891,2020-04-08
28095,4502,2020-04-08
28099,3372,2020-04-08
28101,2757,2020-04-08
28105,4113,2020-04-08
28107,3885,2020-04-08
28109,6141,2020-04-08
28113,3981,2020-04-08
28115,4085,2020-04-08
28117,3243,2020-04-08
28121,17539,2020-04-08
28123,3063,2020-04-08
28127,3133,2020-04-08
28129,1914,2020-04-08
28131,2085,2020-04-08
28133,1995,2020-04-08
28137,3601,2020-04-08
28139,2612,2020-04-08
28141,2704,2020-04-08
28145,4192,2020-04-08
28149,4550,2020-04-08
28151,3377,2020-04-08
28153,1640,2020-04-08
28159,2014,2020-04-08
28163,2021,2020-04-08
29001,1845,2020-04-08
29003,2406,2020-04-08
29007,2140,2020-04-08
29009,4037,2020-04-08
29013,1927,2020-04-08
29015,2207,2020-04-08
29019,12112,2020-04-08
29021,8644,2020-04-08
29023,4259,2020-04-08
29027,4654,2020-04-08
29029,6099,2020-04-08
29031,7725,2020-04-08
29037,13426,2020-04-08
29043,10643,2020-04-08
29047,26682,2020-04-08
29049,3094,2020-04-08
29051,8050,2020-04-08
29053,2232,2020-04-08
29055,2628,2020-04-08
29059,1846,2020-04-08
29065,1332,2020-04-08
29069,3146,2020-04-08
29071,4403,2020-04-08
29077,28581,2020-04-08
29083,2666,2020-04-08
29095,59169,2020-04-08
29097,13270,2020-04-08
29099,23615,2020-04-08
29101,4963,2020-04-08
29105,4129,2020-04-08
29109,4619,2020-04-08
29113,6923,2020-04-08
29117,1589,2020-04-08
29119,3010,2020-04-08
29121,1962,2020-04-08
29127,3160,2020-04-08
29131,3362,2020-04-08
29135,1857,2020-04-08
29141,2632,2020-04-08
29143,3218,2020-04-08
29145,8274,2020-04-08
29147,2080,2020-04-08
29151,1678,2020-04-08
29155,2013,2020-04-08
29157,2206,2020-04-08
29159,4029,2020-04-08
29161,4574,2020-04-08
29163,1727,2020-04-08
29165,11928,2020-04-08
29167,3406,2020-04-08
29169,3850,2020-04-08
29175,2336,2020-04-08
29183,39189,2020-04-08
29186,2682,2020-04-08
29187,7607,2020-04-08
29189,75839,2020-04-08
29195,2225,2020-04-08
29201,4594,2020-04-08
29207,3271,2020-04-08
29209,4413,2020-04-08
29213,5627,2020-04-08
29215,2030,2020-04-08
29221,2589,2020-04-08
29225,4406,2020-04-08
29510,18503,2020-04-08
30013,3950,2020-04-08
30029,5000,2020-04-08
30031,5337,2020-04-08
30047,1623,2020-04-08
30049,3941,2020-04-08
30063,5898,2020-04-08
30081,2273,2020-04-08
30093,1679,2020-04-08
30111,9789,2020-04-08
31001,3020,2020-04-08
31019,5508,2020-04-08
31025,4239,2020-04-08
31043,2202,2020-04-08
31047,2760,2020-04-08
31053,3923,2020-04-08
31055,42889,2020-04-08
31067,2834,2020-04-08
31079,6124,2020-04-08
31109,25219,2020-04-08
31111,4146,2020-04-08
31119,3767,2020-04-08
31131,2303,2020-04-08
31141,3629,2020-04-08
31153,20183,2020-04-08
31155,3024,2020-04-08
31157,2921,2020-04-08
31159,2333,2020-04-08
31177,2671,2020-04-08
31185,2309,2020-04-08
32001,1770,2020-04-08
32003,91622,2020-04-08
32005,3185,2020-04-08
32007,2897,2020-04-08
32019,3966,2020-04-08
32023,3119,2020-04-08
32031,21275,2020-04-08
32510,3457,2020-04-08
33001,5219,2020-04-08
33003,3454,2020-04-08
33005,4686,2020-04-08
33007,1839,2020-04-08
33009,5457,2020-04-08
33011,27436,2020-04-08
33013,11091,2020-04-08
33015,24463,2020-04-08
33017,8738,2020-04-08
33019,2161,2020-04-08
34001,17182,2020-04-08
34003,53745,2020-04-08
34005,34917,2020-04-08
34007,33442,2020-04-08
34009,6279,2020-04-08
34011,10013,2020-04-08
34013,37463,2020-04-08
34015,25831,2020-04-08
34017,20773,2020-04-08
34019,10820,2020-04-08
34021,20396,2020-04-08
34023,47758,2020-04-08
34025,48483,2020-04-08
34027,35871,2020-04-08
34029,36458,2020-04-08
34031,24660,2020-04-08
34033,5755,2020-04-08
34035,22181,2020-04-08
34037,11701,2020-04-08
34039,29775,2020-04-08
34041,9518,2020-04-08
35001,31605,2020-04-08
35005,3410,2020-04-08
35009,3288,2020-04-08
35013,9999,2020-04-08
35015,5768,2020-04-08
35025,5923,2020-04-08
35027,1320,2020-04-08
35031,2518,2020-04-08
35035,3221,2020-04-08
35039,1402,2020-04-08
35041,1457,2020-04-08
35043,8291,2020-04-08
35045,5034,2020-04-08
35049,6116,2020-04-08
35055,1131,2020-04-08
35061,3943,2020-04-08
36001,16377,2020-04-08
36003,2929,2020-04-08
36005,40653,2020-04-08
36007,10524,2020-04-08
36009,4737,2020-04-08
36011,5076,2020-04-08
36013,7610,2020-04-08
36015,5943,2020-04-08
36017,3398,2020-04-08
36019,3345,2020-04-08
36021,3497,2020-04-08
36023,3005,2020-04-08
36025,2789,2020-04-08
36027,16024,2020-04-08
36029,42662,2020-04-08
36031,2139,2020-04-08
36033,2301,2020-04-08
36035,3286,2020-04-08
36037,4888,2020-04-08
36039,3127,2020-04-08
36043,3907,2020-04-08
36045,6110,2020-04-08
36047,56825,2020-04-08
36049,1426,2020-04-08
36051,4793,2020-04-08
36053,4639,2020-04-08
36055,42125,2020-04-08
36057,3435,2020-04-08
36059,78883,2020-04-08
36061,37109,2020-04-08
36063,11410,2020-04-08
36065,11890,2020-04-08
36067,25595,2020-04-08
36069,8740,2020-04-08
36071,21041,2020-04-08
36073,2935,2020-04-08
36075,7387,2020-04-08
36077,2971,2020-04-08
36079,6626,2020-04-08
36081,64319,2020-04-08
36083,8873,2020-04-08
36085,22225,2020-04-08
36087,15028,2020-04-08
36089,4550,2020-04-08
36091,13943,2020-04-08
36093,8730,2020-04-08
36095,1783,2020-04-08
36099,2608,2020-04-08
36101,6698,2020-04-08
36103,97263,2020-04-08
36105,4645,2020-04-08
36107,3682,2020-04-08
36109,4194,2020-04-08
36111,9980,2020-04-08
36113,4785,2020-04-08
36115,3952,2020-04-08
36117,7259,2020-04-08
36119,43369,2020-04-08
36121,2875,2020-04-08
36123,1624,2020-04-08
37001,15435,2020-04-08
37003,4374,2020-04-08
37007,2319,2020-04-08
37009,2445,2020-04-08
37011,1588,2020-04-08
37013,4274,2020-04-08
37017,3303,2020-04-08
37019,12303,2020-04-08
37021,19107,2020-04-08
37023,8548,2020-04-08
37025,24852,2020-04-08
37027,7944,2020-04-08
37031,7286,2020-04-08
37033,2143,2020-04-08
37035,18836,2020-04-08
37037,7108,2020-04-08
37039,2430,2020-04-08
37045,10482,2020-04-08
37047,4781,2020-04-08
37049,8557,2020-04-08
37051,24974,2020-04-08
37053,3072,2020-04-08
37055,3611,2020-04-08
37057,18862,2020-04-08
37059,5108,2020-04-08
37061,4761,2020-04-08
37063,20158,2020-04-08
37065,4760,2020-04-08
37067,30891,2020-04-08
37069,7394,2020-04-08
37071,22764,2020-04-08
37077,6489,2020-04-08
37079,1759,2020-04-08
37081,42944,2020-04-08
37083,3932,2020-04-08
37085,13045,2020-04-08
37087,5526,2020-04-08
37089,10084,2020-04-08
37091,1610,2020-04-08
37093,4261,2020-04-08
37097,21079,2020-04-08
37099,3050,2020-04-08
37101,24256,2020-04-08
37105,6043,2020-04-08
37107,5003,2020-04-08
37109,11988,2020-04-08
37111,4186,2020-04-08
37113,3127,2020-04-08
37117,1854,2020-04-08
37119,78508,2020-04-08
37123,2832,2020-04-08
37125,8454,2020-04-08
37127,10259,2020-04-08
37129,16943,2020-04-08
37133,13888,2020-04-08
37135,10399,2020-04-08
37139,3518,2020-04-08
37141,6576,2020-04-08
37145,4050,2020-04-08
37147,13225,2020-04-08
37149,2211,2020-04-08
37151,14108,2020-04-08
37153,4217,2020-04-08
37155,8412,2020-04-08
37157,8608,2020-04-08
37159,15737,2020-04-08
37161,6510,2020-04-08
37163,6056,2020-04-08
37165,3065,2020-04-08
37167,7511,2020-04-08
37169,5333,2020-04-08
37171,8480,2020-04-08
37175,2743,2020-04-08
37179,26162,2020-04-08
37181,3995,2020-04-08
37183,81526,2020-04-08
37185,1821,2020-04-08
37189,3813,2020-04-08
37191,10515,2020-04-08
37193,6628,2020-04-08
37195,8140,2020-04-08
37197,4267,2020-04-08
38015,7360,2020-04-08
38017,11689,2020-04-08
38035,4958,2020-04-08
38053,2381,2020-04-08
38059,2947,2020-04-08
38089,2719,2020-04-08
38101,4774,2020-04-08
38105,3767,2020-04-08
39001,2296,2020-04-08
39003,11389,2020-04-08
39005,6604,2020-04-08
39007,8080,2020-04-08
39009,4097,2020-04-08
39011,6553,2020-04-08
39013,6732,2020-04-08
39015,4952,2020-04-08
39017,37756,2020-04-08
39019,3013,2020-04-08
39021,4269,2020-04-08
39023,12710,2020-04-08
39025,23095,2020-04-08
39027,5498,2020-04-08
39029,10007,2020-04-08
39031,3366,2020-04-08
39033,4908,2020-04-08
39035,71097,2020-04-08
39037,5600,2020-04-08
39039,4411,2020-04-08
39041,25497,2020-04-08
39043,8140,2020-04-08
39045,16708,2020-04-08
39047,4019,2020-04-08
39049,91413,2020-04-08
39051,5671,2020-04-08
39053,3145,2020-04-08
39055,9576,2020-04-08
39057,17282,2020-04-08
39059,4944,2020-04-08
39061,68747,2020-04-08
39063,8657,2020-04-08
39065,3211,2020-04-08
39069,4107,2020-04-08
39071,4289,2020-04-08
39073,2985,2020-04-08
39075,3810,2020-04-08
39077,6510,2020-04-08
39079,3167,2020-04-08
39081,5136,2020-04-08
39083,6403,2020-04-08
39085,18586,2020-04-08
39087,5477,2020-04-08
39089,19381,2020-04-08
39091,5296,2020-04-08
39093,26214,2020-04-08
39095,32444,2020-04-08
39097,6233,2020-04-08
39099,20185,2020-04-08
39101,6039,2020-04-08
39103,20522,2020-04-08
39105,2276,2020-04-08
39107,5024,2020-04-08
39109,11888,2020-04-08
39113,43869,2020-04-08
39117,4904,2020-04-08
39119,8498,2020-04-08
39123,5204,2020-04-08
39125,2357,2020-04-08
39127,3670,2020-04-08
39129,7622,2020-04-08
39131,3147,2020-04-08
39133,17144,2020-04-08
39135,5543,2020-04-08
39137,4278,2020-04-08
39139,12347,2020-04-08
39141,7611,2020-04-08
39143,7191,2020-04-08
39145,6285,2020-04-08
39147,5706,2020-04-08
39149,5998,2020-04-08
39151,34396,2020-04-08
39153,46739,2020-04-08
39155,18605,2020-04-08
39157,9829,2020-04-08
39159,8496,2020-04-08
39161,3993,2020-04-08
39165,29651,2020-04-08
39167,5686,2020-04-08
39169,11974,2020-04-08
39171,4687,2020-04-08
39173,15615,2020-04-08
39175,3377,2020-04-08
40009,3429,2020-04-08
40013,5873,2020-04-08
40015,3043,2020-04-08
40017,18947,2020-04-08
40019,6667,2020-04-08
40021,4237,2020-04-08
40027,27630,2020-04-08
40031,9545,2020-04-08
40035,2453,2020-04-08
40037,8960,2020-04-08
40039,3851,2020-04-08
40041,5703,2020-04-08
40047,6017,2020-04-08
40049,4441,2020-04-08
40051,7837,2020-04-08
40065,2610,2020-04-08
40071,4862,2020-04-08
40073,2895,2020-04-08
40079,5264,2020-04-08
40081,4953,2020-04-08
40083,5774,2020-04-08
40085,1955,2020-04-08
40087,7499,2020-04-08
40089,2958,2020-04-08
40091,3023,2020-04-08
40095,2542,2020-04-08
40097,5364,2020-04-08
40099,2692,2020-04-08
40101,7718,2020-04-08
40103,1798,2020-04-08
40109,64990,2020-04-08
40111,4003,2020-04-08
40113,5616,2020-04-08
40115,3596,2020-04-08
40117,1969,2020-04-08
40119,7267,2020-04-08
40121,5251,2020-04-08
40123,4209,2020-04-08
40125,7891,2020-04-08
40131,11631,2020-04-08
40133,3147,2020-04-08
40135,4264,2020-04-08
40137,5054,2020-04-08
40139,1929,2020-04-08
40143,57238,2020-04-08
40145,10074,2020-04-08
40147,4588,2020-04-08
40153,2898,2020-04-08
41003,4711,2020-04-08
41005,24850,2020-04-08
41007,2429,2020-04-08
41009,3228,2020-04-08
41011,3064,2020-04-08
41013,1744,2020-04-08
41015,1228,2020-04-08
41017,10338,2020-04-08
41019,6559,2020-04-08
41027,1448,2020-04-08
41029,11375,2020-04-08
41031,1411,2020-04-08
41033,4760,2020-04-08
41035,3975,2020-04-08
41039,17209,2020-04-08
41041,2633,2020-04-08
41043,8926,2020-04-08
41045,2425,2020-04-08
41047,19199,2020-04-08
41051,35713,2020-04-08
41053,5262,2020-04-08
41057,1531,2020-04-08
41059,4692,2020-04-08
41061,1496,2020-04-08
41065,1675,2020-04-08
41067,30050,2020-04-08
41071,6275,2020-04-08
42001,8290,2020-04-08
42003,73038,2020-04-08
42005,6022,2020-04-08
42007,13193,2020-04-08
42009,3978,2020-04-08
42011,26470,2020-04-08
42013,7394,2020-04-08
42015,4423,2020-04-08
42017,45821,2020-04-08
42019,17580,2020-04-08
42021,9048,2020-04-08
42025,4622,2020-04-08
42027,7347,2020-04-08
42029,33291,2020-04-08
42031,3209,2020-04-08
42033,5749,2020-04-08
42035,3037,2020-04-08
42037,5223,2020-04-08
42039,5852,2020-04-08
42041,21128,2020-04-08
42043,20545,2020-04-08
42045,29094,2020-04-08
42047,2295,2020-04-08
42049,16058,2020-04-08
42051,10102,2020-04-08
42055,11173,2020-04-08
42059,3348,2020-04-08
42061,2580,2020-04-08
42063,6572,2020-04-08
42065,3693,2020-04-08
42069,12950,2020-04-08
42071,31150,2020-04-08
42073,7640,2020-04-08
42075,10065,2020-04-08
42077,23549,2020-04-08
42079,18900,2020-04-08
42081,7803,2020-04-08
42083,2741,2020-04-08
42085,9081,2020-04-08
42087,2878,2020-04-08
42089,12751,2020-04-08
42091,54399,2020-04-08
42093,2093,2020-04-08
42095,21120,2020-04-08
42097,6795,2020-04-08
42099,4106,2020-04-08
42101,42631,2020-04-08
42103,4989,2020-04-08
42107,9267,2020-04-08
42109,3147,2020-04-08
42111,6135,2020-04-08
42115,3008,2020-04-08
42117,2735,2020-04-08
42119,3182,2020-04-08
42121,3947,2020-04-08
42123,2415,2020-04-08
42125,18331,2020-04-08
42127,3733,2020-04-08
42129,30457,2020-04-08
42131,2281,2020-04-08
42133,33645,2020-04-08
44001,3075,2020-04-08
44003,10278,2020-04-08
44005,4385,2020-04-08
44007,23217,2020-04-08
44009,7787,2020-04-08
45001,2630,2020-04-08
45003,15432,2020-04-08
45007,21158,2020-04-08
45011,2044,2020-04-08
45013,14515,2020-04-08
45015,19890,2020-04-08
45019,30115,2020-04-08
45021,7007,2020-04-08
45023,3682,2020-04-08
45025,4753,2020-04-08
45027,3596,2020-04-08
45029,4141,2020-04-08
45031,7086,2020-04-08
45033,2856,2020-04-08
45035,14903,2020-04-08
45037,2844,2020-04-08
45039,2420,2020-04-08
45041,14333,2020-04-08
45043,6514,2020-04-08
45045,43345,2020-04-08
45047,6547,2020-04-08
45049,1959,2020-04-08
45051,30734,2020-04-08
45053,3969,2020-04-08
45055,7228,2020-04-08
45057,10428,2020-04-08
45059,7017,2020-04-08
45061,1698,2020-04-08
45063,32026,2020-04-08
45067,2736,2020-04-08
45069,2148,2020-04-08
45071,4678,2020-04-08
45073,7398,2020-04-08
45075,7647,2020-04-08
45077,12312,2020-04-08
45079,33051,2020-04-08
45081,2263,2020-04-08
45083,31769,2020-04-08
45085,8938,2020-04-08
45087,2833,2020-04-08
45091,27519,2020-04-08
46011,2504,2020-04-08
46013,2738,2020-04-08
46029,2392,2020-04-08
46035,1837,2020-04-08
