STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.996543,3.6e-05,3.7e-05,0.000153,0.000103,0.000122,3.5e-05,0.000126,3.7e-05,7e-05,3.3e-05,0.000428,4e-05,0.000486,5.2e-05,2.9e-05,9.7e-05,5e-05,5.5e-05,0.000281,1.6e-05,5e-05,5.7e-05,0.000111,6.1e-05,4.5e-05,0.00053,3.3e-05,0.000162,0.000143,7.4e-05,3.8e-05,4.2e-05,0.000186,3.3e-05,3.3e-05,7.3e-05,0.000693,3.5e-05,2.3e-05,1.6e-05,5.6e-05,5.8e-05,6.4e-05,0.000103,5e-05,7e-05,0.001545,0.000171,1.8e-05,0.000358
AL,0.000873,0.983925,0.012094,0.002682,0.000934,0.001942,0.001422,0.001305,0.001659,0.019056,0.057023,0.000548,0.00787,0.002235,0.005183,0.007586,0.006751,0.01116,0.019681,0.001235,0.002386,0.002397,0.002922,0.002584,0.011151,0.099536,0.004243,0.005345,0.002002,0.00428,0.001781,0.001112,0.00892,0.001889,0.001126,0.003937,0.010315,0.00128,0.002246,0.001017,0.008407,0.002729,0.052119,0.006204,0.002641,0.004725,0.001014,0.001094,0.004332,0.003924,0.009188
AR,0.000364,0.005481,0.981707,0.003981,0.001094,0.002647,0.000827,0.000968,0.001193,0.001413,0.003167,0.00012,0.006553,0.003476,0.006046,0.005728,0.014414,0.007142,0.018093,0.00043,0.00134,0.001215,0.002053,0.002016,0.038249,0.028991,0.003334,0.002322,0.002528,0.005808,0.00068,0.000861,0.014953,0.002127,0.000679,0.003,0.055373,0.001475,0.002187,0.000439,0.002592,0.004987,0.022943,0.011949,0.002981,0.002827,0.000769,0.000722,0.002357,0.00354,0.01405
AZ,0.006841,0.001627,0.004881,0.991083,0.013148,0.012546,0.000944,0.000716,0.00123,0.001367,0.00157,0.004679,0.009996,0.013212,0.004577,0.003585,0.007649,0.001988,0.002439,0.000874,0.001252,0.001415,0.002057,0.007383,0.006255,0.003083,0.012255,0.001522,0.012537,0.009216,0.000903,0.00102,0.058014,0.034467,0.000804,0.002144,0.0099,0.007185,0.00152,0.000855,0.001423,0.009748,0.003006,0.005057,0.024027,0.001731,0.000979,0.005455,0.004763,0.001473,0.0264
CA,0.010916,0.002264,0.004997,0.057051,0.996967,0.011584,0.00296,0.00341,0.003112,0.00257,0.002751,0.027422,0.005942,0.021003,0.00457,0.003702,0.006292,0.003044,0.003286,0.002501,0.002924,0.002664,0.00232,0.004699,0.00596,0.003755,0.013846,0.002706,0.004813,0.010484,0.003488,0.002837,0.0364,0.08812,0.002475,0.003024,0.008269,0.032869,0.0026,0.002311,0.002028,0.00606,0.00432,0.00574,0.027477,0.003417,0.002973,0.014399,0.003277,0.001857,0.033171
CO,0.00433,0.001429,0.003736,0.00776,0.002744,0.991186,0.002033,0.001431,0.001025,0.002124,0.001524,0.003136,0.00979,0.01165,0.004162,0.002976,0.019127,0.002503,0.002353,0.00128,0.001679,0.001232,0.001306,0.00417,0.008169,0.002778,0.018695,0.00144,0.01096,0.027642,0.002449,0.001038,0.035041,0.007415,0.000773,0.002235,0.011326,0.004733,0.001771,0.000901,0.001185,0.014867,0.002663,0.005906,0.019063,0.001843,0.001994,0.003317,0.00334,0.001363,0.145244
CT,3.6e-05,0.000599,0.000938,0.000553,0.0004,0.000765,0.984258,0.002652,0.006523,0.001052,0.001054,0.000171,0.001345,0.000683,0.001439,0.002314,0.00099,0.001469,0.000567,0.053174,0.003912,0.01475,0.001089,0.000576,0.001139,0.00094,0.000966,0.001564,0.000708,0.00108,0.022946,0.00977,0.00184,0.000418,0.020777,0.002472,0.000702,0.000463,0.005017,0.111222,0.001465,0.001863,0.001434,0.00043,0.000834,0.002889,0.043928,0.00064,0.001331,0.002717,0.004236
DC,0.000364,0.000234,0.000207,0.000301,0.000204,0.000323,0.001014,0.911846,0.008126,0.00057,0.000548,0.000428,0.00027,0.000238,0.000376,0.000416,0.00027,0.000403,0.000205,0.000905,0.117492,0.000816,0.000382,0.000222,0.000295,0.000293,0.000246,0.001236,0.000263,0.000215,0.000965,0.002135,0.000251,0.000186,0.000951,0.000462,0.000269,0.000159,0.00299,0.000971,0.000912,0.000376,0.000519,0.0003,0.000365,0.043017,0.000944,0.000241,0.000226,0.005891,0.000328
DE,7.3e-05,0.000335,0.000525,0.000285,0.00015,0.000245,0.002389,0.011156,0.966285,0.000622,0.000563,0.000103,0.000413,0.000186,0.000538,0.00077,0.000327,0.000581,0.00029,0.001609,0.046885,0.001565,0.00022,0.000149,0.000445,0.000367,0.000284,0.001787,0.000222,0.000475,0.003327,0.013842,0.000742,0.000238,0.001814,0.001035,0.000313,0.000135,0.023431,0.001779,0.00107,0.000301,0.000625,0.000189,0.000249,0.005214,0.001819,0.000105,0.000246,0.002195,0.001044
FL,0.005603,0.062976,0.007485,0.005133,0.002159,0.007831,0.012561,0.008756,0.014481,0.995955,0.050785,0.001765,0.021531,0.003269,0.01326,0.019757,0.012681,0.016704,0.013137,0.012806,0.010695,0.017414,0.014058,0.01691,0.017159,0.027755,0.004773,0.015841,0.008068,0.007954,0.014708,0.011483,0.007696,0.00401,0.01005,0.015162,0.010621,0.002048,0.011544,0.01368,0.020865,0.008262,0.034899,0.008179,0.003705,0.013155,0.015109,0.002208,0.014997,0.011435,0.009844
