STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.993723,5.6e-05,4.6e-05,0.000285,0.000168,0.000258,2.4e-05,0.000125,0.000163,8.2e-05,7.5e-05,0.002253,0.0001,0.000709,7.9e-05,6.2e-05,9.1e-05,9.9e-05,7e-05,0.000199,5.5e-05,0.00014,6.3e-05,0.00019,8.6e-05,7.2e-05,0.000619,6.8e-05,0.000202,0.000174,0.000156,4.9e-05,0.000123,0.000232,4.4e-05,6e-05,6.5e-05,0.000866,4.3e-05,2.3e-05,5.5e-05,0.00017,8.7e-05,9.2e-05,0.000247,7.2e-05,0.000178,0.002075,0.000233,5.5e-05,0.000602
AL,0.001868,0.9815,0.01457,0.002805,0.001053,0.002451,0.001776,0.002506,0.002475,0.030108,0.067119,0.001456,0.004573,0.002253,0.005389,0.007317,0.005286,0.013897,0.027747,0.001463,0.002922,0.002513,0.00361,0.003312,0.00745,0.146737,0.004685,0.007245,0.001935,0.004074,0.002048,0.001636,0.007889,0.002034,0.001409,0.004617,0.006167,0.00126,0.002816,0.00111,0.01136,0.003127,0.052867,0.008197,0.00272,0.005785,0.001461,0.001341,0.004206,0.005353,0.006386
AR,0.000598,0.00875,0.978009,0.003672,0.00104,0.003114,0.000988,0.001034,0.001608,0.002686,0.003742,0.000598,0.005845,0.002961,0.006873,0.007039,0.015106,0.008395,0.022503,0.000674,0.001785,0.001204,0.002301,0.002827,0.042334,0.039347,0.002923,0.002678,0.003427,0.00591,0.001024,0.001135,0.01277,0.002385,0.000805,0.003423,0.058743,0.001402,0.002424,0.001063,0.003568,0.004973,0.028774,0.015388,0.002689,0.003121,0.001176,0.000803,0.002809,0.0041,0.010121
AZ,0.00893,0.002227,0.00501,0.988569,0.017481,0.014446,0.001411,0.001441,0.002024,0.001917,0.002212,0.014497,0.009276,0.015252,0.005753,0.00436,0.00869,0.002894,0.003191,0.001511,0.001965,0.001797,0.003052,0.010079,0.006532,0.003906,0.012525,0.002254,0.014999,0.010628,0.001646,0.00163,0.070267,0.048258,0.001221,0.00303,0.009894,0.008803,0.002322,0.001457,0.001839,0.011754,0.003452,0.006896,0.032713,0.0024,0.001604,0.007455,0.005941,0.002073,0.021296
CA,0.01603,0.003117,0.005747,0.079342,0.995672,0.015857,0.004757,0.005513,0.004373,0.003731,0.004434,0.076344,0.006119,0.026812,0.006487,0.00501,0.007855,0.00409,0.004478,0.00458,0.004926,0.00377,0.004044,0.00866,0.007029,0.004969,0.015681,0.00388,0.005927,0.01052,0.004873,0.004697,0.037728,0.12269,0.003981,0.004437,0.008533,0.039332,0.004042,0.004231,0.003008,0.005952,0.005376,0.009091,0.036968,0.005165,0.005311,0.019616,0.004768,0.002506,0.025212
CO,0.005941,0.002157,0.00443,0.012911,0.004466,0.986986,0.00287,0.003415,0.001843,0.003803,0.002807,0.013271,0.011053,0.014088,0.00512,0.003766,0.026963,0.003663,0.003315,0.002269,0.002874,0.001658,0.002404,0.007245,0.009293,0.004851,0.022921,0.002275,0.014919,0.042973,0.00289,0.001934,0.051357,0.010966,0.001358,0.003243,0.011635,0.006372,0.002639,0.001757,0.00193,0.021662,0.003565,0.010421,0.02551,0.003205,0.00303,0.00479,0.004451,0.001815,0.195795
CT,0.000486,0.000734,0.000995,0.000657,0.000627,0.001022,0.981595,0.003916,0.009288,0.002017,0.001274,0.001027,0.001307,0.00055,0.001517,0.002321,0.000953,0.00164,0.000679,0.079809,0.005209,0.020889,0.001393,0.000863,0.001218,0.001438,0.001065,0.001928,0.000625,0.000851,0.036548,0.016874,0.001473,0.000722,0.034564,0.002826,0.001123,0.000453,0.006819,0.15439,0.002039,0.001695,0.001587,0.000565,0.000767,0.003834,0.056354,0.000789,0.001582,0.003317,0.003524
DC,0.001532,0.000852,0.00068,0.001169,0.000596,0.000999,0.002517,0.917988,0.015052,0.001648,0.00151,0.001333,0.000697,0.000455,0.000928,0.000948,0.000858,0.00109,0.000873,0.002056,0.164421,0.002199,0.00093,0.000783,0.000802,0.001405,0.000678,0.003338,0.000706,0.001106,0.001814,0.004572,0.000757,0.000615,0.002387,0.001271,0.00055,0.000477,0.005629,0.00289,0.002149,0.000697,0.001389,0.00116,0.000698,0.071909,0.002638,0.000561,0.000673,0.009931,0.000693
DE,0.000187,0.000395,0.0008,0.000337,0.000206,0.000342,0.004122,0.017229,0.959272,0.000962,0.00076,0.000215,0.000496,0.000243,0.000517,0.000872,0.000345,0.000759,0.000328,0.002101,0.062473,0.001955,0.000388,0.000255,0.00043,0.000591,0.000426,0.002111,0.000302,0.000469,0.004147,0.024395,0.000706,0.000226,0.003403,0.001261,0.00029,0.000172,0.034656,0.003052,0.001534,0.000264,0.00084,0.000266,0.000323,0.008305,0.002424,0.000161,0.00032,0.003565,0.000723
FL,0.007174,0.078325,0.010032,0.007334,0.003707,0.010594,0.019499,0.017511,0.020635,0.991698,0.068514,0.006926,0.015626,0.004083,0.017887,0.019481,0.013014,0.021349,0.018342,0.020074,0.016874,0.0215,0.022817,0.024719,0.014972,0.047197,0.006214,0.027248,0.010786,0.011177,0.020788,0.020208,0.008421,0.007106,0.016467,0.019411,0.007313,0.003016,0.020179,0.020992,0.032286,0.011302,0.032733,0.013642,0.006563,0.022305,0.021422,0.003618,0.01717,0.017652,0.00979
GA,0.004073,0.113462,0.012999,0.004753,0.002393,0.004536,0.006809,0.010526,0.010245,0.041812,0.984164,0.004413,0.008571,0.003184,0.009739,0.014079,0.008064,0.026652,0.013646,0.005358,0.010038,0.008638,0.010423,0.008765,0.010193,0.037748,0.005459,0.037586,0.00508,0.006996,0.006389,0.005963,0.009803,0.004199,0.005529,0.013565,0.007196,0.002559,0.009082,0.005109,0.10766,0.005538,0.073232,0.006207,0.005479,0.020492,0.007521,0.002078,0.007816,0.01533,0.010332
HI,0.011546,0.000235,0.000195,0.002827,0.002373,0.001395,0.000194,0.000627,0.000181,0.000295,0.000269,0.989166,0.00078,0.002369,0.0005,0.000301,0.000626,0.000191,0.000328,0.000325,0.000306,0.000419,0.000524,0.001971,0.00046,0.000447,0.002304,0.000252,0.000726,0.000878,0.000467,0.000218,0.000716,0.00339,0.000215,0.000307,0.000312,0.002682,0.000251,0.000277,0.000285,0.000885,0.000329,0.000972,0.002847,0.000408,0.000535,0.003276,0.000646,0.000221,0.000723
IA,0.000859,0.002984,0.00525,0.005782,0.001213,0.006048,0.001441,0.001128,0.001554,0.003716,0.002004,0.005486,0.980393,0.007245,0.035847,0.008161,0.01934,0.00463,0.001535,0.001194,0.001624,0.002199,0.00304,0.039191,0.023245,0.003096,0.00966,0.002207,0.024535,0.181225,0.002061,0.001268,0.007429,0.004588,0.000974,0.003689,0.006522,0.002642,0.002341,0.001248,0.001732,0.110908,0.004127,0.001976,0.006855,0.002027,0.001711,0.00198,0.024589,0.003307,0.028616
ID,0.003363,0.000474,0.001376,0.00373,0.001692,0.003285,0.000288,0.000407,0.000343,0.000338,0.000484,0.002115,0.002282,0.978508,0.001044,0.000934,0.001656,0.000759,0.000478,0.000384,0.000387,0.002181,0.000444,0.001449,0.001471,0.001362,0.058968,0.000513,0.007096,0.004329,0.00035,0.000446,0.004646,0.008712,0.000332,0.00064,0.001878,0.02327,0.000594,0.000139,0.000535,0.004766,0.00082,0.000785,0.043347,0.000469,0.000392,0.042012,0.001205,0.0007,0.049431
IL,0.003438,0.007932,0.017089,0.010604,0.003991,0.011801,0.00628,0.008991,0.006071,0.009697,0.007687,0.008643,0.110233,0.008292,0.984522,0.113887,0.025162,0.034388,0.005325,0.005512,0.007065,0.00466,0.025571,0.024713,0.105397,0.010976,0.012758,0.005758,0.016935,0.027172,0.006662,0.005703,0.016229,0.007991,0.005157,0.018938,0.012276,0.005118,0.009109,0.006681,0.006579,0.020437,0.017155,0.006043,0.008985,0.008353,0.007378,0.004231,0.120547,0.013939,0.030966
IN,0.001084,0.006561,0.010699,0.004778,0.001768,0.004549,0.005304,0.00426,0.005204,0.006089,0.006032,0.002605,0.015748,0.00496,0.081266,0.980459,0.009538,0.129597,0.004552,0.004276,0.004848,0.003647,0.040376,0.008095,0.017431,0.006703,0.007531,0.005125,0.007742,0.009864,0.004549,0.004316,0.011215,0.004193,0.003715,0.048946,0.007205,0.002623,0.008828,0.003306,0.00695,0.009041,0.016404,0.003232,0.005092,0.006704,0.00524,0.0019,0.019668,0.015367,0.020152
KS,0.001569,0.003334,0.012755,0.005613,0.001527,0.015629,0.0013,0.002287,0.001464,0.002383,0.001853,0.004183,0.019346,0.004738,0.006904,0.005088,0.9789,0.004298,0.002943,0.001791,0.001475,0.001623,0.001873,0.006815,0.15141,0.004551,0.00544,0.001815,0.007076,0.045017,0.001516,0.000977,0.013886,0.003503,0.000852,0.002436,0.043349,0.001968,0.001657,0.001133,0.001943,0.016049,0.004201,0.00553,0.005447,0.001649,0.001212,0.001589,0.004906,0.003178,0.019037
KY,0.001046,0.011316,0.010434,0.002389,0.00092,0.002876,0.003128,0.002694,0.003216,0.007446,0.009573,0.001134,0.008371,0.00275,0.019226,0.092135,0.006757,0.973317,0.004418,0.002314,0.00375,0.001972,0.012029,0.005081,0.014521,0.010638,0.004143,0.00652,0.003931,0.005843,0.003681,0.002619,0.005996,0.002812,0.001964,0.071192,0.004022,0.001929,0.006043,0.002659,0.009494,0.004031,0.066717,0.002637,0.003044,0.009506,0.00499,0.001255,0.007864,0.060796,0.010543
LA,0.001906,0.021181,0.033221,0.003538,0.001282,0.003238,0.001541,0.002036,0.001608,0.007298,0.006339,0.001011,0.002526,0.001682,0.003107,0.003731,0.003893,0.004702,0.984732,0.001131,0.002065,0.00103,0.001568,0.002118,0.005037,0.112949,0.002381,0.003116,0.002298,0.00252,0.001102,0.001427,0.010969,0.002203,0.001019,0.002252,0.008911,0.001161,0.001902,0.001503,0.004057,0.002392,0.008167,0.029043,0.002061,0.003375,0.001426,0.000924,0.001819,0.003519,0.005543
MA,0.00198,0.001057,0.001268,0.001188,0.001237,0.001827,0.130622,0.005889,0.008511,0.003196,0.001893,0.002191,0.002038,0.001259,0.002953,0.003121,0.002169,0.002419,0.00094,0.985741,0.005592,0.103714,0.002131,0.002112,0.001753,0.001253,0.00122,0.002885,0.000968,0.001776,0.377273,0.011484,0.001545,0.001237,0.015013,0.003659,0.00152,0.001968,0.007212,0.449785,0.002391,0.001224,0.001944,0.001153,0.001573,0.005197,0.11727,0.001324,0.003599,0.003142,0.002109
MD,0.001345,0.002437,0.002681,0.002145,0.001244,0.002669,0.011572,0.680628,0.303561,0.004298,0.004122,0.001502,0.002374,0.001259,0.003011,0.004221,0.002137,0.004937,0.002121,0.006863,0.980005,0.008394,0.002352,0.001716,0.00318,0.003687,0.002652,0.009123,0.001573,0.002305,0.009435,0.021216,0.003551,0.001676,0.008981,0.005499,0.001862,0.001122,0.055957,0.009271,0.008097,0.002712,0.005354,0.002031,0.001642,0.102962,0.007307,0.000904,0.002351,0.1037,0.003826
ME,0.000187,0.00037,0.000332,0.000211,0.000117,0.000188,0.006251,0.000689,0.001391,0.000586,0.000451,0.000199,0.000479,0.001089,0.00037,0.000483,0.000363,0.000431,0.000147,0.019848,0.000825,0.983159,0.000648,0.000433,0.000344,0.000413,0.000348,0.000806,0.000302,0.000556,0.095582,0.001133,0.000491,0.00022,0.00161,0.000796,0.000166,0.001215,0.001278,0.009063,0.000497,0.000151,0.000353,0.00014,0.000342,0.000858,0.014044,0.000475,0.000841,0.000562,0.000813
MI,0.001794,0.003255,0.003924,0.002687,0.001077,0.002897,0.005098,0.004198,0.003036,0.004086,0.003261,0.004015,0.006232,0.002327,0.014927,0.045914,0.003467,0.009619,0.001615,0.004681,0.002745,0.005043,0.991305,0.006269,0.00547,0.004134,0.003078,0.00276,0.004173,0.004731,0.005275,0.002993,0.004154,0.002442,0.004048,0.036558,0.002766,0.001865,0.005811,0.004416,0.003143,0.004031,0.005524,0.001928,0.002739,0.003253,0.005632,0.001606,0.018142,0.00609,0.006296
MN,0.004633,0.0014,0.002747,0.004647,0.001045,0.003527,0.001435,0.001441,0.0015,0.002866,0.00197,0.006743,0.057231,0.004844,0.007476,0.005151,0.006784,0.002744,0.00098,0.001686,0.001292,0.002373,0.004546,0.986916,0.006109,0.001654,0.016242,0.001283,0.274908,0.01694,0.001983,0.001125,0.004308,0.00349,0.0018,0.002713,0.003365,0.002313,0.001778,0.00111,0.00118,0.127409,0.002251,0.001468,0.003671,0.001495,0.002246,0.002556,0.077439,0.002534,0.01232
MO,0.001831,0.008779,0.083954,0.0083,0.002287,0.009722,0.002746,0.002412,0.00318,0.006604,0.004878,0.006176,0.051277,0.006632,0.07513,0.017597,0.293751,0.017112,0.006275,0.002443,0.003321,0.002426,0.005559,0.012004,0.980205,0.015767,0.007705,0.003422,0.009092,0.040822,0.002683,0.002298,0.018767,0.005536,0.001744,0.007404,0.041296,0.004158,0.004094,0.002127,0.004586,0.016953,0.015645,0.007224,0.007222,0.003977,0.003315,0.002294,0.010829,0.006679,0.025544
MS,0.000822,0.071497,0.038417,0.002715,0.000899,0.001948,0.001511,0.001222,0.001427,0.008389,0.009152,0.000812,0.003689,0.004273,0.003975,0.004231,0.004973,0.007562,0.087101,0.000883,0.001839,0.001396,0.001918,0.002014,0.009314,0.975446,0.001975,0.003351,0.002218,0.002881,0.000752,0.001076,0.008585,0.001569,0.000729,0.003081,0.007007,0.00093,0.002037,0.000763,0.005311,0.003391,0.067616,0.008723,0.001871,0.003009,0.001034,0.000674,0.002423,0.003529,0.005904
