STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.988817,6.9e-05,2.1e-05,0.000321,0.000156,0.000359,2.7e-05,5.9e-05,7.5e-05,8.6e-05,7.1e-05,0.001342,5.3e-05,0.000725,7.5e-05,4.9e-05,6.3e-05,6e-05,9.4e-05,4.8e-05,5.2e-05,5.7e-05,6.3e-05,0.000234,7.2e-05,4.5e-05,0.00087,3.8e-05,0.000204,0.000156,2e-05,1.5e-05,0.000109,0.000855,2.2e-05,4.4e-05,6.8e-05,0.000601,4.2e-05,0.0,4.9e-05,0.000196,6.5e-05,7.4e-05,0.00044,3.1e-05,0.0,0.001467,7.6e-05,2.3e-05,0.000507
AL,0.002876,0.965687,0.018476,0.003787,0.001288,0.003422,0.0015,0.004748,0.002361,0.041568,0.086685,0.001928,0.003928,0.002465,0.005984,0.007615,0.004159,0.018282,0.039246,0.00132,0.003391,0.002064,0.003064,0.001959,0.008178,0.150729,0.00406,0.008003,0.001664,0.003776,0.001256,0.001707,0.010815,0.003708,0.001441,0.004314,0.007004,0.001102,0.00263,0.001501,0.01228,0.003593,0.068349,0.006261,0.002998,0.005464,0.001954,0.001054,0.003444,0.00438,0.011762
AR,0.001837,0.008533,0.970562,0.004939,0.001387,0.004339,0.00086,0.002077,0.001267,0.002988,0.003551,0.000879,0.005451,0.003094,0.007289,0.00582,0.017304,0.008031,0.030339,0.000735,0.001654,0.001147,0.002272,0.002141,0.057773,0.039654,0.004857,0.002055,0.002819,0.006452,0.000957,0.001108,0.017736,0.00433,0.000938,0.003098,0.079806,0.001377,0.002086,0.00062,0.002569,0.004407,0.029159,0.017756,0.003938,0.002896,0.001674,0.000945,0.003048,0.002788,0.018303
AZ,0.012781,0.002079,0.00496,0.981757,0.023782,0.016962,0.001354,0.002908,0.001342,0.002484,0.002236,0.013496,0.005966,0.016387,0.005404,0.003892,0.005474,0.002514,0.002891,0.001726,0.002002,0.00192,0.002649,0.006775,0.005588,0.002935,0.013882,0.001917,0.008355,0.009031,0.002553,0.001648,0.07848,0.072125,0.001456,0.002636,0.008724,0.010808,0.002019,0.001468,0.001921,0.00699,0.003379,0.006134,0.037741,0.002229,0.000977,0.010145,0.00428,0.001434,0.02971
CA,0.015337,0.00219,0.004887,0.073147,0.99444,0.019177,0.002488,0.008665,0.002212,0.003988,0.003418,0.067675,0.004853,0.028988,0.005471,0.003812,0.004644,0.00282,0.003644,0.003423,0.003172,0.002322,0.002668,0.005601,0.005045,0.002995,0.019609,0.002573,0.005434,0.008691,0.002792,0.002848,0.038606,0.189755,0.002838,0.00282,0.007413,0.051444,0.002652,0.00261,0.002447,0.007214,0.00439,0.006591,0.035292,0.003659,0.003279,0.020967,0.003484,0.001479,0.041472
CO,0.007748,0.001885,0.00451,0.011347,0.005774,0.980698,0.001281,0.004629,0.001963,0.00306,0.002169,0.008688,0.009057,0.018998,0.004348,0.003481,0.019519,0.002775,0.002527,0.001756,0.002543,0.002723,0.002059,0.006193,0.006588,0.002116,0.030157,0.001774,0.014773,0.034802,0.001915,0.001426,0.062266,0.016614,0.001194,0.002445,0.008166,0.008763,0.001975,0.001338,0.002179,0.022176,0.003033,0.005508,0.032693,0.002341,0.002023,0.006505,0.004582,0.001456,0.22247
CT,0.00024,0.000529,0.00067,0.000737,0.000409,0.00082,0.95302,0.009793,0.007878,0.00215,0.001156,0.000464,0.000773,0.000419,0.001211,0.00135,0.000604,0.001012,0.00045,0.113086,0.005481,0.038524,0.000582,0.000452,0.000752,0.000559,0.001051,0.002002,0.000408,0.000954,0.056718,0.020787,0.001612,0.001022,0.048597,0.001692,0.000656,0.000242,0.007507,0.191641,0.002405,0.000646,0.001034,0.00044,0.00079,0.003971,0.045769,0.000328,0.000652,0.002145,0.002941
DC,0.000479,0.000335,0.000225,0.000362,0.00038,0.000678,0.002278,0.828833,0.01357,0.001069,0.000943,0.000342,0.000228,0.000193,0.000562,0.000548,0.000403,0.000467,0.000323,0.001983,0.138584,0.001691,0.000472,0.000353,0.000309,0.000195,0.000399,0.002518,0.000543,0.000321,0.002792,0.003376,0.000562,0.000706,0.002445,0.000679,0.000294,0.000275,0.004088,0.002121,0.001607,0.000112,0.000633,0.000308,0.00056,0.054351,0.000767,0.000373,0.000342,0.005701,0.000558
DE,0.000399,0.000316,0.000424,0.000307,0.000154,0.000456,0.00558,0.028251,0.907896,0.001224,0.000856,0.000293,0.000351,0.000258,0.000463,0.000683,0.000264,0.000527,0.000332,0.004396,0.101595,0.004586,0.000298,0.000223,0.000413,0.000275,0.000652,0.002624,0.000204,0.000438,0.005744,0.026416,0.000634,0.000437,0.005735,0.000814,0.000264,0.000225,0.044549,0.004829,0.001816,0.000618,0.000706,0.000226,0.00037,0.012103,0.003907,0.000144,0.000256,0.003206,0.002231
FL,0.010704,0.103468,0.013348,0.008382,0.004426,0.016467,0.019465,0.025699,0.021498,0.98137,0.084748,0.005955,0.011141,0.006075,0.017922,0.018949,0.009954,0.02715,0.026748,0.035977,0.020041,0.035285,0.018328,0.016044,0.013914,0.036544,0.009025,0.022693,0.007675,0.010774,0.051233,0.021722,0.010399,0.013548,0.019723,0.018918,0.00938,0.004281,0.018395,0.037487,0.032138,0.010274,0.030733,0.01053,0.010595,0.018789,0.021838,0.004839,0.015624,0.014821,0.017948
