STATE_PRE,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
AK,0.993015,7.3e-05,6.8e-05,0.000305,0.000118,0.000167,1.4e-05,0.000151,0.0,7.6e-05,8.9e-05,0.000541,6.2e-05,0.000481,7e-05,4.9e-05,0.000121,9.3e-05,6.6e-05,9e-05,7.8e-05,8.3e-05,5.7e-05,0.000143,7.7e-05,5e-05,0.000507,4.8e-05,0.000142,0.000223,7.6e-05,3.6e-05,0.000118,0.000373,2.8e-05,3.8e-05,0.000107,0.000871,6.2e-05,2.6e-05,5.9e-05,0.000192,8e-05,6.7e-05,0.00026,7e-05,4.6e-05,0.00157,0.000118,4.1e-05,0.000277
AL,0.001156,0.978899,0.015273,0.003435,0.001459,0.003001,0.002605,0.006518,0.002681,0.026124,0.073319,0.000753,0.003653,0.002366,0.005517,0.01442,0.00414,0.026229,0.033555,0.00207,0.003706,0.002224,0.002604,0.002582,0.006765,0.11877,0.004702,0.008037,0.002099,0.004187,0.002095,0.001945,0.010037,0.002863,0.001946,0.004925,0.006884,0.001336,0.003435,0.001241,0.011346,0.003279,0.078514,0.005684,0.003205,0.006336,0.001899,0.001363,0.003209,0.005895,0.010957
AR,0.000241,0.007815,0.97427,0.00513,0.001561,0.004308,0.001486,0.00211,0.002016,0.002068,0.004702,0.000174,0.006253,0.003448,0.007927,0.007799,0.015593,0.0094,0.031121,0.000986,0.002561,0.001372,0.002193,0.002439,0.046383,0.036018,0.002881,0.003162,0.002524,0.00671,0.000948,0.001429,0.017732,0.003415,0.001116,0.003915,0.073297,0.001742,0.002915,0.000871,0.003297,0.005493,0.029965,0.016234,0.00354,0.003962,0.001343,0.00102,0.0029,0.004706,0.014933
AZ,0.003565,0.002026,0.005272,0.98242,0.022828,0.012737,0.001212,0.003316,0.001501,0.001761,0.002231,0.004134,0.004037,0.009718,0.004422,0.004023,0.004587,0.002582,0.003171,0.0012,0.001929,0.001206,0.001793,0.003886,0.004901,0.003235,0.006915,0.00176,0.004198,0.00702,0.001162,0.001429,0.067003,0.054661,0.001177,0.002252,0.008863,0.007314,0.001927,0.00132,0.00172,0.005386,0.00378,0.005419,0.032445,0.002115,0.000648,0.006149,0.002449,0.001702,0.022053
CA,0.006455,0.003389,0.005532,0.070578,0.993552,0.015181,0.003427,0.009608,0.002702,0.003338,0.00388,0.023084,0.004897,0.024145,0.005726,0.005083,0.005782,0.004106,0.004429,0.003402,0.004342,0.002973,0.002787,0.004896,0.005551,0.003935,0.013668,0.003384,0.004104,0.010172,0.002845,0.003282,0.039966,0.143167,0.003217,0.003662,0.008,0.038346,0.00366,0.002799,0.003119,0.005982,0.00551,0.0065,0.036505,0.00414,0.00389,0.016656,0.003299,0.002235,0.037954
CO,0.003902,0.002428,0.005336,0.013349,0.005014,0.977632,0.001789,0.004295,0.001866,0.002513,0.002414,0.003071,0.00842,0.01492,0.005179,0.004699,0.020502,0.003473,0.00378,0.001439,0.002315,0.001331,0.00212,0.006068,0.00931,0.002695,0.020352,0.002167,0.010897,0.03304,0.001621,0.001416,0.056704,0.012915,0.001111,0.002983,0.012085,0.006996,0.00271,0.00103,0.001711,0.015605,0.00418,0.006451,0.030311,0.002348,0.002084,0.004968,0.003588,0.002153,0.172866
CT,0.000193,0.000906,0.000935,0.000876,0.000591,0.001177,0.975604,0.006707,0.010252,0.001422,0.00149,0.000348,0.001221,0.000456,0.001543,0.002524,0.000852,0.001764,0.000744,0.085589,0.006148,0.021247,0.001113,0.000969,0.00094,0.001034,0.000784,0.002027,0.000755,0.00125,0.033247,0.019475,0.00178,0.000839,0.043395,0.002665,0.000859,0.000412,0.008283,0.162992,0.00192,0.001873,0.001625,0.000582,0.000684,0.004099,0.047279,0.000641,0.001247,0.003188,0.003007
DC,4.8e-05,0.000512,0.000534,0.000382,0.000405,0.000721,0.001739,0.84571,0.010788,0.000813,0.000908,0.000174,0.000423,0.000408,0.000691,0.000764,0.000289,0.000772,0.000447,0.001285,0.124207,0.000832,0.000556,0.00055,0.000376,0.000407,0.000668,0.001991,0.000212,0.000438,0.000841,0.002855,0.000393,0.000574,0.001825,0.000822,0.000412,0.000247,0.003925,0.001717,0.001321,0.00017,0.000934,0.000407,0.000922,0.047897,0.000834,0.000333,0.000326,0.006941,0.000346
DE,0.000337,0.000396,0.000538,0.000305,0.000222,0.000358,0.003882,0.022607,0.951528,0.000899,0.000756,0.000155,0.00037,0.000216,0.000645,0.001061,0.0003,0.000741,0.000297,0.002245,0.077694,0.001767,0.000366,0.000283,0.00041,0.000375,0.000323,0.002222,0.000283,0.00043,0.003273,0.02146,0.000615,0.000445,0.003432,0.001419,0.000336,0.000124,0.037639,0.002192,0.001586,0.00017,0.000932,0.000216,0.000312,0.009416,0.002871,0.000147,0.000354,0.003516,0.001175
FL,0.002457,0.077672,0.01006,0.00627,0.003361,0.009858,0.007057,0.015259,0.011517,0.988792,0.070728,0.001951,0.006584,0.002979,0.01073,0.025379,0.005955,0.032766,0.023558,0.008021,0.012194,0.00632,0.007489,0.008175,0.008191,0.026794,0.004402,0.018788,0.003326,0.006025,0.007142,0.009309,0.008847,0.007347,0.007577,0.010742,0.008033,0.002701,0.009319,0.008028,0.023048,0.004428,0.054653,0.007358,0.006395,0.012819,0.006159,0.003258,0.006328,0.009893,0.010335
